频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,未通过信息,相似度
[HD]comedy central,https://stream1.freetv.fun/comedy-central-12.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821160657487535_90.jpg,1.575,未分组,h264,1280x720,29.97002997002997,无音频,ok; 伪源相似度: 1.0000,1.0
[BD]fox animation italia ==,https://stream1.freetv.fun/fox-animation-italia-3.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/20/20150220171733533933_48.jpg,0.675,未分组,,,,无音频,error,0.0
[HD]ช่อง dorcel orig,https://stream1.freetv.fun/ch-ng-dorcel-orig-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/02/20150202091657261430_91.png,1.918,未分组,h264,1280x720,25.0,有音频,ok; 伪源相似度: 1.0000,1.0
[HD]espn ==,https://stream1.freetv.fun/espn-6.ctv,网络源,https://epg.pw/media/images/channel/2014/11/25/large/20141125170114178278_47.jpg,0.663,未分组,,,,无音频,error,0.0
[BD]kuwait tv sport plus,https://stream1.freetv.fun/kuwait-tv-sport-plus-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/06/23/20150623205922489012_25.jpg,16.870,未分组,h264,1920x1080,25.0,有音频,ok; 伪源相似度: 0.9531,0.9531
[HD]fxm ===,https://stream1.freetv.fun/fxm-1.ctv,网络源,https://epg.pw/media/images/channel/2022/08/20/large/20220820223056445249_30.jpg,0.684,未分组,,,,无音频,error,0.0
[BD]hbo signature(usa) ===[geo-blocked],https://stream1.freetv.fun/hbo-signature-19.ctv,网络源,https://epg.pw/media/images/channel/2022/05/25/large/20220525000203252935_30.png,0.650,未分组,,,,无音频,error,0.0
[SD]hbo-[geo-blocked],https://stream1.freetv.fun/hbo-8.ctv,网络源,https://epg.pw/media/images/channel/2024/06/10/large/20240610185422140004_63.png,0.670,未分组,,,,无音频,error,0.0
[HD]comedy central,https://stream1.freetv.fun/comedy-central-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821160657487535_90.jpg,1.573,未分组,h264,1280x720,29.97002997002997,无音频,ok; 伪源相似度: 1.0000,1.0
[BD]1 plus 1 марафон,https://stream1.freetv.fun/1-plus-1-marafon-1.ctv,网络源,https://epg.pw/media/img/logo/K1_1.png,3.671,未分组,h264,1920x1080,50.0,有音频,ok; 伪源相似度: 1.0000,1.0
[HD]ช่อง e! entertainment,https://stream1.freetv.fun/ch-ng-e--entertainment-2.m3u8,网络源,https://epg.pw/media/images/channel/2021/11/07/large/20211107010609393877_29.png,1.685,未分组,h264,1280x720,25.0,有音频,ok; 伪源相似度: 1.0000,1.0
[BD]rakuten tv comedy movies[geo-blocked],https://stream1.freetv.fun/rakuten-tv-comedy-movies-1.m3u8,网络源,https://epg.pw/media/,10.807,未分组,,,,无音频,error,0.0
[BD]eko tv,https://stream1.freetv.fun/eko-tv-3.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174708907557_96.png,3.323,未分组,h264,1920x1080,50.0,有音频,ok; 伪源相似度: 1.0000,1.0
[HD]ช่อง golf channel,https://stream1.freetv.fun/ch-ng-golf-channel-2.m3u8,网络源,https://epg.pw/media/images/channel/2024/03/13/large/20240313153240602039_65.png,1.682,未分组,h264,1280x720,25.0,有音频,ok; 伪源相似度: 1.0000,1.0
[BD]marina tv,https://stream1.freetv.fun/marina-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222252166727_36.png,4.527,未分组,h264,1920x1080,25.0,有音频,ok; 伪源相似度: 0.9844,0.9844
[HD]ช่อง fox sports racing,https://stream1.freetv.fun/ch-ng-fox-sports-racing-1.m3u8,网络源,https://epg.pw/media/images/channel/2024/04/17/large/20240417173126365437_36.jpg,1.697,未分组,h264,1280x720,25.0,有音频,ok; 伪源相似度: 1.0000,1.0
[BD]history(usa) *s[geo-blocked],https://stream1.freetv.fun/history--s-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,3.275,未分组,h264,1920x1080,59.94005994005994,有音频,error,0.0
[HD]istv,https://stream1.freetv.fun/istv-3.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/19/large/20230719183008642095_72.png,1.080,未分组,h264,1280x720,29.97002997002997,有音频,ok; 伪源相似度: 0.9844,0.9844
[BD]ndr hamburg,https://stream1.freetv.fun/ndr-hamburg-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174159147164_26.png,17.481,未分组,h264,480x270,50.0,有音频,error,0.0
[BD]motortrend ==,https://stream1.freetv.fun/motortrend-2.ctv,网络源,https://epg.pw/media/images/channel/2019/01/10/large/20190110224925174615_29.jpg,0.669,未分组,,,,无音频,error,0.0
[HD]pluto tv history,https://stream1.freetv.fun/pluto-tv-history-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,2.542,未分组,h264,426x240,30.0,有音频,ok; 伪源相似度: 1.0000,1.0
[HD]1 plus 1 марафон,https://stream1.freetv.fun/1-plus-1-marafon-2.m3u8,网络源,https://epg.pw/media/img/logo/K1_1.png,1.870,未分组,h264,1280x720,29.97002997002997,无音频,ok; 伪源相似度: 1.0000,1.0
[HD]espn ---[geo-blocked],https://stream1.freetv.fun/espn-5.ctv,网络源,https://epg.pw/media/images/channel/2014/11/25/large/20141125170114178278_47.jpg,0.653,未分组,,,,无音频,error,0.0
[HD]euronews[geo-blocked],https://stream1.freetv.fun/euronews-9.m3u8,网络源,https://epg.pw/media/images/channel/2022/04/19/large/20220419002407519228_77.png,10.679,未分组,,,,无音频,error,0.0
