频道名,地址,来源,图标,检测时间,分组,视频信息,未通过信息,相似度
çˆ±åŠ¨æ¼«,http://php.jdshipin.com:8880/itv6s.php?cid=wasusyt&id=6000000006000280630,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/çˆ±åŠ¨æ¼«.png,1.176,未分组,,error,0.0
çº¬æ¥è‚²ä¹,https://live.catvod.com/live.php?id=videolandyule&token=bdbdf4f6c60a734f7d4e9d5df9b0560eda167e4ab02bb2ca0d69fc48d5976284%3A1761354848%3ANTIuMTYxLjQ1LjIyNA%3D%3D,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/çº¬æ¥è‚²ä¹.png,0.490,未分组,,ok; 伪源相似度: 1.0000,1.0
ä¸œæ£®è¶…è§†,https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸œæ£®è¶…è§†.png,0.328,未分组,,ok; 伪源相似度: 1.0000,1.0
ä¸œæ£®ç”µå½±,https://stream1.freetv.fun/dong-sen-dian-ying-6.ctv,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸œæ£®ç”µå½±.png,0.541,未分组,,ok; 伪源相似度: 1.0000,1.0
[BD]靖天资讯[geo-blocked],https://stream1.freetv.fun/jing-tian-zi-xun-3.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211439196918_86.png,0.756,未分组,,ok; 伪源相似度: 1.0000,1.0
[HD]food network,https://stream1.freetv.fun/food-network-8.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/27/large/20220827225917116348_71.png,2.324,未分组,,ok; 伪源相似度: 1.0000,1.0
[HD]民视hd *wj[geo-blocked],https://stream1.freetv.fun/3afe7c6221cef4c140addeecd0f810de490235103c2664f029705ec625d3b1d7.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724151437383611_37.png,6.366,未分组,,error,0.0
ä¸‰å›½æ¼”ä¹‰,http://live.iill.top/yy.php?id=1354936241,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸‰å›½æ¼”ä¹‰.png,5.272,未分组,,ok; 伪源相似度: 1.0000,1.0
CNå¡é€š,https://stream1.freetv.fun/cnqia-tong-3.ctv,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/CNå¡é€š.png,1.593,未分组,,ok; 伪源相似度: 1.0000,1.0
ä¸­åå°å½“å®¶,https://live.metshop.top/huya/11342413,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸­åå°å½“å®¶.png,1.081,未分组,,error,0.0
æ²³åŒ—å°‘å„¿ç§‘æ•™,https://stream1.freetv.fun/he-bei-shao-er-ke-jiao-2.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æ²³åŒ—å°‘å„¿ç§‘æ•™.png,1.491,未分组,,ok; 伪源相似度: 1.0000,1.0
å¿«ä¹å‚é’“,http://php.jdshipin.com/itv6.php?cid=bestzb&id=5000000011000031206,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/å¿«ä¹å‚é’“.png,0.526,未分组,,error,0.0
é–å¤©æˆå‰§,https://mao.ffmking888.dpdns.org/?id=6Z2W5aSp5oiy5YqH5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/é–å¤©æˆå‰§.png,0.474,未分组,,error,0.0
[BD]三立台湾[geo-blocked],https://stream1.freetv.fun/san-li-tai-wan-4.ctv,网络源,https://epg.pw/media/images/channel/2023/07/21/large/20230721172357360661_85.png,0.781,未分组,,ok; 伪源相似度: 1.0000,1.0
CHCå®¶åº­å½±é™¢,https://stream1.freetv.fun/chcjia-ting-ying-yuan-9.ctv,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/CHCå®¶åº­å½±é™¢.png,0.937,未分组,,ok; 伪源相似度: 1.0000,1.0
ä¸‰ç«‹æ–°é—»,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸‰ç«‹æ–°é—».png,0.166,未分组,,error,0.0
ç»å…¸åŠ¨æ¼«,https://www.goodiptv.club/yy/22777075,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ç»å…¸åŠ¨æ¼«.png,2.131,未分组,,ok; 伪源相似度: 1.0000,1.0
å‡¤å‡°å«è§†,https://smart.pendy.dpdns.org/Smart.php?id=phoenixtv_hd,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/å‡¤å‡°å«è§†.png,0.878,未分组,,error,0.0
çº¬æ¥ä½“è‚²,https://smart.pendy.dpdns.org/Smart.php?id=videolandsport,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/çº¬æ¥ä½“è‚².png,0.889,未分组,,error,0.0
å¤©æ˜ ç»å…¸,https://cdn.iptv8k.top/dl/jrys.php?id=71&time=20240926215313&ip=111.229.253.40,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/å¤©æ˜ ç»å…¸.png,0.310,未分组,,ok; 伪源相似度: 1.0000,1.0
[HD]公視 *wj,https://stream1.freetv.fun/8fe5d2abaf74964d980ce5cc4b5d7891aceb148e5844fbab84b4fd0c60eea253.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724132219452361_49.png,6.274,未分组,,error,0.0
é½é½å“ˆå°”æ–°é—»ç»¼åˆ,https://stream1.freetv.fun/ipv6-qi-qi-ha-er-xin-wen-zong-he-3.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/é½é½å“ˆå°”æ–°é—»ç»¼åˆ.png,1.488,未分组,,ok; 伪源相似度: 1.0000,1.0
çŒ«å’Œè€é¼,https://live.iill.top/huya/11352879,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/çŒ«å’Œè€é¼ .png,5.430,未分组,,error,0.0
[HD]xplore channel,https://stream1.freetv.fun/d79f65418a5872af77395ca2c844336a9e43da202a39e86396f14a863b483613.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,1.468,未分组,,ok; 伪源相似度: 1.0000,1.0
ä¸œæ£®ç”µå½±,https://stream1.freetv.fun/dong-sen-dian-ying-8.ctv,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸œæ£®ç”µå½±.png,1.280,未分组,,ok; 伪源相似度: 1.0000,1.0
å“ˆå°”æ»¨èµ„è®¯,http://stream.hrbtv.net/zxpd/sd/live.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/å“ˆå°”æ»¨èµ„è®¯.png,1.374,未分组,,error,0.0
CHCåŠ¨ä½œç”µå½±,https://stream1.freetv.fun/chcdong-zuo-dian-ying-4.ctv,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/CHCåŠ¨ä½œç”µå½±.png,1.511,未分组,,ok; 伪源相似度: 1.0000,1.0
æ¸¸æˆç«æŠ€,http://ygbh.site/php/bfgd.php?id=296,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æ¸¸æˆç«æŠ€.png,1.586,未分组,,error,0.0
[HD]tvbs news[geo-blocked],https://stream1.freetv.fun/5325e5d7ff0449ec19c4c62689170c6410bdfb91394e5b684a473f1633d19252.m3u8,网络源,https://epg.pw/media/images/channel/2023/09/22/large/20230922145019289857_16.png,1.786,未分组,,ok; 伪源相似度: 1.0000,1.0
æ¸¸æˆç«æŠ€,http://ygbh.site/php/bfgd.php?id=142,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æ¸¸æˆç«æŠ€.png,1.473,未分组,,error,0.0
ä¸œæ£®è¶…è§†,https://stream1.freetv.fun/dong-sen-chao-shi-4.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸œæ£®è¶…è§†.png,0.317,未分组,,error,0.0
æ— çº¿æ–°é—»,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxw,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æ— çº¿æ–°é—».png,0.494,未分组,,error,0.0
çº¬æ¥è‚²ä¹,https://vx65267199.18cn.dpdns.org/48.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/çº¬æ¥è‚²ä¹.png,0.197,未分组,,error,0.0
æ²³åŒ—å°‘å„¿ç§‘æ•™,https://stream1.freetv.fun/he-bei-shao-er-ke-jiao-12.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æ²³åŒ—å°‘å„¿ç§‘æ•™.png,1.505,未分组,,ok; 伪源相似度: 1.0000,1.0
äº”æ˜Ÿä½“è‚²,https://stream1.freetv.fun/ipv6-wu-xing-ti-yu-7.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/äº”æ˜Ÿä½“è‚².png,0.947,未分组,,ok; 伪源相似度: 1.0000,1.0
[HD]纬来精彩[geo-blocked],https://stream1.freetv.fun/wei-lai-jing-cai-1.m3u8,网络源,https://epg.pw/media/images/channel/2024/08/18/large/20240818065801909180_50.png,1.792,未分组,,ok; 伪源相似度: 1.0000,1.0
CHCå®¶åº­å½±é™¢,http://z.b.bkpcp.top/m.php?id=chcjtyy,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/CHCå®¶åº­å½±é™¢.png,1.193,未分组,,error,0.0
[BD]三立戏剧,https://stream1.freetv.fun/ca373f72a58fbaa7d7f60f5e91383eb0fd3a4965a74ce46f89f6e660b6b3c2e9.ctv,网络源,https://epg.pw/media/images/channel/2023/07/21/large/20230721172523829915_30.png,15.203,未分组,,error,0.0
é–å¤©æ˜ ç”»,https://4gtv.dxjc.pp.ua/4gtv-4gtv055/index.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/é–å¤©æ˜ ç”».png,0.443,未分组,,error,0.0
CNå¡é€š,https://hls-gateway.vpstv.net/streams/476247.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/CNå¡é€š.png,0.109,未分组,,error,0.0
é‡‘é¹°å¡é€š,https://stream1.freetv.fun/jin-ying-qia-tong-21.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/é‡‘é¹°å¡é€š.png,1.494,未分组,,ok; 伪源相似度: 1.0000,1.0
è¥¿æ¸¸è®°,https://live.iill.top/huya/26355861,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/è¥¿æ¸¸è®°.png,1.931,未分组,,error,0.0
ä»™å‰‘å¥‡ä¾ ä¼,http://live.iill.top/yy.php?id=1382749903,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä»™å‰‘å¥‡ä¾ ä¼ .png,3.600,未分组,,ok; 伪源相似度: 1.0000,1.0
[HD]中视新闻 *wj,https://stream1.freetv.fun/zhong-shi-xin-wen---wj-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164553238162_16.png,5.835,未分组,,error,0.0
[HD]好消息2[geo-blocked],https://stream1.freetv.fun/eccd8f93f7c5e42d4a724bcd052dfcd2ff17dbd543d90f585f8c8d3d15d8a0ff.m3u8,网络源,https://epg.pw/media/images/channel/2023/12/07/large/20231207034508944601_88.png,0.570,未分组,,error,0.0
ä¸œæ£®ç”µå½±,https://smart.pendy.dpdns.org/Smart.php?id=ettvmovie,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸œæ£®ç”µå½±.png,0.885,未分组,,error,0.0
ä¸œæ£®è¶…è§†,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40#rtmp://f13h.mine.nu/sat/tv331#rtmp://f13h.mine.nu/sat/tv331,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸œæ£®è¶…è§†.png,0.299,未分组,,ok; 伪源相似度: 1.0000,1.0
[BD]靖天资讯[geo-blocked],https://stream1.freetv.fun/jing-tian-zi-xun-1.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211439196918_86.png,0.766,未分组,,ok; 伪源相似度: 1.0000,1.0
é»‘è“ç”µå½±,https://epg.pw/stream/ffcb6572863f0745a7369fbd9d901f1dfd0ab8fab8bad8bebb4e01c90b303c47.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/é»‘è“ç”µå½±.png,0.745,未分组,,error,0.0
å‡¤å‡°èµ„è®¯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/å‡¤å‡°èµ„è®¯.png,0.296,未分组,,error,0.0
ä¸‰ç«‹æ–°é—»,http://pullpackage.alivecdn.com/live/GDGMQBLKWMPhyKJYSPPR6dnb2lS3FvykpFuj8AZf19Mbfd2yjx.flv,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸‰ç«‹æ–°é—».png,0.215,未分组,,error,0.0
ç»å…¸ç”µå½±,https://cdn.iptv8k.top/dl/jrys.php?id=396&time=20240926215313&ip=111.229.253.40,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ç»å…¸ç”µå½±.png,0.321,未分组,,ok; 伪源相似度: 1.0000,1.0
[BD]tvbs新闻,https://stream1.freetv.fun/tvbsxin-wen-5.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128055934838968_50.png,16.138,未分组,,error,0.0
é–å¤©æ˜ ç”»,https://4gtv.dxjc.pp.ua/li-4gtv-4gtv055/index.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/é–å¤©æ˜ ç”».png,0.839,未分组,,error,0.0
[HD]food network,https://stream1.freetv.fun/a8fa14dd6b78c04e5135b2f0d7d85309a07247197e9d7d6d1427af329b49583c.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/27/large/20220827225917116348_71.png,2.219,未分组,,ok; 伪源相似度: 1.0000,1.0
[BD]cctv-4k[geo-blocked],https://stream1.freetv.fun/b9a2e767d016105572cd8746a02687121eff29c306eeb922ff2feab8b7286e4c.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125055421788601_18.png,1.333,未分组,,ok; 伪源相似度: 1.0000,1.0
ä¸œæ£®ç”µå½±,https://hls-gateway.vpstv.net/streams/476995.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸œæ£®ç”µå½±.png,0.113,未分组,,error,0.0
æ²³åŒ—å°‘å„¿ç§‘æ•™,https://stream1.freetv.fun/he-bei-shao-er-ke-jiao-7.ctv,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æ²³åŒ—å°‘å„¿ç§‘æ•™.png,2.007,未分组,,ok; 伪源相似度: 1.0000,1.0
å°ç¥æ¦œ,http://www.clmy.cc:35455/yy/1353426319,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/å°ç¥æ¦œ.png,0.646,未分组,,error,0.0
JJæ–—åœ°ä¸»,https://live.iill.top/douyin/685317364746,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/JJæ–—åœ°ä¸».png,6.951,未分组,,error,0.0
[BD]中天综合 *wj,https://stream1.freetv.fun/91742dfee28b73a830e318356892bf101be01f84c0337764cd25ffada5b4e7b0.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/15/large/20190115233042115640_98.jpg,5.822,未分组,,error,0.0
äº”æ˜Ÿä½“è‚²,https://stream1.freetv.fun/wu-xing-ti-yu-15.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/äº”æ˜Ÿä½“è‚².png,1.514,未分组,,ok; 伪源相似度: 1.0000,1.0
