频道名,地址,来源,图标,检测时间,分组,视频信息,未通过信息,相似度
å®æ³¢TV5,http://kkk.888.3116598.xyz/api.php?n=tttt&id=&tk=FgM0vQMejxvG,网络源,,0.483,未分组,,error,0.0
å˜‰å…´æ–°é—»ç»¼åˆ,https://stream1.freetv.fun/jia-xing-xin-wen-zong-he-4.m3u8,网络源,,6.263,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿ä¸œæ°‘ç”Ÿ,http://120.77.205.62:8087/rtp/239.77.0.225:5146,网络源,,0.476,未分组,,error,0.0
å¹¿ä¸œç æ±Ÿ,https://stream1.freetv.fun/yan-dong-zhu-jiang-2.ctv,网络源,,1.526,未分组,,ok; 伪源相似度: 1.0000,1.0
ç¦å»ºæ–°é—»,http://satellitepull.cnr.cn/live/wx32fjxwgb/playlist.m3u8,网络源,,0.609,未分组,,error,0.0
å¼€åŒ–å…¬å›­,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8?zzhed?,网络源,,1.650,未分组,,ok; 伪源相似度: 1.0000,1.0
æµ™æ±Ÿå½±è§†,https://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8?,网络源,,4.397,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿ä¸œæ°‘ç”Ÿ,https://stream1.freetv.fun/yan-dong-min-sheng-11.ctv,网络源,,1.486,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿ä¸œç æ±Ÿ,https://stream1.freetv.fun/yan-dong-zhu-jiang-26.m3u8,网络源,,1.517,未分组,,ok; 伪源相似度: 1.0000,1.0
æ³°å±±å¤§è§‚å³°,https://gcalic.v.myalicdn.com/gc/taishan03_1/index.m3u8,网络源,,3.470,未分组,,ok; 伪源相似度: 0.9688,0.9688
ç‹®å­å±±é¸Ÿç°ä¸½æ±Ÿå¤åŸ,https://gcalic.v.myalicdn.com/gc/ljgcszsnkgc_1/index.m3u8,网络源,,5.047,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿ä¸œç æ±Ÿ,https://stream1.freetv.fun/yan-dong-zhu-jiang-31.m3u8,网络源,,3.059,未分组,,ok; 伪源相似度: 1.0000,1.0
æ­¦ä¹‰æ–°é—»ç»¼åˆ,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed,网络源,,1.815,未分组,,ok; 伪源相似度: 1.0000,1.0
ä¹å±±å¤§ä½›å…¨æ™¯,https://gcalic.v.myalicdn.com/gc/lsdfgfl_1/index.m3u8,网络源,,5.179,未分组,,ok; 伪源相似度: 0.9688,0.9688
æµ™æ±Ÿç”Ÿæ´»,http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8,网络源,,2.355,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿ä¸œç æ±Ÿ,https://stream1.freetv.fun/yan-dong-zhu-jiang-gao-qing-1.m3u8,网络源,,1.525,未分组,,ok; 伪源相似度: 1.0000,1.0
ä½™æ­æœªæ¥,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?,网络源,,1.928,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿ä¸œç æ±Ÿ,https://stream1.freetv.fun/yan-dong-zhu-jiang-23.m3u8,网络源,,1.024,未分组,,error,0.0
æµ™æ±Ÿæ•°ç æ—¶ä»£,http://ali-m-l.cztv.com/channels/lantian/channel12/720p.m3u8,网络源,,3.015,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿å·ç»¼åˆ,https://stream1.freetv.fun/yan-zhou-zong-he-32.m3u8,网络源,,7.654,未分组,,error,0.0
æº§æ°´æ–°é—»ç»¼åˆ,https://stream1.freetv.fun/li-shui-xin-wen-zong-he-6.ctv,网络源,,1.001,未分组,,ok; 伪源相似度: 1.0000,1.0
å…«é‡Œæ²Ÿé£æ™¯åŒºæ¡ƒèŠ±æ¹¾ç€‘å¸ƒ,https://gcalic.v.myalicdn.com/gc/blg05_1/index.m3u8,网络源,,4.772,未分组,,ok; 伪源相似度: 1.0000,1.0
ä½›å±±å…¬å…±,https://stream1.freetv.fun/fo-shan-gong-gong-3.ctv,网络源,,6.808,未分组,,error,0.0
å¹¿å·ç«èµ›,https://stream1.freetv.fun/yan-zhou-jing-sai-29.ctv,网络源,,1.523,未分组,,ok; 伪源相似度: 1.0000,1.0
å‰æ—ä¹¡æ‘,https://satellitepull.cnr.cn/live/wxjlxcgb/playlist.m3u8,网络源,,2.651,未分组,,error,0.0
æ·®å®‰æ–°é—»ç»¼åˆ,https://stream1.freetv.fun/huai-an-xin-wen-zong-he-2.ctv,网络源,,0.953,未分组,,ok; 伪源相似度: 1.0000,1.0
ç¦å»ºç»æµ,http://satellitepull.cnr.cn/live/wx32fjdnjjgb/playlist.m3u8,网络源,,3.161,未分组,,error,0.0
å¹¿ä¸œæ°‘ç”Ÿ,https://stream1.freetv.fun/yan-dong-min-sheng-1.ctv,网络源,,1.495,未分组,,ok; 伪源相似度: 1.0000,1.0
åŒ—äº¬æ–°é—»,https://migu.188766.xyz/?migutoken=5761ae4ca21309ca1648014542208445&id=%E5%8C%97%E4%BA%AC%E6%96%B0%E9%97%BB&type=yy,网络源,,3.924,未分组,,error,0.0
é»‘é¾™æ±Ÿéƒ½å¸‚,http://111.43.126.240:9003/hls/9/index.m3u8,网络源,,0.581,未分组,,error,0.0
è¾½å®ç”Ÿæ´»,http://ygbh.site/php/bfgd.php?id=073,网络源,,1.331,未分组,,error,0.0
æ­¦ä¹¡æ–°é—»ç»¼åˆ,https://stream1.freetv.fun/wu-xiang-xin-wen-zong-he-3.m3u8,网络源,,3.167,未分组,,ok; 伪源相似度: 1.0000,1.0
å››å·å³¨çœ‰å±±æ™®è´¤è©è¨é“œåƒ,https://gcalic.v.myalicdn.com/gc/emspxps_1/index.m3u8,网络源,,3.943,未分组,,ok; 伪源相似度: 1.0000,1.0
æ–‡æˆç»¼åˆ,https://stream1.freetv.fun/wen-cheng-xin-wen-zong-he-2.m3u8,网络源,,3.161,未分组,,ok; 伪源相似度: 1.0000,1.0
åº†å…ƒç»¼åˆ,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?zzhed?,网络源,,3.105,未分组,,ok; 伪源相似度: 1.0000,1.0
æ–°ç–†ï½œå¥å±¯æ±‰è¯­ç»¼åˆ,http://218.84.12.186:8001/hls/main/playlist.m3u8,网络源,,1.610,未分组,,error,0.0
é„å·äºŒå¥—,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090936.m3u8?zzhed,网络源,,14.380,未分组,,error,0.0
DJç‰ˆã€Šæ—¶é—´ä¼šçŸ¥é“ä½ å¥½ä¸å¥½ã€‹,https://vd3.bdstatic.com/mda-mhairve7gvye1192/1080p/cae_h264/1629457148988604256/mda-mhairve7gvye1192.mp4,网络源,,0.193,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿ä¸œç æ±Ÿ,https://stream1.freetv.fun/yan-dong-zhu-jiang-14.m3u8,网络源,,1.507,未分组,,ok; 伪源相似度: 1.0000,1.0
[BD]24 канал,https://stream1.freetv.fun/24-kanal-5.ctv,网络源,https://epg.pw/media/images/channel/2021/11/13/large/20211113232147010060_64.png,3.325,未分组,,ok; 伪源相似度: 1.0000,1.0
é„å·ä¸€å¥—,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090843.m3u8?zzhed,网络源,,15.111,未分组,,error,0.0
ä½›å±±ç»¼åˆ,https://stream1.freetv.fun/fo-shan-zong-he-3.ctv,网络源,,1.524,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿ä¸œç æ±Ÿ,https://stream1.freetv.fun/40786b6f9348d6a09c1f7c2fd8d7b3675ba4d6b8806af864cdb21ddc61a932e5.ctv,网络源,,2.065,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿ä¸œæ°‘ç”Ÿ,https://stream1.freetv.fun/yan-dong-min-sheng-4.ctv,网络源,,1.612,未分组,,ok; 伪源相似度: 1.0000,1.0
å¾å·å…¬å…±é¢‘é“,http://stream3.huaihai.tv/xz4t/sd/live.m3u8,网络源,,0.546,未分组,,error,0.0
å¤©æ´¥,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/5f03d9f1684241f696b25a19ffc44145/main.m3u8,网络源,,4.759,未分组,,ok; 伪源相似度: 1.0000,1.0
é»‘é¾™æ±Ÿå°‘å„¿,http://111.43.126.240:9003/hls/12/index.m3u8,网络源,,1.332,未分组,,error,0.0
æµ™æ±Ÿæ°‘ç”Ÿä¼‘é—²,https://stream1.freetv.fun/zhe-jiang-min-sheng-7.m3u8,网络源,,2.402,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿ä¸œç æ±Ÿ,https://stream1.freetv.fun/yan-dong-zhu-jiang-19.ctv,网络源,,1.535,未分组,,ok; 伪源相似度: 1.0000,1.0
é¾™äº•ç»¼åˆ,http://stream8.jlntv.cn/ljtv/sd/live.m3u8?zjild,网络源,,1.489,未分组,,ok; 伪源相似度: 1.0000,1.0
è¾½å®åŒ—æ–¹,http://ygbh.site/php/bfgd.php?id=071,网络源,,1.492,未分组,,error,0.0
å¹¿ä¸œæ°‘ç”Ÿ,https://stream1.freetv.fun/yan-dong-min-sheng-38.ctv,网络源,,6.494,未分组,,error,0.0
å¹¿å·ç»¼åˆ,https://stream1.freetv.fun/yan-zhou-zong-he-10.m3u8,网络源,,3.696,未分组,,error,0.0
å¹¿å·å½±è§†,http://php.jdshipin.com:8880/gztv.php?id=yingshi,网络源,,11.041,未分组,,error,0.0
å¹¿ä¸œç æ±Ÿ,https://stream1.freetv.fun/3e6c646d717a824425bca6f4f12c9091cc4725ab1afa8227b24b7a5bc6fcb019.m3u8,网络源,,2.004,未分组,,ok; 伪源相似度: 1.0000,1.0
é™•è¥¿æ´‹å¿å›½å®æœ±é¹®03,https://gcalic.v.myalicdn.com/gc/zh03_1/index.m3u8,网络源,,2.969,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿ä¸œç æ±Ÿ,http://120.77.205.62:8087/rtp/239.77.0.1:5146,网络源,,0.432,未分组,,error,0.0
é¹¤å£ç»¼åˆé¢‘é“,http://pili-live-hls.hebitv.com/hebi/hebi.m3u8?zhendæ²é˜³æ–°é—»ç»¼åˆ,网络源,,12.508,未分组,,error,0.0
é¹¤å£ç»¼åˆé¢‘é“,http://pili-live-hls.hebitv.com/hebi/hebi.m3u8?zhend,网络源,,13.771,未分组,,error,0.0
é¹¤å£ç»¼åˆé¢‘é“,http://pili-live-hls.hebitv.com/hebi/hebi.m3u8?zhendæ²é˜³æ–°é—»ç»¼åˆ#http://pili-live-hls.hebitv.com/hebi/hebi.m3u8?zhend,网络源,,10.745,未分组,,error,0.0
å…­ç›˜å±±çº¢å†›é•¿å¾æ™¯åŒº,https://gcalic.v.myalicdn.com/gc/lpsgmjng01_1/index.m3u8,网络源,,3.049,未分组,,ok; 伪源相似度: 0.9688,0.9688
å››å·å³¨çœ‰å±±è¿œçœºä¸‡ä½›é¡¶,https://gcalic.v.myalicdn.com/gc/emswfs_1/index.m3u8,网络源,,3.009,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿ä¸œç æ±Ÿ,https://stream1.freetv.fun/yan-dong-zhu-jiang-11.m3u8,网络源,,1.502,未分组,,ok; 伪源相似度: 1.0000,1.0
é»„èŠ±åŸæ°´é•¿åŸ01,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8,网络源,,4.260,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿ä¸œæ°‘ç”Ÿ,https://stream1.freetv.fun/yan-dong-min-sheng-2.m3u8,网络源,,1.504,未分组,,ok; 伪源相似度: 1.0000,1.0
æº§æ°´æ–°é—»ç»¼åˆ,http://kkk.888.3116598.xyz/api.php?n=tttt&id=xQrYR6&tk=FgM0vQMejxvG,网络源,,0.463,未分组,,error,0.0
å¹¿ä¸œç æ±Ÿ,https://stream1.freetv.fun/yan-dong-zhu-jiang-24.ctv,网络源,,1.501,未分组,,ok; 伪源相似度: 1.0000,1.0
æµ™æ±Ÿæ°‘ç”Ÿä¼‘é—²,https://stream1.freetv.fun/zhe-jiang-min-sheng-9.ctv,网络源,,1.285,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿å·ç»¼åˆ,https://stream1.freetv.fun/yan-zhou-zong-he-1.m3u8,网络源,,3.989,未分组,,error,0.0
[HD]ช่อง exxxotica,https://stream1.freetv.fun/ch-ng-exxxotica-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/06/24/large/20210624003447280269_10.png,5.261,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿å·ç«èµ›,https://stream1.freetv.fun/yan-zhou-jing-sai-14.ctv,网络源,,1.477,未分组,,ok; 伪源相似度: 1.0000,1.0
è‹å·æ–°é—»ç»¼åˆ,http://kkk.888.3116598.xyz/api.php?n=tttt&id=0wiUQd&tk=FgM0vQMejxvG,网络源,,0.471,未分组,,error,0.0
è¥¿å³°ç»¼åˆ,http://pili-live-rtmp.luan2.hfmt.net/luan2/xifeng/123456.m3u8?zgand,网络源,,14.233,未分组,,error,0.0
è¾½å®æ•™è‚²é’å°‘,http://ygbh.site/php/bfgd.php?id=075,网络源,,1.489,未分组,,error,0.0
[BD]8 канал україна,https://stream1.freetv.fun/8-kanal-ukrayina-2.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174819530509_49.png,4.284,未分组,,ok; 伪源相似度: 1.0000,1.0
ä¸Šè™æ–‡åŒ–å½±é™¢,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed,网络源,,2.406,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿ä¸œæ–°é—»,http://120.238.94.10:9901/tsfile/live/1010_1.m3u8,网络源,,18.816,未分组,,error,0.0
2021æœ€ä½³ä¼¤æ„Ÿæƒ…æ­ŒHD,https://vdse.bdstatic.com//59c5abc138bf1da5585bb765c530137e.mp4,网络源,,9.560,未分组,,ok; 伪源相似度: 1.0000,1.0
æµ™æ±Ÿ-æ™®é™€å±±,https://gcalic.v.myalicdn.com/gc/pts01_1/index.m3u8?contentid=2820180516001,网络源,,3.330,未分组,,ok; 伪源相似度: 0.9844,0.9844
æ™®é™€æ–°é—»ç»¼åˆ,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?zzhed,网络源,,1.639,未分组,,ok; 伪源相似度: 1.0000,1.0
é»åŸç»¼åˆ,http://111.53.96.67:8081/live/1/index.m3u8,网络源,,2.349,未分组,,ok; 伪源相似度: 1.0000,1.0
ã€Šçˆ±éš¾æ±‚æƒ…éš¾æ–­â€¦ã€‹,https://vdse.bdstatic.com//0c8ed110c5522e9bd31752ecb999b1ab.mp4,网络源,,5.087,未分组,,ok; 伪源相似度: 1.0000,1.0
DJç‰ˆã€Šçˆ±ä¸å¾—å¿˜ä¸èˆã€‹,https://vd3.bdstatic.com/mda-mh8j8egnj8idbvd8/1080p/cae_h264/1629367979662473678/mda-mh8j8egnj8idbvd8.mp4,网络源,,0.694,未分组,,ok; 伪源相似度: 1.0000,1.0
æœé˜³æ–°é—»ç»¼åˆ,http://ygbh.site/php/bfgd.php?id=282,网络源,,1.652,未分组,,error,0.0
å¹¿ä¸œæ°‘ç”Ÿ,https://stream1.freetv.fun/yan-dong-min-sheng-22.m3u8,网络源,,4.317,未分组,,error,0.0
å¹¿ä¸œç æ±Ÿ,https://stream1.freetv.fun/yan-dong-zhu-jiang-27.ctv,网络源,,1.665,未分组,,ok; 伪源相似度: 1.0000,1.0
æ­¦ä¹¡æ–°é—»ç»¼åˆ,http://60.220.198.84:81/0.m3u8,网络源,,1.489,未分组,,ok; 伪源相似度: 1.0000,1.0
[BD]12 канал,https://stream1.freetv.fun/12-kanal-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/05/30/20140530164557133957_14.png,7.004,未分组,,error,0.0
ã€Šå”±ç€æƒ…æ­Œæµç€æ³ªã€‹,https://vd3.bdstatic.com/mda-mhwaejanf0ie6b8j/1080p/cae_h264/1630409563129833732/mda-mhwaejanf0ie6b8j.mp4,网络源,,0.174,未分组,,ok; 伪源相似度: 1.0000,1.0
é‡åº†æ±½æ‘©,http://ygbh.site/php/bfgd.php?id=168,网络源,,1.519,未分组,,error,0.0
å¹¿å·æ–°é—»,https://tencentplaybusiness.gztv.com/live/xinwen.m3u8,网络源,,5.236,未分组,,error,0.0
é’å²›åŸé˜³,http://pili-live-rtmp.56.i2863.com/i2863-56/live_56_307317.m3u8?shandd,网络源,,12.900,未分组,,error,0.0
å‡‰å±±æ–°é—»ç»¼åˆ,http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel114103/playlist.m3u8?zsicd,网络源,,0.768,未分组,,error,0.0
é™•è¥¿éƒ½å¸‚é’æ˜¥,https://stream1.freetv.fun/shan-xi-du-shi-qing-chun-9.ctv,网络源,,0.963,未分组,,ok; 伪源相似度: 1.0000,1.0
ä¸Šè™æ–‡åŒ–,https://stream1.freetv.fun/shang-yu-wen-hua-1.m3u8,网络源,,2.376,未分组,,ok; 伪源相似度: 1.0000,1.0
[HD]alba xxx 1,https://stream1.freetv.fun/alba-xxx-1-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/06/24/large/20210624003447280269_10.png,7.027,未分组,,ok; 伪源相似度: 1.0000,1.0
åŒ—äº¬ç”Ÿæ´»,https://migu.188766.xyz/?migutoken=576281955c8598e0a973e668254ee7cd&id=%E5%8C%97%E4%BA%ACi%E7%94%9F%E6%B4%BB&type=yy,网络源,,3.035,未分组,,error,0.0
å‡¤å‡°å¤åŸä¸œå…³é—¨,https://gcalic.v.myalicdn.com/gc/fhgcdgm_1/index.m3u8,网络源,,3.684,未分组,,ok; 伪源相似度: 0.9688,0.9688
é¸£æ²™å±±,https://gcalic.v.myalicdn.com/gc/dhyyqst_1/index.m3u8,网络源,,4.000,未分组,,ok; 伪源相似度: 0.9688,0.9688
å¹¿ä¸œæ°‘ç”Ÿ,https://stream1.freetv.fun/yan-dong-min-sheng-25.ctv,网络源,,1.507,未分组,,ok; 伪源相似度: 1.0000,1.0
[SD]mgm plus east,https://stream1.freetv.fun/mgm-plus-east-2.m3u8,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,3.985,未分组,,error,0.0
æµ™æ±Ÿæ°‘ç”Ÿä¼‘é—²,http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8,网络源,,2.171,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿å·æ–°é—»,https://stream1.freetv.fun/yan-zhou-xin-wen-5.m3u8,网络源,,4.378,未分组,,error,0.0
å¼€åŒ–æ–°é—»,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed?,网络源,,1.793,未分组,,ok; 伪源相似度: 1.0000,1.0
ç¦å»ºæ­¦å¤·å±±ç‰å¥³å³°,https://gcalic.v.myalicdn.com/gc/wysynf_1/index.m3u8,网络源,,2.999,未分组,,ok; 伪源相似度: 0.9688,0.9688
å‡‰å±±è¯­,http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel115044/playlist.m3u8?zsicd,网络源,,1.517,未分组,,error,0.0
å…­å®‰æ–°é—»ç»¼åˆ,http://pili-live-rtmp.luan2.hfmt.net/luan2/jjpd.m3u8?zanhd,网络源,,13.842,未分组,,error,0.0
å¹¿ä¸œæ°‘ç”Ÿ,https://stream1.freetv.fun/yan-dong-min-sheng-27.ctv,网络源,,1.509,未分组,,ok; 伪源相似度: 1.0000,1.0
å‡‰å±±æ–°é—»ç»¼åˆ,http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel114103/playlist.m3u8,网络源,,1.757,未分组,,error,0.0
2021çƒ­é—¨ä¼¤æ„ŸDJ,https://vdse.bdstatic.com//06b4e9b185b843e694e4d20e9b0a0aac.mp4,网络源,,4.705,未分组,,ok; 伪源相似度: 1.0000,1.0
DJã€Šæˆ‘ä»¬ä¸å†æ˜¯ä»å‰ã€‹,https://vd2.bdstatic.com/mda-mhne550wq5m66zvj/1080p/cae_h264/1629803514331462220/mda-mhne550wq5m66zvj.mp4,网络源,,0.833,未分组,,ok; 伪源相似度: 1.0000,1.0
2021å¹´ç½‘ç»œç«çˆ†ä¼¤æ„Ÿæƒ…æ­Œ6é¦–,https://vdse.bdstatic.com//80e0473f97055cec1c9c76c1c7e5498a.mp4,网络源,,7.275,未分组,,ok; 伪源相似度: 1.0000,1.0
ã€Šäººé—´æƒŠé¸¿å®¢ã€‹,https://vd3.bdstatic.com/mda-mh2bbyjcqjxjhzkd/1080p/cae_h264/1627978577559447916/mda-mh2bbyjcqjxjhzkd.mp4,网络源,,0.167,未分组,,ok; 伪源相似度: 1.0000,1.0
æ°¸å˜‰æ–°é—»ç»¼åˆ,https://stream1.freetv.fun/yong-jia-xin-wen-zong-he-3.m3u8,网络源,,4.438,未分组,,ok; 伪源相似度: 1.0000,1.0
äº‘å—ä¸½æ±Ÿç‰é¾™é›ªå±±è‰ç”¸,https://gcalic.v.myalicdn.com/gc/hkylxs06_1/index.m3u8,网络源,,3.821,未分组,,ok; 伪源相似度: 1.0000,1.0
DJã€Šç­‰çˆ±ã€‹,https://vd2.bdstatic.com/mda-mfhh1e0hwq212rrt/sc/h264/1623988905898256147/mda-mfhh1e0hwq212rrt.mp4,网络源,,0.171,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿ä¸œç æ±Ÿ,https://stream1.freetv.fun/yan-dong-zhu-jiang-gao-qing-1.ctv,网络源,,1.520,未分组,,ok; 伪源相似度: 1.0000,1.0
å¹¿ä¸œç æ±Ÿ,https://stream1.freetv.fun/yan-dong-zhu-jiang-5.ctv,网络源,,1.528,未分组,,ok; 伪源相似度: 1.0000,1.0
å…°æºªæ–°é—»ç»¼åˆ,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed,网络源,,1.656,未分组,,ok; 伪源相似度: 1.0000,1.0
ç šå±±ç”µè§†å°,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel16/playlist.m3u8?zyund,网络源,,2.150,未分组,,ok; 伪源相似度: 1.0000,1.0
ä½›å±±ç»¼åˆ,https://stream1.freetv.fun/fo-shan-zong-he-19.ctv,网络源,,6.528,未分组,,error,0.0
[BD]ми україна,https://stream1.freetv.fun/mi-ukrayina-1.ctv,网络源,https://epg.pw/media/images/channel/2021/11/13/large/20211113232150978400_51.png,3.514,未分组,,ok; 伪源相似度: 1.0000,1.0
