频道名,地址,来源,图标,检测时间,分组,视频信息
CCTV7,http://112.27.235.94:8000/hls/8/index.m3u8,网络源,,4.191,未分组,
CCTV5+,https://migu.188766.xyz/?migutoken=d6d2ead02e4c9033e958266611810f7c&id=CCTV5p&type=yy,网络源,,3.335,未分组,
CCTV1,http://sh.lnott.top:880/dx01.m3u8,网络源,,5.698,未分组,
CCTV5,http://112.132.10.54:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.955,未分组,
CCTV5+,http://omnix.cn:4000/udp/225.1.8.20:8004,网络源,,6.286,未分组,
CCTV1,http://59.39.89.130:60901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,10.939,未分组,
CCTV3,https://migu.188766.xyz/?migutoken=da083286299f5dbb4245ac3fc367d368&id=CCTV3&type=yy,网络源,,3.651,未分组,
CCTV8,http://112.27.235.94:8000/hls/9/index.m3u8,网络源,,2.895,未分组,
CCTV2,https://migu.188766.xyz/?migutoken=3d17bc285e0046e484d1b85497042958&id=CCTV2&type=yy,网络源,,3.815,未分组,
CCTV6,http://112.132.10.54:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.394,未分组,
CCTV8,https://migu.188766.xyz/?migutoken=91889b93b24f026464db6860bace4888&id=CCTV8&type=yy,网络源,,0.802,未分组,
CCTV5+,http://drive.mxmy.net:8888/udp/239.3.1.130:8004,网络源,,5.753,未分组,
[BD]非凡新闻 *wj,https://stream1.freetv.fun/c40107323ca49c7d0ecdd7a3f27f10206bae096684ec18e0f6f3cf86b1174778.m3u8,网络源,https://epg.pw/media/images/channel/2016/06/17/large/20160617165249161501_56.png,5.681,未分组,
[BD]华艺中文 *wj,https://stream1.freetv.fun/d710b00d3a8e9359c85bc93bb4f42a507f073040ca7c20e2243a93103a7c5ad4.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210223602044025_15.png,6.057,未分组,
CCTV5,http://116.128.242.83:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,6.281,未分组,
CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8,网络源,,1.933,未分组,
CCTV1,https://migu.188766.xyz/?migutoken=afe03ce3275e678057fda9f82c11f5e9&id=CCTV1&type=yy,网络源,,0.812,未分组,
CCTV3,https://migu.188766.xyz/?migutoken=ba684e8e481aa1c245019ca54b70e834&id=CCTV3&type=yy,网络源,,0.824,未分组,
CCTV4,http://112.132.10.54:9901/tsfile/live/0004_2.m3u8?key=txiptv&playlive=0&authid=0,网络源,,2.950,未分组,
CCTV2,http://183.215.134.239:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,7.557,未分组,
CCTV2,http://www.cdnstv.com:6398/hls/2/index.m3u8,网络源,,16.517,未分组,
CCTV5,https://migu.188766.xyz/?migutoken=cb08a081f0f08b655c5ee99909245482&id=CCTV5&type=yy,网络源,,0.992,未分组,
CCTV1,http://112.132.10.54:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0,网络源,,3.900,未分组,
CCTV2,https://iptv.catvod.com/live.php?id=CCTV-2%20%E8%B4%A2%E7%BB%8F,网络源,,3.379,未分组,
CCTV3,http://sh.lnott.top:880/dx03.m3u8,网络源,,3.453,未分组,
CCTV3,http://113.25.252.226:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,6.026,未分组,
CCTV1,https://migu.188766.xyz/?migutoken=c23942029c1241b29f435f23fb0f93d7&id=CCTV1&type=yy,网络源,,3.283,未分组,
CCTV4,http://218.17.33.178:53290/tsfile/live/1004_1.m3u8?key=txiptv,网络源,,2.973,未分组,
CCTV8,http://183.215.134.239:19901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,5.134,未分组,
CCTV1,https://migu.188766.xyz/?migutoken=ef2b62d0cc62b4d5d3d70c5befcdc3bc&id=CCTV1&type=yy,网络源,,0.823,未分组,
CCTV7,http://220.170.241.204:9901/tsfile/live/0007_1.m3u8,网络源,,1.956,未分组,
CCTV5,http://112.27.235.94:8000/hls/5/index.m3u8,网络源,,2.161,未分组,
CCTV2,http://218.3.138.25:1111/tsfile/live/1001_1.m3u8,网络源,,8.688,未分组,
CCTV3,http://drive.mxmy.net:8888/udp/239.3.1.172:8001,网络源,,7.822,未分组,
[BD]华艺中文 *wj,https://stream1.freetv.fun/9b3e90c55b335fa229b4de428137821ab64d966f7d8631cbf3552c6479b9146d.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210223602044025_15.png,2.769,未分组,
CCTV2,http://39.164.160.249:9901/tsfile/live/0002_1.m3u8,网络源,,4.710,未分组,
CCTV8,https://migu.188766.xyz/?migutoken=739ed6e939bd78e678829228497f93aa&id=CCTV8&type=yy,网络源,,0.835,未分组,
CCTV8,http://113.25.252.226:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,4.337,未分组,
CCTV1,http://220.170.241.204:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.637,未分组,
CCTV4,http://drive.mxmy.net:8888/udp/239.3.1.213:4220,网络源,,14.078,未分组,
CCTV5,http://218.3.138.25:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,11.843,未分组,
CCTV5,https://shyd.695847.xyz/cms001/ch00000090990000001187/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12,网络源,,1.972,未分组,
CCTV2,http://sh.lnott.top:880/dx02.m3u8,网络源,,3.376,未分组,
CCTV5,https://migu.188766.xyz/?migutoken=e868a25e611557464d5c0178eac739f6&id=CCTV5&type=yy,网络源,,0.782,未分组,
CCTV8,http://220.170.241.204:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,7.722,未分组,
CCTV2,http://116.128.242.83:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,5.807,未分组,
CCTV6,http://116.128.242.83:9901/tsfile/live/0007_1.m3u8,网络源,,8.068,未分组,
CCTV4,http://drive.mxmy.net:8888/udp/239.3.1.214:4220,网络源,,8.464,未分组,
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=9674d857d6e43e0789d8ec76bab7cdbe190192db368f8f0e2f8018a3e2a160ee9f9ce8d41030046da2b0373378dd65c74a6af0f9a31b8828027b8367d720ea077aef2f2a08a603b4e16074c6b9,网络源,,0.764,未分组,
CCTV7,http://112.132.10.54:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0,网络源,,2.677,未分组,
CCTV4,http://drive.mxmy.net:8888/udp/239.3.1.105:8092,网络源,,5.687,未分组,
CCTV8,http://120.238.94.10:9901/tsfile/live/1026_1.m3u8,网络源,,9.245,未分组,
CCTV8,https://migu.188766.xyz/?migutoken=51d6b52a8ad40a195155e1b5d7d99c95&id=CCTV8&type=yy,网络源,,8.296,未分组,
CCTV6,https://migu.188766.xyz/?migutoken=4f3888a53179312fb6eecad62d793367&id=CCTV6&type=yy,网络源,,3.326,未分组,
CCTV4,https://migu.188766.xyz/?migutoken=391d6c5d476f53507b1b3d4db053293e&id=CCTV4%E6%AC%A7%E6%B4%B2&type=yy,网络源,,6.336,未分组,
CCTV4,http://124.116.183.146:9901/tsfile/live/0004_1.m3u8,网络源,,5.404,未分组,
CCTV6,http://124.116.183.146:9901/tsfile/live/0006_1.m3u8,网络源,,5.688,未分组,
CCTV2,https://www.freetv.top/migu/631780532.m3u8?migutoken=9bacb748dc772b1cfcddf6e6373e3319c6d82105f221862932e3b30a6dc4843c93ace2108ab1d598c2d89ef8eb4225888737ce5895be20612ea7753d025151b9a913bd6fc98ff7666da5979f1d,网络源,,0.835,未分组,
CCTV3,https://migu.188766.xyz/?migutoken=7de452d152592ad5c1d2138d6776d7aa&id=CCTV3&type=yy,网络源,,3.217,未分组,
CCTV1,https://stream1.freetv.fun/960192460e742af597efd712c6fee1c5baf1e90589d2166e6e3f0dd636132070.m3u8,网络源,,5.446,未分组,
CCTV4,http://home.yulei.online:9999/rtp/226.0.2.156:9160,网络源,,6.842,未分组,
CCTV5,https://migu.188766.xyz/?migutoken=58cb375aab34c77d3161b869c3943c66&id=CCTV5&type=yy,网络源,,0.922,未分组,
CCTV4,https://stream1.freetv.fun/964a51445ff33a4d13e786b28b01992fa55022cfc28c81c5f24497d1131a5d18.m3u8,网络源,,1.043,未分组,
CCTV6,https://www.freetv.top/migu/624878396.m3u8?migutoken=38a08d31f79563a15b6c38307b16c1f1fd2715f58a1bff21d307adaa6597fb3ea267812ba6ac28a74fa0648f0a2003c0d93e137f0257353bff9dedc7eff0cc871a38e97a269bf9ab6e14a4171d,网络源,,1.259,未分组,
CCTV7,http://120.238.94.10:9901/tsfile/live/1025_1.m3u8,网络源,,10.332,未分组,
CCTV7,http://8.138.7.223/tv/cctv7.m3u8,网络源,,5.520,未分组,
[HD]華視,https://stream1.freetv.fun/637ceff2dfb72b24ad6929da061ccf235af38b9469ba999c577b1c3d1ee25740.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164257585081_80.png,7.853,未分组,
CCTV4,https://migu.188766.xyz/?migutoken=d0f10d74f4c1c87a4509ae0787ae884e&id=CCTV4%E6%AC%A7%E6%B4%B2&type=yy,网络源,,0.742,未分组,
CCTV3,http://112.132.10.54:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.452,未分组,
CCTV3,http://183.215.134.239:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,7.341,未分组,
CCTV5+,https://migu.188766.xyz/?migutoken=a6c523ffec51ed3849153bec664cae45&id=CCTV5p&type=yy,网络源,,3.623,未分组,
CCTV5,https://migu.188766.xyz/?migutoken=605371810dd52bb14e414619efcf4a5a&id=CCTV5&type=yy,网络源,,3.089,未分组,
CCTV4,https://migu.188766.xyz/?migutoken=1faf3cb03c99a071b8a3b49d219626a9&id=CCTV4%E6%AC%A7%E6%B4%B2&type=yy,网络源,,0.834,未分组,
CCTV8,http://218.3.138.25:1111/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,14.965,未分组,
CCTV2,http://116.128.242.83:9901/tsfile/live/0002_1.m3u8,网络源,,5.137,未分组,
CCTV7,http://113.15.109.216:59901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,7.228,未分组,
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=b6a50213ea411edfdeda0e4c7abb5985d6a4f4c3d2f34274d4906fe15400b56f0a5a4ae5fb1d8e0ba25591ea3977d8cc6e1a4faa5a316308a146dfe83d122086fb13709fb6495fea020b068333,网络源,,1.053,未分组,
CCTV5+,http://220.170.241.204:9901/tsfile/live/0016_1.m3u8,网络源,,1.940,未分组,
CCTV5,https://migu.188766.xyz/?migutoken=36e9a612e7546150af05402227150b89&id=CCTV5&type=yy,网络源,,3.712,未分组,
CCTV5,https://migu.188766.xyz/?migutoken=8060920463ae994c084bf61a16d08acd&id=CCTV5&type=yy,网络源,,3.269,未分组,
CCTV6,http://218.17.33.178:53290/tsfile/live/1006_1.m3u8?key=txiptv,网络源,,3.243,未分组,
CCTV1,http://111.221.137.155:44330/tsfile/live/0001_1.m3u8?key=txiptv,网络源,,5.253,未分组,
CCTV6,https://migu.188766.xyz/?migutoken=8d5592cd678c96a3cb447e539615b4b7&id=CCTV6&type=yy,网络源,,0.937,未分组,
CCTV3,http://124.116.183.146:9901/tsfile/live/0003_1.m3u8,网络源,,3.316,未分组,
CCTV7,https://shyd.695847.xyz/cms001/ch00000090990000001236/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12,网络源,,0.375,未分组,
CCTV2,http://218.3.138.25:1111/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,10.136,未分组,
CCTV2,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8,网络源,,3.317,未分组,
CCTV7,http://drive.mxmy.net:8888/udp/239.3.1.61:8104,网络源,,6.381,未分组,
CCTV2,https://shyd.695847.xyz/cms001/ch00000090990000001220/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12,网络源,,0.389,未分组,
CCTV8,http://218.3.138.25:1111/tsfile/live/1007_1.m3u8,网络源,,15.333,未分组,
CCTV2,https://www.freetv.top/migu/631780532.m3u8?migutoken=21b0b254331386fd2e873c577c7a8183378b91f40be551a3c69f5f9162df2a2c63af3d67e9aed59e88a144542b673d3f4a4ca4f2f34225db354a0bf5d26a021b0ce510d7c802082a0f69765c6d,网络源,,5.119,未分组,
CCTV8,http://222.169.85.8:9901/tsfile/live/0008_1.m3u8,网络源,,2.631,未分组,
CCTV5,http://sh.lnott.top:880/dx05.m3u8,网络源,,9.266,未分组,
CCTV2,http://111.221.137.155:44330/tsfile/live/0002_1.m3u8?key=txiptv,网络源,,3.203,未分组,
CCTV1,https://shyd.695847.xyz/cms001/ch00000090990000001388/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12,网络源,,0.859,未分组,
CCTV3,http://www.cdnstv.com:6398/hls/3/index.m3u8,网络源,,12.646,未分组,
CCTV6,https://migu.188766.xyz/?migutoken=f84fd88b894bd4b70d92e31017baf70e&id=CCTV6&type=yy,网络源,,0.919,未分组,
CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.177,未分组,
CCTV4,http://www.cdnstv.com:6398/hls/4/index.m3u8,网络源,,7.937,未分组,
CCTV2,http://112.132.10.54:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0,网络源,,2.073,未分组,
CCTV1,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8,网络源,,10.479,未分组,
CCTV9,http://218.17.33.178:53290/tsfile/live/1009_1.m3u8?key=txiptv,网络源,,2.742,未分组,
CCTV2,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2,网络源,,5.041,未分组,
CCTV3,https://www.freetv.top/migu/624878271.m3u8?migutoken=6051cf0f824b7432a7e38cb90b50dbc8d5f9dbc684d357663ae821fb87ae233a45772b235431568e910e14c17b7496429d23d2b4b3501692941d1e6d364b2e35ccf5890eb0c31743c5dffaa2ef,网络源,,1.201,未分组,
CCTV2,https://migu.188766.xyz/?migutoken=774f82fbaa4fae150ae614c08ed44159&id=CCTV2&type=yy,网络源,,0.858,未分组,
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,8.804,未分组,
CCTV2,http://218.17.33.178:53290/tsfile/live/1002_1.m3u8?key=txiptv,网络源,,4.710,未分组,
CCTV9,http://112.132.10.54:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0,网络源,,2.207,未分组,
CCTV6,http://www.cdnstv.com:6398/hls/6/index.m3u8,网络源,,13.173,未分组,
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=616bff0550349c6e67acff477cb46f9414058f2f80a6037f87e37174fab7a88ce43007f82993964b9222c5578037b6435c076ec1a3cd9712bffad24d5fb5293d9665b5fce5f6d1ec1012231552,网络源,,1.026,未分组,
CCTV4,https://migu.188766.xyz/?migutoken=a89a58880ca8167e7301ddb0270b295f&id=CCTV4&type=yy,网络源,,0.796,未分组,
CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8,网络源,,3.970,未分组,
CCTV3,https://www.freetv.top/migu/624878271.m3u8?migutoken=26f112920b7d750d5c237dcfeea880c9e4f73d9f9c90ed6628cd1e3b0e4c1424eb700fa97ef3b1a8d3676d047db35285709219d8e971f98e2b095ef2d7c3c343a9df476c13a0daee16c74e7478,网络源,,1.071,未分组,
CCTV3,http://116.128.242.83:9901/tsfile/live/0003_2.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.663,未分组,
CCTV6,http://223.241.247.214:9901/tsfile/live/0006_1.m3u8,网络源,,6.159,未分组,
CCTV2,https://stream1.freetv.fun/c63e00b6f6e11db0e25eba94d5c4c63b4af30261838b8c91652553fb0f8e7b8a.m3u8,网络源,,3.397,未分组,
CCTV5+,http://220.170.241.204:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.652,未分组,
CCTV4,http://120.238.94.10:9901/tsfile/live/1021_1.m3u8,网络源,,13.103,未分组,
CCTV7,http://220.170.241.204:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.179,未分组,
CCTV1,http://218.17.33.178:53290/tsfile/live/1001_1.m3u8?key=txiptv,网络源,,2.309,未分组,
CCTV3,http://116.128.242.83:9901/tsfile/live/0003_2.m3u8,网络源,,6.272,未分组,
CCTV5+,http://183.215.134.239:19901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,7.975,未分组,
CCTV3,https://shyd.695847.xyz/cms001/ch00000090990000001186/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12,网络源,,3.271,未分组,
CCTV6,https://migu.188766.xyz/?migutoken=5c4b2e5dee5a34aa7c935d54a2dcfcd9&id=CCTV6&type=yy,网络源,,3.933,未分组,
CCTV5,http://124.116.183.146:9901/tsfile/live/0005_1.m3u8,网络源,,8.407,未分组,
CCTV7,https://migu.188766.xyz/?migutoken=66df27e280ea6213bb374fa8c47d11d3&id=CCTV7&type=yy,网络源,,3.803,未分组,
CCTV4,https://www.freetv.top/migu/631780421.m3u8?migutoken=8dc7b786c408976ee73b6ee5a0e7bf7de8ed82ed22f8668130fa8f17f943f9aeefa99d71320e4b5ac6c57c70025c65d2b4c31a9dfca1ebed552d0e3d722521423806670cc55bb626ba456b64fe,网络源,,0.957,未分组,
CCTV7,http://218.17.33.178:53290/tsfile/live/1007_1.m3u8?key=txiptv,网络源,,3.899,未分组,
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8,网络源,,2.095,未分组,
CCTV5+,http://sh.lnott.top:880/dx16.m3u8,网络源,,3.070,未分组,
CCTV1,http://220.170.241.204:9901/tsfile/live/0001_1.m3u8,网络源,,2.957,未分组,
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8,网络源,,2.309,未分组,
CCTV4,http://sh.lnott.top:880/dx04.m3u8,网络源,,3.181,未分组,
CCTV7,http://116.128.242.83:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,4.866,未分组,
CCTV2,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,4.893,未分组,
CCTV8,https://www.freetv.top/migu/624878356.m3u8?migutoken=77954cedc9129b5a32fc5051e38d53f2a899c7ac8a3816f202e171a39033d50f1e215095f4684658c35d35acfba5b76b4dfc1a9a6a0ec9fa3c481dee98b5d3f1cb4420d2aa955486a1f38d735e,网络源,,0.980,未分组,
CCTV8,http://sh.lnott.top:880/dx08.m3u8,网络源,,3.441,未分组,
CCTV3,http://218.17.33.178:53290/tsfile/live/1003_1.m3u8?key=txiptv,网络源,,2.488,未分组,
CCTV5+,https://www.freetv.top/migu/641886773.m3u8?migutoken=90ec1fec9d68b81a57600447989d07f36991aa61b8c4326b157e808a9708936512eae4c6777deb137597da627c6aeda1c609f4dd009d434672c6798fba04c925fe43bcecf3fa6847f848e962a8,网络源,,0.985,未分组,
CCTV6,http://222.169.85.8:9901/tsfile/live/0006_1.m3u8,网络源,,2.626,未分组,
CCTV8,https://shyd.695847.xyz/cms001/ch00000090990000001189/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12,网络源,,1.738,未分组,
CCTV2,http://120.238.94.10:9901/tsfile/live/1019_1.m3u8,网络源,,8.089,未分组,
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8,网络源,,5.321,未分组,
CCTV6,https://migu.188766.xyz/?migutoken=4b364320a01120486215d01412e20a8c&id=CCTV6&type=yy,网络源,,0.828,未分组,
CCTV2,http://112.123.206.32:808/hls/2/index.m3u8,网络源,,4.090,未分组,
CCTV7,http://124.116.183.146:9901/tsfile/live/0007_1.m3u8,网络源,,4.854,未分组,
CCTV5,http://222.169.85.8:9901/tsfile/live/0005_1.m3u8,网络源,,4.741,未分组,
CCTV1,https://shyd.695847.xyz/cms001/ch00000090990000001022/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12,网络源,,1.336,未分组,
CCTV5,http://120.238.94.10:9901/tsfile/live/1022_1.m3u8,网络源,,12.368,未分组,
CCTV3,http://222.169.85.8:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.700,未分组,
CCTV7,https://migu.188766.xyz/?migutoken=e2f1ac42e0c6604b7328f0ab71789d59&id=CCTV7&type=yy,网络源,,0.850,未分组,
CCTV6,http://drive.mxmy.net:8888/udp/239.3.1.174:8001,网络源,,5.897,未分组,
CCTV9,https://stream1.freetv.fun/3c6125aad8eab2287c7cb76da027f3e9673949eec3709dc9f3fd0e3ae9ab4548.m3u8,网络源,,0.746,未分组,
CCTV8,http://112.132.10.54:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.392,未分组,
CCTV5,http://116.128.242.83:9901/tsfile/live/0006_1.m3u8,网络源,,3.999,未分组,
CCTV8,http://drive.mxmy.net:8888/udp/239.3.1.175:8001,网络源,,5.935,未分组,
CCTV7,http://sh.lnott.top:880/dx07.m3u8,网络源,,2.577,未分组,
CCTV5,http://www.cdnstv.com:6398/hls/5/index.m3u8,网络源,,4.324,未分组,
CCTV8,https://migu.188766.xyz/?migutoken=2d72812d415f098b5c5a65e812388e97&id=CCTV8&type=yy,网络源,,3.639,未分组,
CCTV5+,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8,网络源,,2.646,未分组,
CCTV5,https://stream1.freetv.fun/1d543a9b3d1f95681056c79434afa52f300eeb7e90d80779c6de9d945a80172e.m3u8,网络源,,3.680,未分组,
CCTV8,http://218.17.33.178:53290/tsfile/live/1008_1.m3u8?key=txiptv,网络源,,3.075,未分组,
CCTV7,http://223.241.247.214:9901/tsfile/live/0007_1.m3u8,网络源,,9.150,未分组,
CCTV4,http://116.128.242.83:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,6.269,未分组,
CCTV8,http://124.116.183.146:9901/tsfile/live/0008_1.m3u8,网络源,,6.822,未分组,
