频道名,地址,来源,图标,检测时间,分组,视频信息,未通过信息,相似度
RTV Arnhem (480p) [Not 24/7],https://ms2.mx-cd.net/tv/163-669433/RTV_Arnhem.smil/playlist.m3u8,网络源,,9.225,未分组,,error,0.0
2025-11-09 00:24:23,https://vd3.bdstatic.com/mda-rja3mfxaxgr3uugw/1080p/cae_h264/1760187146239916730/mda-rja3mfxaxgr3uugw.mp4,网络源,,1.323,未分组,,ok; 伪源相似度: 1.0000,1.0
çº¬æ¥è‚²ä¹,https://smart.pendy.dpdns.org/Smart.php?id=videolandyule,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/çº¬æ¥è‚²ä¹.png,0.848,未分组,,error,0.0
CBBC HD (1080p) [Geo-blocked],https://vs-cmaf-pushb-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:cbbc_hd/iptv_mse_v0_hevc.mpd,网络源,https://i.imgur.com/tk8G4CU.png,0.313,未分组,,error,0.0
Causa Comun TV,https://live.enhdtv.com:8081/8172/index.m3u8,网络源,https://i.imgur.com/8LZvYn1.jpg,1.170,未分组,,error,0.0
[HD]fnx[geo-blocked],https://stream1.freetv.fun/fnx-2.m3u8,网络源,https://epg.pw/media/images/channel/2020/02/29/large/20200229001608560661_60.png,1.128,未分组,,ok; 伪源相似度: 1.0000,1.0
å‡¤å‡°é¦™æ¸¯,https://haoyunlai.serv00.net/Smartv-1.php?id=hkphoenix_twn,网络源,,6.076,未分组,,error,0.0
CHCå®¶åº­å½±é™¢,http://kkk.888.3116598.xyz/api.php?n=tttt&id=inNGdH&tk=FgM0vQMejxvG,网络源,,0.261,未分组,,error,0.0
Medical Incredible,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6565436c9d5ac4000822f552/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c29b4c5-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=9c4baf85-c54e-4b52-be3a-46a8711afead,网络源,,1.368,未分组,,ok; 伪源相似度: 1.0000,1.0
CBC New Brunswick (CBAT-DT) (720p) [Geo-blocked],https://cbcrclinear-tor.akamaized.net/hls/live/2042757/CBCRCLINEAR_TOR_3/master5.m3u8,网络源,https://i.imgur.com/xflShTG.png,0.129,未分组,,error,0.0
Asian TV (720p),https://mtlivestream.site/asian/ytlive/index.m3u8,网络源,https://i.imgur.com/k2adSjA.png,0.487,未分组,,error,0.0
Globo TV (720p) [Geo-blocked],https://stream.streaming4u.hu/GloboTV/index.m3u8,网络源,https://i.imgur.com/PJ4c4jq.png,0.717,未分组,,error,0.0
è¥¿è—å«è§†,https://stream1.freetv.fun/8812e9ba7d6a864962fee5cb6226ad62807fb0a1ef813976ee1cbb71c1d7677e.m3u8,网络源,,1.602,未分组,,ok; 伪源相似度: 1.0000,1.0
CBC Edmonton (CBXT-DT) (720p) [Geo-blocked],https://cbcrclinear-tor.akamaized.net/hls/live/2042765/CBCRCLINEAR_TOR_11/master5.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/CBC_Logo_1992-Present.svg/512px-CBC_Logo_1992-Present.svg.png,0.110,未分组,,error,0.0
CBC Montréal (CBMT-DT) (720p) [Geo-blocked],https://cbcrclinear-tor.akamaized.net/hls/live/2042761/CBCRCLINEAR_TOR_7/master5.m3u8,网络源,https://i.imgur.com/OiiM6Mz.png,0.110,未分组,,error,0.0
CBC Newfoundland and Labrador (CBNT-DT) (720p) [Geo-blocked],https://cbcrclinear-tor.akamaized.net/hls/live/2042755/CBCRCLINEAR_TOR_1/master5.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/CBNT-DT_2017.svg/512px-CBNT-DT_2017.svg.png,0.105,未分组,,error,0.0
Rede Minas (1080p) [Not 24/7],"https://v4-slbps-sambavideos.akamaized.net/live/3282,8114,ec4b5a296d97fa99bf990662f5b4f8e1;base64np;Mc8VDxqNjXKCAf8!/amlst:Mc_tFgfGiHOdQXPB/chunklist_.m3u8",网络源,https://i.imgur.com/MtQWAHv.png,12.456,未分组,,error,0.0
CBC Calgary (CBRT-DT) (720p) [Geo-blocked],https://cbcrclinear-tor.akamaized.net/hls/live/2042763/CBCRCLINEAR_TOR_9/master5.m3u8,网络源,https://i.imgur.com/ocq1x2B.png,0.114,未分组,,error,0.0
åŒ—äº¬å«è§†,http://60.174.40.117:85/tsfile/live/1025_1.m3u8?key=txiptv,网络源,,8.132,未分组,,error,0.0
CBC Manitoba (CBWT-DT) (720p) [Geo-blocked],https://cbcrclinear-tor.akamaized.net/hls/live/2042767/CBCRCLINEAR_TOR_13/master5.m3u8,网络源,https://i.imgur.com/aWNHg5z.png,0.194,未分组,,error,0.0
è¿äº‘æ¸¯æ–°é—»ç»¼åˆ,http://z.b.bkpcp.top/m.php?id=lygxwzh,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/è¿äº‘æ¸¯æ–°é—»ç»¼åˆ.png,2.087,未分组,,error,0.0
CBC (1080p),https://bcovlive-a.akamaihd.net/0c223ac0a9d34b30b100cb92ee83b70a/us-west-2/6057955906001/playlist.m3u8,网络源,https://i.imgur.com/8apNaLP.png,0.305,未分组,,error,0.0
è¥¿è—å«è§†,https://stream1.freetv.fun/fcfff8d08346b418da9f9b7e87220113c458c3d87d1b18a00c09d823c0eb38fa.m3u8,网络源,,1.620,未分组,,ok; 伪源相似度: 1.0000,1.0
Mega TV (720p) [Not 24/7],https://ott3.streann.com/loadbalancer/services/public/channels-secure/5e62b96e2cdcfac2dd8885dd/playlist.m3u8,网络源,https://i.imgur.com/CaA7l86.png,0.351,未分组,,error,0.0
è¿äº‘æ¸¯æ–°é—»ç»¼åˆ,https://migu.188766.xyz/?migutoken=cb989835b788f5c9374e8905dd6e4363&id=%E8%BF%9E%E4%BA%91%E6%B8%AF%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/è¿äº‘æ¸¯æ–°é—»ç»¼åˆ.png,0.574,未分组,,ok; 伪源相似度: 1.0000,1.0
åŒ—äº¬å«è§†,https://shyd.695847.xyz/cms001/ch00000090990000001029/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12,网络源,,3.296,未分组,,error,0.0
è¥¿è—å«è§†,https://stream1.freetv.fun/a49e23e64df3f298107a73164d61744b12634287593fc849d504ba2918b3996d.m3u8,网络源,,1.622,未分组,,ok; 伪源相似度: 1.0000,1.0
è¿äº‘æ¸¯æ–°é—»ç»¼åˆ,https://migu.188766.xyz/?migutoken=245251a5520f7bd5d5ad3407caec92b0&id=%E8%BF%9E%E4%BA%91%E6%B8%AF%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/è¿äº‘æ¸¯æ–°é—»ç»¼åˆ.png,0.587,未分组,,ok; 伪源相似度: 1.0000,1.0
CCTV7,https://www.freetv.top/migu/673168121.m3u8?migutoken=3253222269368c440aa1d23dba86c186a7b73abdea3890faf72e3d720844f8f1d3adc2b18ed047dbb3eff1a6c5d9379fad37d1f8a380d0e7c69e9ad6eb41709cf92077125fc0bded4cfd47808b,网络源,,1.553,未分组,,ok; 伪源相似度: 1.0000,1.0
CBC News Network (720p) [Geo-blocked],https://cbcrclinear-tor.akamaized.net/hls/live/2042769/geo_allow_ca/CBCRCLINEAR_TOR_15/master5.m3u8,网络源,https://i.imgur.com/SjTdhvJ.png,0.179,未分组,,error,0.0
é‚å®å…¬å…±é¢‘é“,http://play.sngdxsn.com/live/gggy/playlist.m3u8?zsicd,网络源,,0.464,未分组,,error,0.0
è¥¿è—å«è§†,https://stream1.freetv.fun/d90f781fc61300e7f5a098be9c3dcd60c7cc26592d9911f549548970347b8f1b.ctv,网络源,,1.625,未分组,,ok; 伪源相似度: 1.0000,1.0
CCTV7,https://www.freetv.top/migu/673168121.m3u8?migutoken=5dc42b85b8e382a48bee714d95d95141513753c23aa55f932693ce1eb52e32c8782badd9bcf5db1b0cc68c6bf1d2cae4e93e86e4698cef598cecd907ecd71f4ca95eda3e82c5c85395b4c4123a,网络源,,1.329,未分组,,error,0.0
åŒ—äº¬å«è§†,http://omnix.cn:4000/udp/225.1.8.21:8002,网络源,,1.371,未分组,,error,0.0
è¥¿è—å«è§†,https://epg.pw/stream/a8e83798e1c1f8ffca8b5c81f9b6cfb6290dedebab63c1355662dbb492ba1c2a.m3u8,网络源,,2.008,未分组,,ok; 伪源相似度: 1.0000,1.0
è¥¿è—å«è§†,http://111.43.126.240:9003/hls/58/index.m3u8,网络源,,0.525,未分组,,error,0.0
MegaBox (720p) [Not 24/7],https://hdbox.chunklistv.com/live?stream=megabox,网络源,https://i.imgur.com/JqaW7Ei.png,0.782,未分组,,error,0.0
2025年春晚,https://svip.high24-playback.com/20250129/17159_7bca93c4/2000k/hls/mixed.m3u8,网络源,,2.335,未分组,,error,0.0
CBC North (CFYK-DT) (720p) [Geo-blocked],https://cbcrclinear-tor.akamaized.net/hls/live/2042766/CBCRCLINEAR_TOR_12/master5.m3u8,网络源,https://i.imgur.com/EHGOQhj.png,0.177,未分组,,error,0.0
è¿äº‘æ¸¯æ–°é—»ç»¼åˆ,https://mgtv.ottiptv.cc/migu/639731715.m3u8?migutoken=70f90182e47785fca234628a083c2a775b48319c0603f2641b5a891ba90b43816e51fb1b07cad8793011132425ebbc0f1568b3bc433d2f04e40344c5fe163be8bf6490e14ab6b96b4419f3f134,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/è¿äº‘æ¸¯æ–°é—»ç»¼åˆ.png,0.749,未分组,,error,0.0
çº¬æ¥è‚²ä¹,https://hls-gateway.vpstv.net/streams/477081.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/çº¬æ¥è‚²ä¹.png,0.171,未分组,,error,0.0
Aryen TV (1080p) [Not 24/7],https://aryen.tv/live/tv/playlist.m3u8,网络源,https://i.postimg.cc/RZmXKfMX/aryentv.png,2.426,未分组,,error,0.0
Viutv,https://cdn.iptv8k.top/dl/jrys.php?id=78&time=20240926215313&ip=111.229.253.40,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/Viutv.png,0.632,未分组,,ok; 伪源相似度: 1.0000,1.0
2025年春晚,https://svipsvip.ffzyread1.com/20250129/35458_c988286f/index.m3u8,网络源,,2.190,未分组,,error,0.0
CBC Nova Scotia (CBHT-DT) (720p) [Geo-blocked],https://cbcrclinear-tor.akamaized.net/hls/live/2042758/CBCRCLINEAR_TOR_4/master5.m3u8,网络源,https://i.imgur.com/jdlYY4t.png,0.112,未分组,,error,0.0
CBC Comedy (1080p) [Geo-blocked],https://amagi-streams.akamaized.net/hls/live/2110963/cbccomedy/master.m3u8,网络源,,9.858,未分组,,error,0.0
CBC News BC (1080p) [Geo-blocked],https://amagi-streams.akamaized.net/hls/live/2110960/cbcnewsbc/master.m3u8,网络源,,9.901,未分组,,error,0.0
CBC Murdoch Mysteries (1080p) [Geo-blocked],https://amagi-streams.akamaized.net/hls/live/2113390/cbcmurdoch/master.m3u8,网络源,,10.038,未分组,,error,0.0
çº¬æ¥ä½“è‚²,https://epg.pw/stream/4f18dfe0593db5c686eb64ae8edaf2a9202d4d46bdc9bbde2cee27708e12ea01.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/çº¬æ¥ä½“è‚².png,1.897,未分组,,ok; 伪源相似度: 1.0000,1.0
CCTV7,https://www.freetv.top/migu/673168121.m3u8?migutoken=97a46285e2ac80354b4cda7972c410ce7c4ea2d42ac569d87ec2072905e3f1274f652ad22225021e86a0449f109ca248ae7e401e49373b725d4190ff653b660e58abedd89065cf4c052ea97e81,网络源,,1.183,未分组,,ok; 伪源相似度: 1.0000,1.0
TV Diário Macapá (1080p) [Not 24/7],https://5ad482a77183d.streamlock.net/marliomelohotmail.com/marliomelohotmail.com/playlist.m3u8,网络源,https://i.imgur.com/yAW2Z5j.jpg,0.773,未分组,,error,0.0
è¥¿å®ç”Ÿæ´»æœåŠ¡,http://dtrmlive.qhdtrm.cn/xnds/sd/live.m3u8,网络源,,3.469,未分组,,ok; 伪源相似度: 1.0000,1.0
CBC Heartland (1080p) [Geo-blocked],https://amagi-streams.akamaized.net/hls/live/2113391/cbcheartland/master.m3u8,网络源,,9.892,未分组,,error,0.0
CCTV5+,http://123.130.84.106:8154/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,11.249,未分组,,error,0.0
CBC Ottawa (CBOT-DT) (720p) [Geo-blocked],https://cbcrclinear-tor.akamaized.net/hls/live/2042762/CBCRCLINEAR_TOR_8/master5.m3u8,网络源,https://i.imgur.com/v3DJUa8.png,0.133,未分组,,error,0.0
CCTV5+,http://123.130.84.106:8154/tsfile/live/0016_1.m3u8,网络源,,8.597,未分组,,error,0.0
CCTV7,https://www.freetv.top/migu/673168121.m3u8?migutoken=a878b713604abd82c57cce75de174e0284d3f101e21d0c3e362670e4b5a5e75d9b42846e5e0adf92c1ad15c63d60934f3e68c25f787bc0665d12acde75a6db4761278e79b762292ed5b5a2fae3,网络源,,0.942,未分组,,ok; 伪源相似度: 1.0000,1.0
广水新闻综合 [Geo-blocked],http://guangshui.live.tempsource.cjyun.org/videotmp/s10146-GSXW.m3u8,网络源,,0.931,未分组,,error,0.0
CCTV7,http://123.130.84.106:8154/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,6.296,未分组,,error,0.0
CBC News Toronto (1080p) [Geo-blocked],https://amagi-streams.akamaized.net/hls/live/2110961/cbctoronto/master.m3u8,网络源,,9.857,未分组,,error,0.0
CCTV7,https://www.freetv.top/migu/673168121.m3u8?migutoken=77f3d07c8c715fc3df72eeb3151a68e9169b4e17d5d0be3ff0eccb5d0a34a91fe58a22d4bdfa529c8c752579855b46458434107509993fa5f5abc00210d466c2a969d6bd3f9f0c6f6b0deca814,网络源,,1.023,未分组,,ok; 伪源相似度: 1.0000,1.0
[BD]super,https://stream1.freetv.fun/super-2.ctv,网络源,https://epg.pw/media/,2.633,未分组,,ok; 伪源相似度: 1.0000,1.0
[BD]fenerbahçe tv,https://stream1.freetv.fun/fenerbahce-tv-2.m3u8,网络源,https://epg.pw/media/,0.816,未分组,,error,0.0
CBC Prince Edward Island (CBCT-DT) (720p) [Geo-blocked],https://cbcrclinear-tor.akamaized.net/hls/live/2042756/CBCRCLINEAR_TOR_2/master5.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/CBCT-DT_2017.svg/512px-CBCT-DT_2017.svg.png,0.107,未分组,,error,0.0
CCTV7,https://www.freetv.top/migu/673168121.m3u8?migutoken=39f299ba0d4c0dd00c89550497da4b7b2de0752f52a9831160904f0fa48d0e4f14936c2d2e794d39ef3d9fec119c22460c845abc4c1f894d73f27e21754ec4a1aec51a4285c036e5a6febf8b71,网络源,,0.941,未分组,,ok; 伪源相似度: 1.0000,1.0
CCTV7,http://123.130.84.106:8154/tsfile/live/0007_1.m3u8,网络源,,6.176,未分组,,error,0.0
Pluto TV Naturaleza (720p) [Not 24/7],https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5dd85eac039bba0009e86d1d/master.m3u8?advertisingId=&appName=web&appVersion=5.14.0-0f5ca04c21649b8c8aad4e56266a23b96d73b83a&app_name=web&clientDeviceType=0&clientID=6fbead95-26b1-415d-998f-1bdef62d10be&clientModelNumber=na&deviceDNT=false&deviceId=6fbead95-26b1-415d-998f-1bdef62d10be&deviceLat=19.4358&deviceLon=-99.1441&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=88.0.4324.150&marketingRegion=VE&serverSideAds=false&sessionID=b8e5a857-714a-11eb-b532-0242ac110002&sid=b8e5a857-714a-11eb-b532-0242ac110002&userId=,网络源,https://i.imgur.com/vUHAWAJ.png,2.141,未分组,,error,0.0
CHCå®¶åº­å½±é™¢,https://stream1.freetv.fun/chcjia-ting-ying-yuan-17.ctv,网络源,,0.926,未分组,,ok; 伪源相似度: 1.0000,1.0
CCTV7,http://www.freetv.top/migu/673168121.m3u8?migutoken=bea4d574a7f96c7e95fb2000e191d57743cfdadfa9a4819385a46bf2bf269d9cf13b9bcc1494158b5bc16ce7d6751825800030253b91daf31a298122a2511f45821009cbeca64d12349bc0227d,网络源,,0.782,未分组,,ok; 伪源相似度: 1.0000,1.0
é–æ±Ÿæ–°é—»ç»¼åˆ,https://stream1.freetv.fun/jing-jiang-xin-wen-zong-he-1.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/é–æ±Ÿæ–°é—»ç»¼åˆ.png,1.509,未分组,,ok; 伪源相似度: 1.0000,1.0
çº¬æ¥è‚²ä¹,https://live.catvod.com/live.php?id=videolandyule&token=fe5d6c1a6329ce8ba25d86d34ce097a5e62e5c9607f3492bd98e2512fed69ebe%3A1760491003%3ANTIuMTUwLjI5Ljk4,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/çº¬æ¥è‚²ä¹.png,0.478,未分组,,ok; 伪源相似度: 1.0000,1.0
Aspire TV Life (720p),https://uptv-aspiretvlife-klowdtv.amagi.tv/playlist.m3u8,网络源,,12.596,未分组,,error,0.0
åŒ—äº¬å«è§†,https://stream1.freetv.fun/bei-jing-wei-shi-84.m3u8,网络源,,1.103,未分组,,error,0.0
é–æ±Ÿæ–°é—»ç»¼åˆ,https://stream1.freetv.fun/jing-jiang-xin-wen-zong-he-7.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/é–æ±Ÿæ–°é—»ç»¼åˆ.png,1.243,未分组,,ok; 伪源相似度: 1.0000,1.0
ä¸‰ç«‹å°æ¹¾,https://stream1.freetv.fun/san-li-tai-wan-1.ctv,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ä¸‰ç«‹å°æ¹¾.png,1.246,未分组,,ok; 伪源相似度: 1.0000,1.0
çº¬æ¥è‚²ä¹,https://live.catvod.com/live.php?id=videolandyule&token=13816ef04b78d5335d687b59ecfb099066cc0ce5f95f41311cd479d8e9a899c7%3A1761268460%3AMTcyLjIwMC4xODMuMjQx,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/çº¬æ¥è‚²ä¹.png,0.324,未分组,,ok; 伪源相似度: 1.0000,1.0
çº¬æ¥è‚²ä¹,https://live.catvod.com/catvod_com.php?id=videolandmax&token=d6d84c2a31e9094a5478d5d376177e7859090faf183ada5b1cf997ccd5d9df5a%3A1758241876,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/çº¬æ¥è‚²ä¹.png,0.372,未分组,,error,0.0
CBC News Explore (1080p) [Geo-blocked],https://amagi-streams.akamaized.net/hls/live/2110962/cbcexplore/master.m3u8,网络源,,15.858,未分组,,error,0.0
çº¬æ¥è‚²ä¹,https://vx65267199.18cn.dpdns.org/48.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/çº¬æ¥è‚²ä¹.png,5.346,未分组,,error,0.0
çº¬æ¥è‚²ä¹,https://live.catvod.com/live.php?id=videolandyule&token=e36fcda3f4b7e8b5909afdfb1f84325efd61edc43f87499f92b5ce17f8583f78%3A1761441669%3ANDguMjExLjIxMC4xMTM%3D,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/çº¬æ¥è‚²ä¹.png,0.337,未分组,,ok; 伪源相似度: 1.0000,1.0
è¥¿è—å«è§†,https://stream1.freetv.fun/a3691c34d33f9f12c34e81eff41ef056a235340128db1ac89bf2ccc314744e57.ctv,网络源,,1.696,未分组,,ok; 伪源相似度: 1.0000,1.0
CBC Saskatchewan (CBKT-DT) (720p) [Geo-blocked],https://cbcrclinear-tor.akamaized.net/hls/live/2042764/CBCRCLINEAR_TOR_10/master5.m3u8,网络源,https://i.imgur.com/PWGVjsg.png,0.181,未分组,,error,0.0
çº¬æ¥è‚²ä¹,https://live.catvod.com/live.php?id=videolandyule&token=29d66f02bb445a2069a8f31cbb216cf3f2cbf9de61528e66d4c52126be7431e7%3A1761182302%3ANTIuMjM0LjQzLjE3Nw%3D%3D,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/çº¬æ¥è‚²ä¹.png,0.343,未分组,,ok; 伪源相似度: 1.0000,1.0
åŒ—äº¬å«è§†,http://223.241.247.214:9901/tsfile/live/1004_1.m3u8,网络源,,4.266,未分组,,error,0.0
建安电视台 (1080p) [Not 24/7],http://live.dxhmt.cn:9081/tv/11003-1.m3u8,网络源,,8.609,未分组,,ok; 伪源相似度: 1.0000,1.0
CHCå®¶åº­å½±é™¢,https://stream1.freetv.fun/chcjia-ting-ying-yuan-11.ctv,网络源,,1.133,未分组,,ok; 伪源相似度: 1.0000,1.0
Pluto TV Nick Clásico (720p),https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5ddd7c348520b40009c347e2/master.m3u8?advertisingId=&appName=web&appVersion=5.14.0-0f5ca04c21649b8c8aad4e56266a23b96d73b83a&app_name=web&clientDeviceType=0&clientID=6fbead95-26b1-415d-998f-1bdef62d10be&clientModelNumber=na&deviceDNT=false&deviceId=6fbead95-26b1-415d-998f-1bdef62d10be&deviceLat=19.4358&deviceLon=-99.1441&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=88.0.4324.150&marketingRegion=VE&serverSideAds=false&sessionID=b8e5a857-714a-11eb-b532-0242ac110002&sid=b8e5a857-714a-11eb-b532-0242ac110002&userId=,网络源,https://i.imgur.com/yxOuiqj.png,2.378,未分组,,error,0.0
çº¬æ¥è‚²ä¹,https://live.catvod.com/live.php?id=videolandyule&token=bdbdf4f6c60a734f7d4e9d5df9b0560eda167e4ab02bb2ca0d69fc48d5976284%3A1761354848%3ANTIuMTYxLjQ1LjIyNA%3D%3D,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/çº¬æ¥è‚²ä¹.png,0.548,未分组,,ok; 伪源相似度: 1.0000,1.0
è¾½å®åŒ—æ–¹,https://stream1.freetv.fun/liao-zhu-bei-fang-3.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/è¾½å®åŒ—æ–¹.png,1.327,未分组,,ok; 伪源相似度: 1.0000,1.0
