频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度
[HD]bloomberg tv australia (270p),https://stream1.freetv.fun/bloomberg-tv-australia-1.m3u8,网络源,https://epg.pw/media/img/logo/2013/10/30/2eab15998af3155577d75830500772ae.jpg,5.655,未分组,h264,480x272,25.0,有音频,0.6562
[BD]bbs,https://stream1.freetv.fun/bbs-1.ctv,网络源,https://epg.pw/media/images/channel/2022/12/24/large/20221224164857101551_15.jpeg,9.268,未分组,h264,1920x1080,29.97002997002997,有音频,0.5469
[HD]buzzr,https://stream1.freetv.fun/buzzr-2.m3u8,网络源,https://epg.pw/media/,2.667,未分组,h264,1280x720,59.94005994005994,有音频,0.4375
[SD]bridge tv rock,https://stream1.freetv.fun/bridge-tv-rock-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506175000792370_26.png,2.068,未分组,h264,720x576,25.0,有音频,0.6094
[BD]us amc,https://stream1.freetv.fun/us-amc-1.ctv,网络源,https://epg.pw/media/images/channel/2018/01/18/large/20180118210133904705_73.png,0.718,未分组,h264,1920x1080,29.97002997002997,有音频,0.5156
[HD]arirang *wj[geo-blocked],https://stream1.freetv.fun/arirang--wj-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/02/large/20210102201441051240_32.png,3.041,未分组,h264,1280x720,29.97002997002997,有音频,0.6875
[BD]cnbc-e,https://stream1.freetv.fun/cnbc-e-1.m3u8,网络源,https://epg.pw/media/,11.334,未分组,h264,640x360,25.0,有音频,0.2969
[HD]cctv-10,https://stream1.freetv.fun/cctv-10-13.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001612572151_13.png,7.385,未分组,h264,1280x720,25.0,有音频,0.0
[HD]cctv-5,https://stream1.freetv.fun/cctv-5-10.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001808321738_22.jpg,5.530,未分组,h264,1280x720,25.0,有音频,0.6875
[HD]fifa plus[geo-blocked],https://stream1.freetv.fun/fifa-plus-4.ctv,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,2.991,未分组,h264,1280x720,29.97002997002997,有音频,0.6094
[SD]cctv4[geo-blocked],https://stream1.freetv.fun/cctv4-72.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001925822086_33.png,7.737,未分组,h264,720x576,50.0,有音频,0.0
[BD]cctv17,https://stream1.freetv.fun/cctv17-65.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001508671387_16.jpg,3.520,未分组,hevc,1920x1080,25.0,有音频,0.0
[SD]great american country,https://stream1.freetv.fun/great-american-country-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/12/10/20141210103012478893_82.jpg,4.975,未分组,h264,960x540,29.97002997002997,有音频,0.4688
[BD]香港c plus,https://stream1.freetv.fun/xiang-gang-c-plus-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806135716055628_86.jpg,6.761,未分组,h264,1920x1080,25.0,有音频,0.5156
[HD]canal málaga,https://stream1.freetv.fun/canal-malaga-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174853139444_50.png,5.473,未分组,h264,1280x720,25.0,有音频,0.5781
[HD]canal gov,https://stream1.freetv.fun/canal-gov-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174853139444_50.png,10.317,未分组,h264,1280x720,29.97002997002997,有音频,0.5312
[HD]us a e,https://stream1.freetv.fun/us-a-e-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/30/large/20250130005928094199_61.png,0.925,未分组,h264,960x540,29.97002997002997,有音频,0.7969
[HD]cctv14,https://stream1.freetv.fun/cctv14-34.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001539178535_27.png,4.982,未分组,h264,1280x720,25.0,有音频,0.8594
[HD]people are awesome,https://stream1.freetv.fun/people-are-awesome-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/11/28/large/20231128184149398211_42.png,1.621,未分组,h264,1280x720,29.97002997002997,有音频,0.5312
[HD]cnn indonesia,https://stream1.freetv.fun/cnn-indonesia-9.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506173712756710_20.png,4.348,未分组,h264,1280x720,25.0,有音频,0.5
[BD]bolt,https://stream1.freetv.fun/bolt-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020635900072_12.png,1.591,未分组,h264,1920x1080,50.0,有音频,0.3594
[BD]cbeebies uhd *m[geo-blocked],https://stream1.freetv.fun/cbeebies-uhd--m-2.ctv,网络源,https://epg.pw/media/images/channel/2017/03/06/large/20170306151945702456_36.png,1.960,未分组,h264,1920x1080,25.0,有音频,0.5938
[VGA]balkan türk,https://stream1.freetv.fun/balkan-turk-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/04/24/20170424072004119377_43.png,2.514,未分组,h264,854x480,25.0,有音频,0.6094
[VGA]cnn,https://stream1.freetv.fun/cnn-9.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/13/large/20190113215800701920_63.jpg,1.008,未分组,h264,640x360,29.97002997002997,有音频,0.4375
[BD]cctv16hd,https://stream1.freetv.fun/cctv16hd-1.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001520864227_20.jpg,1.356,未分组,h264,1920x1080,25.0,有音频,0.0
[BD]bbc news[geo-blocked],https://stream1.freetv.fun/bbc-news-2.m3u8,网络源,https://epg.pw/media/images/channel/2016/06/13/large/20160613215356459079_10.png,2.624,未分组,h264,1920x1080,29.97002997002997,有音频,0.5625
[SD]kqsl channel 8 (720p),https://stream1.freetv.fun/kqsl-channel-8-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/09/22/large/20230922164216308037_71.png,2.151,未分组,h264,1280x720,,有音频,0.4531
[HD]Astro Badminton 1 *al,https://stream1.freetv.fun/astro-badminton-1--al-1.ctv,网络源,https://epg.pw/media/images/channel/2024/10/18/large/20241018015115511851_84.png,10.667,未分组,h264,1280x720,25.0,有音频,0.0
[VGA]c31 melbourne,https://stream1.freetv.fun/c31-melbourne-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174106909989_60.png,5.411,未分组,h264,426x240,25.0,有音频,0.4688
[HD]uk-boomerang,https://stream1.freetv.fun/uk-boomerang-1.ctv,网络源,https://epg.pw/media/images/channel/2020/03/20/large/20200320170406546948_74.png,0.785,未分组,h264,1280x720,29.97002997002997,有音频,0.75
[BD]cctv4[geo-blocked],https://stream1.freetv.fun/cctv4-12.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001917639668_91.png,15.605,未分组,h264,1920x1080,50.0,有音频,0.4531
[SD]california music channel (720p) [not 24/7],https://stream1.freetv.fun/california-music-channel-3.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106151417112281_33.png,1.751,未分组,h264,1920x1080,29.97002997002997,有音频,0.7344
[BD]panik tv,https://stream1.freetv.fun/panik-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/02/16/20170216061058520639_81.png,3.839,未分组,h264,1920x1080,50.0,有音频,0.4844
[SD]baran,https://stream1.freetv.fun/baran-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821091130684147_45.png,12.504,未分组,h264,320x240,25.0,有音频,0.3906
[HD]datis tv,https://stream1.freetv.fun/datis-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/02/16/20170216061058520639_81.png,2.398,未分组,h264,1280x720,25.0,有音频,0.3906
[HD]fifa plus[geo-blocked],https://stream1.freetv.fun/fifa-plus-5.m3u8,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,2.465,未分组,h264,1280x720,29.97002997002997,有音频,0.5625
[HD]thrillers 365,https://stream1.freetv.fun/thrillers-365-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/04/01/large/20220401234506250664_19.png,2.121,未分组,h264,640x360,30.0,有音频,0.5469
[BD]cctv11,https://stream1.freetv.fun/cctv11-54.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001605278776_41.png,7.470,未分组,h264,1920x1080,25.0,有音频,0.4531
[SD]big tv,https://stream1.freetv.fun/big-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020526894544_12.png,9.657,未分组,h264,424x240,25.0,有音频,0.6562
[BD]new brasil,https://stream1.freetv.fun/new-brasil-2.m3u8,网络源,https://epg.pw/media/,0.832,未分组,hevc,1920x1080,29.97002997002997,有音频,0.875
[HD]asia tv,https://stream1.freetv.fun/asia-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/07/01/20150701100307041219_84.jpg,1.090,未分组,h264,1280x720,25.0,有音频,0.0
[HD]30a the beach show,https://stream1.freetv.fun/30a-the-beach-show-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106151553228539_89.png,2.815,未分组,h264,1280x720,29.97002997002997,有音频,0.5156
[HD]canal ipe ᴴᴰ,https://stream1.freetv.fun/canal-ipe-hd-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/10/16/large/20211016152150055294_79.png,1.378,未分组,h264,1280x720,20.0,有音频,0.0
[SD]cna international (1080p),https://stream1.freetv.fun/cna-international-2.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/12/large/20190112195825903374_64.png,3.027,未分组,h264,1920x1080,25.0,有音频,0.5938
[BD]cctv5hd,https://stream1.freetv.fun/cctv5hd-2.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001808321738_22.jpg,1.302,未分组,h264,1920x1080,25.0,有音频,0.0
[SD]mta8 america (1080p),https://stream1.freetv.fun/mta8-america-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174407806332_73.png,17.959,未分组,h264,426x240,25.0,有音频,0.0
[BD]racing america,https://stream1.freetv.fun/racing-america-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174407806332_73.png,1.728,未分组,h264,426x240,29.97002997002997,有音频,0.5469
[VGA]aastha telugu,https://stream1.freetv.fun/aastha-telugu-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164217864665_19.png,4.976,未分组,h264,704x396,25.0,有音频,0.3438
[BD]catholic tv,https://stream1.freetv.fun/catholic-tv-3.m3u8,网络源,https://epg.pw/media/img/logo/2013/10/30/5ecf5c1d66f3f71ed8088b49e763c19c.png,2.036,未分组,h264,640x360,29.97002997002997,有音频,0.5625
[BD]trece,https://stream1.freetv.fun/trece-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/07/30/20150730231804405793_22.png,2.767,未分组,h264,1920x1080,25.0,有音频,0.375
[BD]catholic tv,https://stream1.freetv.fun/catholic-tv-1.m3u8,网络源,https://epg.pw/media/img/logo/2013/10/30/5ecf5c1d66f3f71ed8088b49e763c19c.png,0.916,未分组,h264,1920x1080,29.97002997002997,有音频,0.5938
[VGA]newfoundland television,https://stream1.freetv.fun/newfoundland-television-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106152133298331_44.png,1.079,未分组,h264,854x480,,有音频,0.4844
[BD]al jazeera mubasher 24,https://stream1.freetv.fun/al-jazeera-mubasher-24-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174154957657_95.png,14.302,未分组,h264,426x240,25.0,有音频,0.5469
[BD]arena sport 1,https://stream1.freetv.fun/arena-sport-1-1.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821170159309575_77.jpg,1.986,未分组,h264,1920x1080,25.0,有音频,0.5781
[BD]cartoon network *m,https://stream1.freetv.fun/cartoon-network--m-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128060650320978_43.jpg,4.037,未分组,h264,1920x1080,25.0,有音频,0.5312
[BD]cctv17hd,https://stream1.freetv.fun/cctv17hd-1.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001508671387_16.jpg,1.580,未分组,h264,1920x1080,25.0,有音频,0.0
[HD]bbc world news *wj,https://stream1.freetv.fun/bbc-world-news--wj-2.m3u8,网络源,https://epg.pw/media/img/logo/1_189.jpg,6.030,未分组,,,,无音频,0.7188
[BD]al jazeera,https://stream1.freetv.fun/al-jazeera-6.m3u8,网络源,https://epg.pw/media/images/channel/2023/09/04/large/20230904160018056594_85.png,2.670,未分组,h264,426x240,25.0,有音频,0.625
[BD]rt documentary,https://stream1.freetv.fun/rt-documentary-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/04/29/large/20220429020115798784_73.png,3.790,未分组,h264,1920x1080,25.0,有音频,0.5
[SD]bmc-hd tv,https://stream1.freetv.fun/bmc-hd-tv-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/09/01/20170901015115557731_96.jpg,4.430,未分组,h264,416x234,29.97002997002997,有音频,0.4219
[BD]al qamar tv,https://stream1.freetv.fun/al-qamar-tv-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174100076426_66.png,9.317,未分组,h264,1920x1080,25.0,有音频,0.7031
[BD]cctv8,https://stream1.freetv.fun/cctv8-21.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001717964200_12.png,1.042,未分组,h264,1920x1080,25.0,有音频,0.4844
[HD]abc news live 5,https://stream1.freetv.fun/abc-news-live-5-4.m3u8,网络源,https://epg.pw/media/,0.955,未分组,h264,1280x720,29.97002997002997,有音频,0.7812
[VGA]aljazeera,https://stream1.freetv.fun/aljazeera-7.m3u8,网络源,https://epg.pw/media/images/channel/2023/09/04/large/20230904160018056594_85.png,0.942,未分组,h264,746x420,25.0,有音频,0.5312
[BD]cgtn français,https://stream1.freetv.fun/cgtn-francais-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/20/large/20220520002319040251_53.jpg,5.846,未分组,h264,1920x1080,30.0,有音频,0.5
[HD]astro aod,https://stream1.freetv.fun/astro-aod-4.ctv,网络源,https://epg.pw/media/images/channel/2022/08/26/large/20220826114608609036_92.png,6.751,未分组,h264,1280x720,25.0,有音频,0.4219
[HD]abc tv sa[geo-blocked],https://stream1.freetv.fun/abc-tv-sa-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/01/15/large/20230115224949705896_56.png,14.140,未分组,h264,1280x720,25.0,有音频,0.5156
[HD]plus 8,https://stream1.freetv.fun/plus-8-1.ctv,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806135716055628_86.jpg,0.809,未分组,h264,1920x800,23.976023976023978,有音频,0.5938
[BD]la 1 uhd[geo-blocked],https://stream1.freetv.fun/la-1-uhd-2.m3u8,网络源,https://epg.pw/media/,2.338,未分组,hevc,3840x2160,50.0,有音频,0.75
[BD]cnn[geo-blocked],https://stream1.freetv.fun/cnn-4.ctv,网络源,https://epg.pw/media/images/channel/2019/01/13/large/20190113215800701920_63.jpg,4.115,未分组,h264,640x360,25.0,有音频,0.375
[BD]canal catorce,https://stream1.freetv.fun/canal-catorce-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174853139444_50.png,1.651,未分组,h264,1920x1080,30.0,有音频,0.2656
[HD]gongyoung shopping,https://stream1.freetv.fun/gongyoung-shopping-1.m3u8,网络源,https://epg.pw/media/,6.532,未分组,h264,1280x720,29.97002997002997,有音频,0.7812
[BD]cmc tv,https://stream1.freetv.fun/cmc-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174745335361_50.png,2.959,未分组,h264,1920x1080,25.0,有音频,0.5781
[BD]arena sport 3,https://stream1.freetv.fun/arena-sport-3-2.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2014/05/18/20140518040405912889_73.png,1.995,未分组,h264,1920x1080,25.0,有音频,0.3594
[HD]abc news,https://stream1.freetv.fun/abc-news-6.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/10/09/20171009012506131666_63.png,7.462,未分组,h264,,,有音频,0.8438
[VGA]tln media chicago,https://stream1.freetv.fun/tln-media-chicago-1.m3u8,网络源,https://epg.pw/media/img/logo/2013/10/30/92d200ca370c644db97f8469e50f4fbc.png,2.458,未分组,h264,,,有音频,0.8438
[VGA]cgtn,https://stream1.freetv.fun/cgtn-24.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2018/05/16/20180516070123835480_63.jpg,4.326,未分组,h264,854x480,25.0,有音频,0.5625
[HD]cbs news texas,https://stream1.freetv.fun/cbs-news-texas-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/21/large/20220921003134675689_79.png,2.835,未分组,h264,426x240,30.0,有音频,0.5938
[BD]cctv1hd,https://stream1.freetv.fun/cctv1hd-2.m3u8,网络源,https://epg.pw/media/images/channel/2024/05/16/large/20240516043525045887_55.png,1.280,未分组,h264,1920x1080,25.0,有音频,0.0
[HD]bek tv news,https://stream1.freetv.fun/bek-tv-news-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/06/26/large/20210626150218508620_73.png,2.157,未分组,h264,320x240,29.97002997002997,有音频,0.4219
[BD]cnn fast[geo-blocked],https://stream1.freetv.fun/cnn-fast-3.ctv,网络源,https://epg.pw/media/images/channel/2025/01/24/large/20250124234451189254_91.png,4.740,未分组,h264,1920x1080,29.97002997002997,有音频,0.4375
[HD]canal futura,https://stream1.freetv.fun/canal-futura-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174853139444_50.png,1.505,未分组,h264,1280x720,29.97002997002997,有音频,0.7969
