频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度
CCTV13,https://iptv.catvod.com/live.php?id=CCTV-13%20%E6%96%B0%E9%97%BB,网络源,,2.558,未分组,h264,1920x1080,25.0,有音频,0.0
CCTV14,http://112.132.10.54:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0,网络源,,2.095,未分组,h264,1920x1080,50.0,有音频,0.5312
CCTV13,https://www.freetv.top/migu/608807423.m3u8?migutoken=b0ebf450385413f8d70e72a92ceba03e41170d59df1374472666311b9a1b26c2665ac29d287ef869f8998593325508eed5b09a4020d14bc557a3fe580eea0c0f4c2c13a4581ddb400575b8d3e9,网络源,,0.639,未分组,,,,无音频,0.0
CCTV10,http://220.170.241.204:9901/tsfile/live/0010_1.m3u8,网络源,,1.725,未分组,h264,720x576,25.0,有音频,0.0
CCTV11,http://111.61.236.247:9081/hls/11/index.m3u8,网络源,,3.077,未分组,h264,1920x1080,50.0,有音频,0.5312
CCTV13,http://113.25.252.226:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,1.818,未分组,h264,720x576,25.0,有音频,0.0
æµ™æ±Ÿå«è§†,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?,网络源,,3.757,未分组,h264,1920x1080,25.0,有音频,0.5312
CETV4,https://iptv.catvod.com/live.php?id=CETV4,网络源,,2.366,未分组,h264,1280x720,25.0,有音频,0.4375
CCTV12,http://sh.lnott.top:880/dx12.m3u8,网络源,,8.888,未分组,h264,1920x1080,50.0,有音频,0.5625
CCTV13,http://sh.lnott.top:880/dx13.m3u8,网络源,,3.006,未分组,h264,1920x1080,50.0,有音频,0.6719
CCTV11,http://153.0.171.163:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.860,未分组,h264,720x576,25.0,有音频,0.5312
æµ™æ±Ÿå«è§†,http://223.241.247.214:9901/tsfile/live/1010_1.m3u8,网络源,,3.048,未分组,h264,1920x1080,25.0,有音频,0.0
CCTV12,http://220.170.241.204:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.010,未分组,h264,720x576,25.0,有音频,0.0
CCTV11,http://220.170.241.204:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,1.805,未分组,h264,720x576,25.0,有音频,0.0
æ¹–å—å«è§†,http://116.128.242.83:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.964,未分组,h264,1920x1080,25.0,有音频,0.5625
CCTV11,https://stream1.freetv.fun/c23a4f52a9d9d0b34759b80498722011be190bd0d11d4425312946cb5f42cc75.m3u8,网络源,,6.951,未分组,h264,1920x1080,50.0,有音频,0.6094
æ¹–å—å«è§†,http://124.116.183.146:9901/tsfile/live/0128_1.m3u8,网络源,,2.243,未分组,h264,720x576,25.0,有音频,0.4531
CCTV14,https://migu.188766.xyz/?migutoken=3652b5861252c86947e8c1a6ca849f0a&id=CCTV14&type=yy,网络源,,3.526,未分组,h264,1920x1080,25.0,有音频,0.0
CCTVå¤®è§†æ–‡åŒ–ç²¾å“,http://sh.lnott.top:880/dx104.m3u8,网络源,,1.921,未分组,h264,1920x1080,50.0,有音频,0.0
CCTV12,http://39.164.160.249:9901/tsfile/live/0012_1.m3u8,网络源,,5.724,未分组,h264,1920x1080,50.0,有音频,0.0
CCTV14,http://60.16.0.216:5757/hls/15/index.m3u8,网络源,,2.057,未分组,h264,1920x1080,50.0,有音频,0.625
CCTV15,http://218.17.33.178:53290/tsfile/live/1015_1.m3u8?key=txiptv,网络源,,1.763,未分组,h264,720x576,25.0,有音频,0.6406
CCTV15,http://60.174.40.117:85/tsfile/live/0015_1.m3u8?key=txiptv,网络源,,4.619,未分组,h264,1920x1080,50.0,有音频,0.5156
æµ™æ±Ÿå«è§†,https://stream1.freetv.fun/zhe-jiang-wei-shi-106.m3u8,网络源,,1.470,未分组,h264,1280x720,25.0,有音频,0.0
CCTV15,http://221.2.148.205:8154/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,7.935,未分组,h264,1920x1080,50.0,有音频,0.5312
CCTV13,http://221.2.148.205:8154/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.002,未分组,h264,1920x1080,50.0,有音频,0.4688
CCTV9,http://124.116.183.146:9901/tsfile/live/0009_1.m3u8,网络源,,1.871,未分组,h264,720x576,50.0,有音频,0.4375
CCTV10,http://222.169.85.8:9901/tsfile/live/0010_1.m3u8,网络源,,2.628,未分组,h264,1920x1080,25.0,有音频,0.5312
CCTV10,https://migu.188766.xyz/?migutoken=4700fc6acedc6e0ce062b6f59379f2dd&id=CCTV10&type=yy,网络源,,2.595,未分组,h264,1920x1080,25.0,有音频,0.0
CCTV11,https://stream1.freetv.fun/a296e075276025c13fccaa815a2a2968db83b532e3dcdd87dea6d56e3b63152a.m3u8,网络源,,3.750,未分组,h264,1280x720,25.0,有音频,0.5781
æ¹–å—å«è§†,http://113.15.109.216:59901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,1.876,未分组,h264,720x576,50.0,有音频,0.4375
CCTV10,http://223.241.247.214:9901/tsfile/live/0010_1.m3u8,网络源,,10.910,未分组,h264,1920x1080,50.0,有音频,0.0
æ¹–å—å«è§†,http://sh.lnott.top:880/dx31.m3u8,网络源,,2.576,未分组,h264,1920x1080,25.0,有音频,0.4688
CCTV12,http://116.128.242.83:9901/tsfile/live/0013_1.m3u8,网络源,,4.911,未分组,h264,1920x1080,25.0,有音频,0.4062
CCTV13,http://218.17.33.178:53290/tsfile/live/1013_1.m3u8?key=txiptv,网络源,,1.588,未分组,h264,720x576,25.0,有音频,0.4844
CCTV14,http://sh.lnott.top:880/dx14.m3u8,网络源,,2.342,未分组,h264,1920x1080,50.0,有音频,0.2969
æµ™æ±Ÿå«è§†,https://stream1.freetv.fun/zhe-jiang-wei-shi-38.ctv,网络源,,2.555,未分组,h264,1920x1080,25.0,有音频,0.4375
CCTV12,https://migu.188766.xyz/?migutoken=4813c105f833819b7906ded00f109b88&id=CCTV12&type=yy,网络源,,0.503,未分组,h264,1920x1080,28.0,有音频,0.6875
CETV4,https://migu.188766.xyz/?migutoken=3680ac84f5337aff689ee5dd7d343a2a&id=CETV4&type=yy,网络源,,2.367,未分组,h264,1280x720,25.0,有音频,0.0
CCTV14,https://iptv.catvod.com/live.php?id=CCTV-14%20%E5%B0%91%E5%84%BF,网络源,,2.593,未分组,h264,1920x1080,25.0,有音频,0.0
CCTV12,http://223.241.247.214:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,7.172,未分组,h264,1920x1080,50.0,有音频,0.6875
CCTV15,http://112.27.235.94:8000/hls/16/index.m3u8,网络源,,1.442,未分组,h264,1920x1080,50.0,有音频,0.5312
CCTV15,https://migu.188766.xyz/?migutoken=aa4cfbd3d5da56ab35e4d58c40ce980e&id=CCTV15&type=yy,网络源,,2.203,未分组,h264,1920x1080,25.0,有音频,0.0
CCTV13,http://120.238.94.10:9901/tsfile/live/1031_1.m3u8,网络源,,5.066,未分组,h264,720x576,25.0,有音频,0.6719
æµ™æ±Ÿå«è§†,https://stream1.freetv.fun/zhe-jiang-wei-shi-50.ctv,网络源,,2.384,未分组,h264,1920x1080,25.0,有音频,0.4531
æ¹–å—å«è§†,https://stream1.freetv.fun/hu-nan-wei-shi-46.m3u8,网络源,,6.461,未分组,h264,720x576,25.0,有音频,0.625
æµ™æ±Ÿå«è§†,https://stream1.freetv.fun/zhe-jiang-wei-shi-44.ctv,网络源,,2.470,未分组,h264,1920x1080,25.0,有音频,0.5
CCTV14,http://123.129.70.178:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,6.793,未分组,h264,1920x1080,50.0,有音频,0.0
CCTV12,http://219.145.59.166:8888/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.716,未分组,h264,720x576,25.0,有音频,0.3906
æ¹–å—å«è§†,http://112.27.235.94:8000/hls/31/index.m3u8,网络源,,4.675,未分组,h264,1920x1080,50.0,有音频,0.5156
æ¹–å—å«è§†,https://stream1.freetv.fun/8109af647f56702f17e3fbffe6ca2766a6364dcaf3078e086513d7b6ed02b365.m3u8,网络源,,2.944,未分组,hevc,3840x2160,25.0,有音频,0.3594
CCTV14,http://113.15.109.216:59901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,1.974,未分组,h264,1920x1080,50.0,有音频,0.0
æµ™æ±Ÿå«è§†,https://stream1.freetv.fun/zhe-jiang-wei-shi-39.m3u8,网络源,,4.077,未分组,h264,1920x1080,25.0,有音频,0.4531
CCTV14,http://39.164.160.249:9901/tsfile/live/0014_1.m3u8,网络源,,5.323,未分组,h264,1920x1080,50.0,有音频,0.625
CCTV16,https://epg.pw/stream/c1beb2abcba5aef09c2f58efc3ca84b76de2c7b9cf60762b0d79772d9e70d454.m3u8,网络源,,2.055,未分组,h264,1280x720,25.0,有音频,0.0
CCTV9,https://migu.188766.xyz/?migutoken=c972b313255dde49563f5c6270cba06b&id=CCTV9&type=yy,网络源,,0.481,未分组,h264,1920x1080,28.0,有音频,0.0
CCTV10,http://123.129.70.178:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,6.775,未分组,h264,1920x1080,50.0,有音频,0.7188
CCTV13,https://stream1.freetv.fun/5e0c514e6ba3d091c01c511c50880499f6584b993ae7c5de863424917928ece8.ctv,网络源,,11.492,未分组,h264,720x576,25.0,有音频,0.5938
CCTV15,https://migu.188766.xyz/?migutoken=2bd2e9b95e18a4000c85a49f0e80474a&id=CCTV15&type=yy,网络源,,0.529,未分组,h264,1920x1080,28.0,有音频,0.0
æµ™æ±Ÿå«è§†,https://stream1.freetv.fun/zhe-jiang-wei-shi-103.m3u8,网络源,,2.406,未分组,h264,1920x1080,25.0,有音频,0.4844
CCTV10,http://112.27.235.94:8000/hls/11/index.m3u8,网络源,,1.646,未分组,h264,1920x1080,50.0,有音频,0.6562
CCTVé£äº‘è¶³çƒ,http://111.61.236.247:9081/hls/58/index.m3u8,网络源,,3.122,未分组,h264,720x576,50.0,有音频,0.3125
CCTV10,http://59.39.89.130:60901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,4.696,未分组,h264,1920x1080,50.0,有音频,0.7656
CCTV17,https://migu.188766.xyz/?migutoken=b46fc3f9f6250375423a255e0f9dfa20&id=CCTV17&type=yy,网络源,,0.524,未分组,h264,1920x1080,28.0,有音频,0.0
CCTV17,http://221.2.148.205:8154/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.208,未分组,h264,1920x1080,50.0,有音频,0.5469
CCTV14,http://222.169.85.8:9901/tsfile/live/0014_1.m3u8?key=txiptv,网络源,,3.002,未分组,h264,1920x1080,25.0,有音频,0.0
CCTV14,http://61.156.228.12:8154/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,4.228,未分组,h264,1920x1080,50.0,有音频,0.0
CCTV14,https://www.freetv.top/migu/624878440.m3u8?migutoken=56c7feb8cb5f347901196e85642fd684252562a371f8eff91130c55f05b146a75525b0ded5bbd67d992fd86e47f3af37a5b87c9830db36e765e2b022af03ae4f28d4016c2f1bc9a60bc14d57b3,网络源,,1.038,未分组,,,,无音频,0.0
CCTV13,https://migu.188766.xyz/?migutoken=ceef732216383a513abcc6f10c61610b&id=CCTV13&type=yy,网络源,,0.591,未分组,h264,1920x1080,28.0,有音频,0.0
CCTV9,http://120.238.94.10:9901/tsfile/live/1027_1.m3u8,网络源,,8.456,未分组,h264,1920x1080,50.0,有音频,0.5312
CETV2,https://iptv.catvod.com/live.php?id=CETV-2,网络源,,2.356,未分组,h264,1280x720,25.0,有音频,0.6094
æµ™æ±Ÿå«è§†,https://stream1.freetv.fun/zhe-jiang-wei-shi-84.ctv,网络源,,2.472,未分组,h264,1920x1080,25.0,有音频,0.4531
æµ™æ±Ÿå«è§†,https://migu.188766.xyz/?migutoken=d5817f11e4eb43905c6129f92c68d898&id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86&pp=1,网络源,,0.534,未分组,h264,1920x1080,28.0,有音频,0.0
CCTV12,https://migu.188766.xyz/?migutoken=81d3b8970da5ca69d21e1839e1ef0e43&id=CCTV12&type=yy,网络源,,0.500,未分组,h264,1920x1080,28.0,有音频,0.0
CCTV14,https://migu.188766.xyz/?migutoken=065e0f56af1a4e77b06c8194898c1349&id=CCTV14&type=yy,网络源,,0.524,未分组,h264,1920x1080,28.0,有音频,0.0
CCTV15,http://112.132.10.54:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0,网络源,,2.255,未分组,h264,1920x1080,50.0,有音频,0.3281
CCTV11,https://shyd.695847.xyz/cms001/ch00000090990000001309/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12,网络源,,0.251,未分组,,,,无音频,0.0
CCTV12,http://60.16.0.216:5757/hls/13/index.m3u8,网络源,,2.762,未分组,h264,1920x1080,50.0,有音频,0.4844
CCTV17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8,网络源,,3.680,未分组,h264,1920x1080,25.0,有音频,0.4219
æ¹–å—å«è§†,https://stream1.freetv.fun/hu-nan-wei-shi-13.m3u8,网络源,,6.697,未分组,h264,1920x1080,25.0,有音频,0.4844
æ¹–å—å«è§†,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8,网络源,,4.125,未分组,h264,720x576,25.0,有音频,0.4844
CCTV17,https://migu.188766.xyz/?migutoken=8c596474d8747195604a5586ac978ccc&id=CCTV17&type=yy,网络源,,2.482,未分组,h264,1920x1080,25.0,有音频,0.0
CCTV14,https://migu.188766.xyz/?migutoken=667af5a05e239b339233f3e2eebb021a&id=CCTV14&type=yy,网络源,,0.501,未分组,h264,1920x1080,28.0,有音频,0.0
æµ™æ±Ÿå«è§†,https://stream1.freetv.fun/zhe-jiang-wei-shi-20.m3u8,网络源,,2.450,未分组,h264,1920x1080,25.0,有音频,0.4844
æµ™æ±Ÿå«è§†,http://183.215.134.239:19901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,4.412,未分组,h264,1920x1080,25.0,有音频,0.5781
CCTV11,https://migu.188766.xyz/?migutoken=c8c26fa912f48d94ac968dc901f728ec&id=CCTV11&type=yy,网络源,,2.690,未分组,h264,1920x1080,25.0,有音频,0.0
æ¹–å—å«è§†,http://60.174.40.117:85/tsfile/live/1030_1.m3u8?key=txiptv,网络源,,13.981,未分组,h264,1920x1080,25.0,有音频,0.375
CCTV12,http://123.129.70.178:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,7.294,未分组,h264,1920x1080,50.0,有音频,0.5
CCTV12,http://112.27.235.94:8000/hls/13/index.m3u8,网络源,,1.679,未分组,h264,1920x1080,50.0,有音频,0.375
CCTV12,https://stream1.freetv.fun/b0468d79ea902e3b48781da5ff9767e3fa65491b9944500bab58e8fd9bced0f3.m3u8,网络源,,4.681,未分组,h264,1920x1080,25.0,有音频,0.5312
æ¹–å—å«è§†,https://migu.188766.xyz/?migutoken=31694ddc88bc7e943ccbc8ec62c6ff59&id=hnws&type=sz,网络源,,2.963,未分组,h264,1920x1080,25.0,有音频,0.0
CCTV15,https://migu.188766.xyz/?migutoken=1c9078a4cf557d46bb52a3726dad3c14&id=CCTV15&type=yy,网络源,,0.604,未分组,h264,1920x1080,28.0,有音频,0.0
CCTV10,http://221.2.148.205:8154/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.210,未分组,h264,1920x1080,50.0,有音频,0.75
CCTV13,http://59.39.89.130:60901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,8.538,未分组,h264,1920x1080,50.0,有音频,0.4688
CCTV10,https://stream1.freetv.fun/702a248005dd0225d8ed1dfb970e3a9bf4c3c41c0369865e4844b6130b4ff0d0.m3u8,网络源,,3.943,未分组,h264,1280x720,25.0,有音频,0.5
CCTV13,http://112.27.235.94:8000/hls/14/index.m3u8,网络源,,3.852,未分组,h264,1920x1080,50.0,有音频,0.5469
CCTV14,http://220.170.241.204:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,1.795,未分组,h264,720x576,25.0,有音频,0.0
CCTV10,http://116.128.242.83:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,5.754,未分组,h264,1920x1080,25.0,有音频,0.625
CCTV15,http://153.0.171.163:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.928,未分组,h264,720x576,25.0,有音频,0.5938
CCTV12,http://123.130.84.106:8154/tsfile/live/0012_1.m3u8,网络源,,11.909,未分组,h264,1920x1080,50.0,有音频,0.5781
æµ™æ±Ÿå«è§†,https://stream1.freetv.fun/ipv6-zhe-jiang-wei-shi-31.m3u8,网络源,,1.488,未分组,h264,1280x720,25.0,有音频,0.0
