频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,是否假源,是否轮回,轮回相似度,轮回波动
å±±ä¸œå«è§†,https://t.freetv.fun/live/shan-dong-wei-shi-3.m3u8,网络源,,4.926,未分组,hevc,1920x1080,25.0,有音频,0.5052,False,False,0.5833,0.1094
å¹¿è¥¿å«è§†,https://t.freetv.fun/live/yan-xi-wei-shi.php,网络源,,5.621,未分组,h264,1920x1080,25.0,有音频,0.4792,False,False,0.0,0.0
æ±Ÿè¥¿å«è§†,https://t.freetv.fun/live/jiang-xi-wei-shi.php,网络源,,3.823,未分组,hevc,1920x1080,25.0,有音频,0.5521,False,False,0.5182,0.0339
æ±Ÿè¥¿å«è§†,https://t.freetv.fun/live/jiang-xi-wei-shi.m3u8,网络源,,4.189,未分组,hevc,1920x1080,25.0,有音频,0.5469,False,False,0.5391,0.013
æ–°ç–†å«è§†,https://stream1.freetv.fun/369d82e2913254f5a712ca6bcb0931176462d5a46be06f9771cdcf93f7f35cdb.m3u8,网络源,,4.474,未分组,hevc,1920x1080,25.0,有音频,0.5312,False,False,0.599,0.0
å¹¿ä¸œå«è§†,http://61.184.46.85:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,4.530,未分组,h264,1920x1080,25.0,有音频,0.0,False,False,0.0,0.0
æ±Ÿè¥¿å«è§†,http://112.123.243.37:50085/tsfile/live/0132_1.m3u8,网络源,,1.690,未分组,h264,720x576,25.0,有音频,0.526,False,False,0.5182,0.013
è´µå·å«è§†,http://112.123.243.37:50085/tsfile/live/0130_2.m3u8,网络源,,2.240,未分组,h264,1920x1080,50.0,有音频,0.5365,False,False,0.526,0.0156
äº‘å—å«è§†,http://120.238.94.10:9901/tsfile/live/1069_1.m3u8,网络源,,8.353,未分组,h264,720x576,25.0,有音频,0.5104,False,False,0.4792,0.0
å±±è¥¿å«è§†,https://t.freetv.fun/live/shan-xi-wei-shi-17.php,网络源,,8.473,未分组,h264,720x576,25.0,有音频,0.599,False,False,0.4531,0.0104
ç”˜è‚ƒå«è§†,http://cssbyd.imwork.net:8082/hls/48/index.m3u8,网络源,,4.191,未分组,h264,720x576,25.0,有音频,0.5677,False,False,0.474,0.0521
å»¶è¾¹å«è§†,https://t.freetv.fun/live/yan-bian-wei-shi-3.m3u8,网络源,,3.170,未分组,h264,1280x720,25.0,有音频,0.5625,False,False,0.474,0.0104
å¹¿è¥¿å«è§†,http://113.15.109.216:59901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.030,未分组,h264,1920x1080,50.0,有音频,0.599,False,False,0.5911,0.0078
è¥¿è—å«è§†,http://219.146.95.58:59902/tsfile/live/0111_1.m3u8?txiptv,网络源,,3.067,未分组,h264,720x576,50.0,有音频,0.5365,False,False,0.0,0.0
æ–°ç–†å«è§†,https://stream1.freetv.fun/5a6dc6a812056559a084d96d9b6b77fb35cd4536d28b2b78418bb86bdfb2283c.m3u8,网络源,,4.536,未分组,h264,720x576,25.0,有音频,0.5521,False,False,0.4583,0.0833
å¹¿ä¸œå«è§†,https://t.freetv.fun/live/yan-dong-wei-shi-4.m3u8,网络源,,18.073,未分组,h264,1920x1080,25.0,有音频,0.0,False,False,0.0,0.0
å®å¤å«è§†,https://t.freetv.fun/live/zhu-xia-wei-shi-4.m3u8,网络源,,0.622,未分组,h264,720x576,25.0,有音频,0.5938,False,False,0.3932,0.0078
è²èŠ±å«è§†,http://8.138.7.223/tv/lotustv.m3u8,网络源,,4.551,未分组,h264,1280x720,25.0,有音频,0.5417,False,False,0.5026,0.0495
å¹¿è¥¿å«è§†,http://36.32.174.67:60080/newlive/live/hls/38/live.m3u8,网络源,,3.005,未分组,h264,720x576,25.0,有音频,0.5,False,False,0.5365,0.0156
æ–°ç–†å«è§†,https://t.freetv.fun/live/xin-jiang-wei-shi-10.m3u8,网络源,,3.129,未分组,h264,720x576,25.0,有音频,0.5,False,False,0.5651,0.0026
å±±ä¸œå«è§†,http://153.0.171.163:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,1.753,未分组,h264,720x576,25.0,有音频,0.5573,False,False,0.5026,0.0234
æ²³å—å«è§†,http://112.123.243.37:50085/tsfile/live/0121_1.m3u8,网络源,,1.960,未分组,h264,720x576,25.0,有音频,0.4896,False,False,0.5156,0.0312
æ±Ÿè¥¿å«è§†,http://111.221.137.234:44330/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0,网络源,,3.269,未分组,h264,1280x720,25.0,有音频,0.5312,False,False,0.4661,0.0495
è¥¿è—å«è§†,https://iptv.catvod.com/live.php?id=%E8%A5%BF%E8%97%8F%E5%8D%AB%E8%A7%86&ts=1771974003&token=e1992a0c2c73f3d35d6ceb53505a1a4b0cea599bb8138b93ea6b36ae9d701960,网络源,,5.631,未分组,h264,720x576,25.0,有音频,1.0,False,False,0,0
æ±Ÿè¥¿å«è§†,http://183.215.134.239:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.680,未分组,h264,1920x1080,25.0,有音频,0.5417,False,False,0.6068,0.0391
æ–°ç–†å«è§†,http://219.146.95.58:59902/tsfile/live/0110_1.m3u8?txiptv,网络源,,10.257,未分组,h264,720x576,50.0,有音频,0.0,False,False,0.0,0.0
æ±Ÿè¥¿å«è§†,https://stream1.freetv.fun/80bca95b03df18436dd135e8407012a9564496bd5c807844f6d9f5826bd3d57a.m3u8,网络源,,4.424,未分组,hevc,1920x1080,25.0,有音频,0.6302,False,False,0.5312,0.0
å±±è¥¿å«è§†,http://61.156.228.12:8154/tsfile/live/0118_1.m3u8,网络源,,1.564,未分组,h264,720x576,50.0,有音频,0.5104,False,False,0.526,0.0
å±±è¥¿å«è§†,http://222.169.85.8:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,17.542,未分组,h264,720x576,25.0,有音频,0.5521,False,False,0.4688,0.0
æ²³åŒ—å«è§†,https://t.freetv.fun/live/he-bei-wei-shi-6.m3u8,网络源,,0.638,未分组,h264,1920x1080,25.0,有音频,0.5781,False,False,0.5104,0.0156
æ²³åŒ—å«è§†,http://106.53.99.30/tv/api.php?id=hebws,网络源,,2.270,未分组,h264,960x540,25.0,有音频,0.5312,False,False,0.474,0.0
æ±Ÿè¥¿å«è§†,http://go.bkpcp.top/mg/jxws,网络源,,2.480,未分组,h264,1920x1080,25.0,有音频,0.5,False,False,0.487,0.0026
äº‘å—å«è§†,http://111.61.236.247:9081/hls/32/index.m3u8,网络源,,2.437,未分组,h264,720x576,25.0,有音频,0.5052,False,False,0.5156,0.0417
å¹¿ä¸œå«è§†,https://stream1.freetv.fun/6787e35b48df7529fb25c86cd92936335e75d68881015ff99c3e969f57177987.m3u8,网络源,,2.411,未分组,h264,1920x1080,50.0,有音频,0.5417,False,False,0.5156,0.0521
å¹¿ä¸œå«è§†,http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0#http://tvbox6.icu/tv/migu.php?id=gdws,网络源,,2.093,未分组,h264,1920x1080,25.0,有音频,0.599,False,False,0.5182,0.0807
æ±Ÿè¥¿å«è§†,http://218.17.33.178:53290/tsfile/live/0138_1.m3u8?key=txiptv,网络源,,2.514,未分组,h264,1920x1080,25.0,有音频,0.5729,False,False,0.5911,0.0651
å¹¿ä¸œå«è§†,http://222.214.208.34:59901/tsfile/live/0125_1.m3u8,网络源,,2.634,未分组,h264,1920x1080,25.0,有音频,0.5365,False,False,0.5859,0.0026
å¹¿ä¸œå«è§†,http://113.15.109.216:59901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,5.518,未分组,h264,1920x1080,50.0,有音频,0.526,False,False,0.4635,0.0
å±±ä¸œå«è§†,http://113.15.109.216:59901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.292,未分组,h264,720x576,25.0,有音频,0.5417,False,False,0.5156,0.0312
è¥¿è—å«è§†,https://t.freetv.fun/live/xi-cang-wei-shi-11.m3u8,网络源,,3.616,未分组,h264,720x576,25.0,有音频,0.5469,False,False,0.5521,0.0052
å±±ä¸œå«è§†,https://t.freetv.fun/live/shan-dong-wei-shi-3.php,网络源,,4.208,未分组,hevc,1920x1080,25.0,有音频,0.5156,False,False,0.0,0.0
æ–°ç–†å«è§†,http://221.2.148.205:8154/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,6.413,未分组,h264,1920x1080,50.0,有音频,0.4427,False,False,0.0,0.0
æ²³åŒ—å«è§†,https://t.freetv.fun/live/he-bei-wei-shi-3.m3u8,网络源,,1.971,未分组,,,,无音频,0.8177,False,False,0.0,0.0
æ²³åŒ—å«è§†,http://61.184.46.85:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,4.820,未分组,h264,1920x1080,50.0,有音频,0.5365,False,False,0.0,0.0
è´µå·å«è§†,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub,网络源,,0.386,未分组,h264,1920x1080,25.0,有音频,0.526,False,False,0.4766,0.0599
æ±Ÿè¥¿å«è§†,http://113.15.109.216:59901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.749,未分组,h264,720x576,50.0,有音频,0.5573,False,False,0.5833,0.0
å±±è¥¿å«è§†,http://112.27.235.94:8000/hls/45/index.m3u8,网络源,,12.058,未分组,mpeg2video,720x576,25.0,有音频,0.5469,False,False,0.5026,0.0755
å±±è¥¿å«è§†,https://t.freetv.fun/live/shan-xi-wei-shi-6-1.m3u8,网络源,,0.616,未分组,h264,720x576,25.0,有音频,0.5781,False,False,0.5729,0.0104
æ¹–åŒ—å«è§†,http://61.156.228.12:8154/tsfile/live/0132_1.m3u8,网络源,,2.739,未分组,h264,1920x1080,25.0,有音频,0.5417,False,False,0.0,0.0
å¹¿è¥¿å«è§†,https://t.freetv.fun/live/yan-xi-wei-shi-13.m3u8,网络源,,0.487,未分组,h264,1920x1080,25.0,有音频,0.5573,False,False,0.5495,0.0599
æ²³å—å«è§†,https://migu.188766.xyz/?migutoken=c6b78f1067e4b0d9e1e5705b4e9146bf&id=%E6%B2%B3%E5%8D%97%E5%8D%AB%E8%A7%86%E9%AB%98%E6%B8%85&type=yy,网络源,,0.784,未分组,h264,1920x1080,28.0,有音频,1.0,False,False,0,0
å¹¿ä¸œå«è§†,https://t.freetv.fun/live/yan-dong-wei-shi-5.php,网络源,,7.218,未分组,h264,1920x1080,25.0,有音频,0.5521,False,False,0.5625,0.0
æ–°ç–†å«è§†,http://219.146.95.58:59902/tsfile/live/0110_1.m3u8,网络源,,7.177,未分组,h264,720x576,50.0,有音频,0.0,False,False,0.0,0.0
å¹¿ä¸œå«è§†,https://t.freetv.fun/live/yan-dong-wei-shi-14.php,网络源,,3.648,未分组,h264,1920x1080,25.0,有音频,0.5833,False,False,0.5312,0.0521
å¹¿ä¸œå«è§†,http://124.116.183.146:9901/tsfile/live/0125_1.m3u8,网络源,,3.359,未分组,h264,720x576,25.0,有音频,0.5417,False,False,0.5521,0.0
å»¶è¾¹å«è§†,https://srs.iyb983.cn/video/CYS/index.m3u8,网络源,,1.892,未分组,h264,1280x720,25.0,有音频,0.5312,False,False,0.5156,0.0312
è¥¿è—å«è§†,http://120.238.94.10:9901/tsfile/live/1077_1.m3u8,网络源,,11.809,未分组,h264,720x576,25.0,有音频,0.5312,False,False,0.5078,0.0078
æ²³å—å«è§†,https://migu.188766.xyz/?migutoken=05f4e70c78817b762dc8a3078e05ae03&id=%E6%B2%B3%E5%8D%97%E5%8D%AB%E8%A7%86%E9%AB%98%E6%B8%85&type=yy,网络源,,0.805,未分组,h264,1920x1080,28.0,有音频,0.5,False,False,0.0,0.0
å±±è¥¿å«è§†,http://113.25.252.226:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,6.683,未分组,h264,720x576,25.0,有音频,1.0,False,False,0,0
å¹¿è¥¿å«è§†,https://t.freetv.fun/live/yan-xi-wei-shi-6.m3u8,网络源,,3.802,未分组,h264,1920x1080,25.0,有音频,0.5417,False,False,0.5781,0.0
è¥¿è—å«è§†,https://stream1.freetv.fun/b6fd525230d5e936f16a8f7e029daee6271d0c67f492af57f4de23e14f9daa1a.m3u8,网络源,,5.253,未分组,h264,1920x1080,25.0,有音频,0.5208,False,False,0.5026,0.0234
å±±è¥¿å«è§†,http://120.238.94.10:9901/tsfile/live/1071_1.m3u8,网络源,,10.660,未分组,h264,720x576,25.0,有音频,0.5365,False,False,0.4688,0.0573
å®å¤å«è§†,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGoxLmp4d2x0eC5jb206ODAwMy9saW54d3MubTN1OA==,网络源,,8.108,未分组,h264,720x576,25.0,有音频,0.5781,False,False,0.5625,0.0
è¥¿è—å«è§†,https://stream1.freetv.fun/8d77659654cdd9421fdb03ed82cfbb17f858261097234c6b98e26afe91fab4a8.ctv,网络源,,4.524,未分组,h264,720x576,25.0,有音频,0.5625,False,False,0.5365,0.0573
æ–°ç–†å«è§†,https://t.freetv.fun/live/xin-jiang-wei-shi-1.m3u8,网络源,,0.599,未分组,h264,720x576,25.0,有音频,0.6562,False,False,0.5938,0.0625
è¥¿è—å«è§†,https://stream1.freetv.fun/0bb4d5a247d7405db362b9b01abcddedd19acb010c72cea05ebb13de3764c8f7.ctv,网络源,,18.943,未分组,h264,720x576,25.0,有音频,0.5677,False,False,0.4974,0.0078
æ²³åŒ—å«è§†,https://stream1.freetv.fun/53800b472ac1869f0e75f5c2b17fdee144590e10b746f523425fd6ee5cc9b490.m3u8,网络源,,4.127,未分组,h264,960x540,25.0,有音频,0.526,False,False,0.5208,0.0677
æ¹–åŒ—å«è§†,http://153.0.171.163:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,5.891,未分组,h264,720x576,25.0,有音频,0.4948,False,False,0.5833,0.0521
äº‘å—å«è§†,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGouanh3bHR4LmNvbTo4MDAzL3lud3MubTN1OA==,网络源,,9.032,未分组,h264,1920x1080,25.0,有音频,0.5677,False,False,0.5052,0.0417
å®å¤å«è§†,http://111.61.236.247:9081/hls/51/index.m3u8,网络源,,2.809,未分组,h264,720x576,25.0,有音频,0.5833,False,False,0.4688,0.0469
å±±ä¸œå«è§†,https://iptv.catvod.com/live.php?id=%E5%B1%B1%E4%B8%9C%E5%8D%AB%E8%A7%86&ts=1771974003&token=e88631a1b22552001a05f6b9c71efc9d32962b3f2d64e308b4ce780d8f5999db,网络源,,5.592,未分组,h264,1920x1080,25.0,有音频,1.0,False,False,0,0
äº‘å—å«è§†,https://stream1.freetv.fun/368e59cc43274d4c5380dfd940d1f40ee03a4b9cb5b1648b01c42b47f2516d8b.m3u8,网络源,,0.660,未分组,h264,1920x1080,25.0,有音频,0.5677,False,False,0.5208,0.0052
æ¹–åŒ—å«è§†,http://124.116.183.146:9901/tsfile/live/0132_1.m3u8,网络源,,5.226,未分组,h264,720x576,25.0,有音频,0.6094,False,False,0.5833,0.0
å±±ä¸œå«è§†,https://t.freetv.fun/live/shan-dong-wei-shi-4.php,网络源,,8.876,未分组,h264,1920x1080,25.0,有音频,0.5469,False,False,0.4948,0.0
äº‘å—å«è§†,https://stream1.freetv.fun/06afd1dc3dbd4e026594ee45c2f245b90205d035d4986d0a78ce04f7eed020c2.m3u8,网络源,,1.583,未分组,,,,无音频,0.8385,False,False,0.4583,0.0417
è¥¿è—å«è§†,https://t.freetv.fun/live/xi-cang-wei-shi-1.m3u8,网络源,,2.939,未分组,h264,1920x1080,50.0,有音频,0.5417,False,False,0.5182,0.0026
è¥¿è—å«è§†,http://36.32.174.67:60080/newlive/live/hls/48/live.m3u8,网络源,,2.959,未分组,h264,720x576,25.0,有音频,0.5052,False,False,0.5052,0.0104
æ¹–åŒ—å«è§†,https://t.freetv.fun/live/hu-bei-wei-shi-8.m3u8,网络源,,0.484,未分组,h264,1920x1080,25.0,有音频,0.5052,False,False,0.4349,0.0339
å±±ä¸œå«è§†,http://111.221.137.234:44330/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0,网络源,,1.743,未分组,h264,1280x720,25.0,有音频,0.5521,False,False,0.4427,0.0
æ¹–åŒ—å«è§†,https://migu.188766.xyz/?migutoken=79c8d898fddcddb9af3b0c399ed1d6c1&id=%E6%B9%96%E5%8C%97%E5%8D%AB%E8%A7%86&type=yy,网络源,,0.799,未分组,h264,1920x1080,28.0,有音频,1.0,False,False,0,0
ç”˜è‚ƒå«è§†,https://iptv.catvod.com/live.php?id=%E7%94%98%E8%82%83%E5%8D%AB%E8%A7%86&ts=1771974003&token=74dd02d9a05e573fa01b2225d07450a0900fc29478f7f3b5f34894c150e6c7b4,网络源,,5.578,未分组,h264,1920x1080,25.0,有音频,1.0,False,False,0,0
äº‘å—å«è§†,https://t.freetv.fun/live/yun-nan-wei-shi-2.m3u8,网络源,,0.488,未分组,h264,1920x1080,25.0,有音频,0.5625,False,False,0.5182,0.0651
æ¹–åŒ—å«è§†,http://www.745612.xyz:7788/rtp/235.254.198.72:1564,网络源,,5.601,未分组,h264,1920x1080,25.0,有音频,0.5156,False,False,0.5052,0.026
æ±Ÿè¥¿å«è§†,https://t.freetv.fun/live/jiang-xi-wei-shi-8.m3u8,网络源,,0.689,未分组,h264,1920x1080,25.0,有音频,0.4792,False,False,0.5391,0.0286
å®å¤å«è§†,http://113.15.109.216:59901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.699,未分组,h264,720x576,50.0,有音频,0.5365,False,False,0.4323,0.0
æ²³åŒ—å«è§†,http://113.15.109.216:59901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,1.941,未分组,h264,720x576,50.0,有音频,0.5104,False,False,0.4688,0.0052
æ–°ç–†å«è§†,https://t.freetv.fun/live/xin-jiang-wei-shi.php,网络源,,4.720,未分组,hevc,1920x1080,25.0,有音频,0.5417,False,False,0.4948,0.0
æ±Ÿè¥¿å«è§†,https://t.freetv.fun/live/jiang-xi-wei-shi-4.php,网络源,,3.479,未分组,hevc,1920x1080,25.0,有音频,0.7812,False,False,0.0,0.0
äº‘å—å«è§†,https://t.freetv.fun/live/yun-nan-wei-shi-1.php,网络源,,1.758,未分组,,,,无音频,0.8177,False,False,0.5625,0.0
æ²³åŒ—å«è§†,https://t.freetv.fun/live/he-bei-wei-shi-3.php,网络源,,5.164,未分组,hevc,1920x1080,25.0,有音频,0.8177,False,False,0.5365,0.0
äº‘å—å«è§†,https://t.freetv.fun/live/yun-nan-wei-shi-6.php,网络源,,8.417,未分组,h264,1920x1080,25.0,有音频,0.4792,False,False,0.5104,0.0
æ¹–åŒ—å«è§†,https://stream1.freetv.fun/7278e895e1e512f548f3fd2c2e503a83f6946006f1aba27c986e95fd5960f592.m3u8,网络源,,0.454,未分组,h264,1920x1080,25.0,有音频,0.5156,False,False,0.5573,0.0417
å®å¤å«è§†,https://stream1.freetv.fun/bbdd34baf660b2abd7cd2ec65254ab66906d26a7958a0c249bb9f7eaac1b051a.m3u8,网络源,,5.540,未分组,h264,720x576,25.0,有音频,0.5573,False,False,0.4062,0.0052
æ±Ÿè¥¿å«è§†,http://drive.mxmy.net:8888/udp/239.3.1.123:8164,网络源,,0.760,未分组,,,,有音频,0.5052,False,False,0.5573,0.0
å¹¿è¥¿å«è§†,http://hmfs.f3322.net:3388/hls/27/index.m3u8,网络源,,6.633,未分组,h264,1920x1080,25.0,有音频,0.5677,False,False,0.4297,0.0182
ç”˜è‚ƒå«è§†,https://t.freetv.fun/live/gan-su-wei-shi.php,网络源,,4.572,未分组,hevc,1920x1080,25.0,有音频,0.7188,False,False,0.5208,0.0
æ²³å—å«è§†,https://t.freetv.fun/live/he-nan-wei-shi-13.php,网络源,,2.922,未分组,h264,1920x1080,25.0,有音频,0.5104,False,False,0.5833,0.0208
å±±è¥¿å«è§†,http://221.2.148.205:8154/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.279,未分组,h264,720x576,50.0,有音频,0.4583,False,False,0.0,0.0
æ²³å—å«è§†,http://cssbyd.imwork.net:8082/hls/37/index.m3u8,网络源,,4.255,未分组,h264,720x576,25.0,有音频,0.5365,False,False,0.5104,0.0208
å±±ä¸œå«è§†,https://t.freetv.fun/live/shan-dong-wei-shi-9.php,网络源,,3.864,未分组,h264,1920x1080,25.0,有音频,0.5365,False,False,0.4922,0.0026
æ±Ÿè¥¿å«è§†,http://183.215.134.239:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0#http://tvbox6.icu/tv/migu.php?id=jxws,网络源,,2.836,未分组,h264,1920x1080,25.0,有音频,0.5469,False,False,0.5365,0.0469
æ±Ÿè¥¿å«è§†,https://t.freetv.fun/live/jiang-xi-wei-shi-7.m3u8,网络源,,6.148,未分组,h264,854x480,25.0,有音频,0.5469,False,False,0.4844,0.0365
å®å¤å«è§†,https://t.freetv.fun/live/zhu-xia-wei-shi-3.php,网络源,,1.761,未分组,,,,无音频,0.4896,False,False,0.0,0.0
æ¹–åŒ—å«è§†,http://go.bkpcp.top/mg/hubws,网络源,,2.653,未分组,hevc,1920x1080,25.0,有音频,0.5104,False,False,0.4557,0.0182
æ–°ç–†å«è§†,http://218.17.33.178:53290/tsfile/live/0110_1.m3u8?key=txiptv,网络源,,3.057,未分组,h264,720x576,25.0,有音频,0.5208,False,False,0.5755,0.0234
æ±Ÿè¥¿å«è§†,http://182.150.23.74:808/hls/30/index.m3u8,网络源,,5.228,未分组,h264,1920x1080,50.0,有音频,0.4583,False,False,0.0,0.0
æ²³å—å«è§†,http://go.bkpcp.top/mg/hnws,网络源,,1.061,未分组,h264,1920x1080,25.0,有音频,0.5052,False,False,0.5521,0.0104
è¥¿è—å«è§†,https://t.freetv.fun/live/xi-cang-wei-shi-6.php,网络源,,3.915,未分组,h264,1920x1080,25.0,有音频,0.5625,False,False,0.5156,0.0156
å¹¿ä¸œå«è§†,https://t.freetv.fun/live/yan-dong-wei-shi-19.m3u8,网络源,,2.579,未分组,h264,1920x1080,25.0,有音频,0.0,False,False,0.0,0.0
å±±è¥¿å«è§†,https://t.freetv.fun/live/shan-xi-wei-shi-3-1.m3u8,网络源,,2.285,未分组,h264,1920x1080,25.0,有音频,0.4688,False,False,0.5495,0.0651
æ±Ÿè¥¿å«è§†,http://222.214.208.34:59901/tsfile/live/0138_1.m3u8,网络源,,2.608,未分组,h264,1920x1080,25.0,有音频,0.599,False,False,0.5495,0.0078
æ–°ç–†å«è§†,https://stream1.freetv.fun/38a7b62f90c723e1fc8be87904f40eceeaa656f1a58bcb0ad2f6301bda5452dc.m3u8,网络源,,0.610,未分组,h264,720x576,25.0,有音频,0.5677,False,False,0.6406,0.0156
æ–°ç–†å«è§†,https://t.freetv.fun/live/xin-jiang-wei-shi-8.m3u8,网络源,,4.601,未分组,h264,720x576,25.0,有音频,0.4948,False,False,0.5885,0.0312
å®å¤å«è§†,https://stream1.freetv.fun/9e9a0dd5cc6c79080efcaa9b958ea5c261ee2af517560e301ea605e75e264b70.m3u8,网络源,,5.118,未分组,h264,854x480,25.0,有音频,0.5521,False,False,0.4401,0.0755
äº‘å—å«è§†,https://iptv.catvod.com/live.php?id=%E4%BA%91%E5%8D%97%E5%8D%AB%E8%A7%86&ts=1771974003&token=ccb3cf04263d34890fefddf4ffda7113518f8433c3b4f37ba170fd72a532c6b4,网络源,,5.575,未分组,h264,1920x1080,25.0,有音频,1.0,False,False,0,0
ç”˜è‚ƒå«è§†,https://t.freetv.fun/live/gan-su-wei-shi-3.m3u8,网络源,,0.632,未分组,h264,1920x1080,25.0,有音频,0.474,False,False,0.5443,0.0234
å±±ä¸œå«è§†,https://t.freetv.fun/live/shan-dong-wei-shi-8.m3u8,网络源,,0.653,未分组,h264,1920x1080,25.0,有音频,0.5417,False,False,0.5599,0.0286
ç”˜è‚ƒå«è§†,http://120.238.94.10:9901/tsfile/live/1079_1.m3u8,网络源,,4.013,未分组,h264,720x576,25.0,有音频,0.6042,False,False,0.6484,0.013
å¹¿è¥¿å«è§†,http://cssbyd.imwork.net:8082/hls/33/index.m3u8,网络源,,2.963,未分组,h264,720x576,25.0,有音频,0.5208,False,False,0.5573,0.0573
