频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度
Grit Xtra (1080p),https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01438-ewscrippscompan-gritxtra-tablo/playlist.m3u8,网络源,,3.849,未分组,h264,426x240,29.97002997002997,有音频,0.5156
Hell's Kitchen Germany (1080p),https://hellskitchengermany-rakuten.amagi.tv/playlist.m3u8,网络源,,4.991,未分组,h264,1920x1080,25.0,有音频,0.5781
Garage TV Latin America,https://stream1.sersat.com/hls/garagetv.m3u8,网络源,https://i.imgur.com/FqFxog1.png,2.924,未分组,h264,720x404,25.0,有音频,0.5156
Fluss-Monster,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62a0b2aff4cf470007e47e29/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84ad40f9-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=1bf2399a-9762-4f2b-8e0b-daf1db4fac6e,网络源,,2.900,未分组,h264,426x240,30.0,有音频,0.5781
Home & Shopping (720p),https://s28.qtcdn.co.kr/media/liveM3U8/idx/518045142/enc/1860408350/playlist.m3u8,网络源,https://i.imgur.com/IcexRXG.png,4.192,未分组,h264,1280x720,29.97002997002997,有音频,0.5
HauntTV,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/63934c218ef524000757b122/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7aa2c4-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=25722e97-3227-46ed-84fd-718e848f28de,网络源,,2.756,未分组,h264,426x240,30.0,有音频,0.3594
HANDICAP TV France,https://srv.webtvmanager.fr:3697/stream/play.m3u8,网络源,https://i.imgur.com/vXbAeD0.png,2.889,未分组,h264,1280x720,23.976023976023978,有音频,0.4531
Groovy TV (360p),http://web.onair-radio.eu:1935/groovytv/groovytv/playlist.m3u8,网络源,https://i.imgur.com/ZYNQuf1.png,2.908,未分组,h264,1280x544,25.0,有音频,0.5781
Greensboro TV (Greensboro NC) (720p),https://lin12.isilive.ca/live/greensboro/GTN/index.m3u8,网络源,,1.167,未分组,h264,1920x1080,30.0,有音频,0.5781
ION Plus (1080p),https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01438-ewscrippscompan-ionplus-tablo/playlist.m3u8,网络源,https://i.imgur.com/1dgCvNE.png,3.811,未分组,h264,426x240,29.97002997002997,有音频,0.5938
Free Speech TV (720p),https://edge.fstv-live-linear-channel.top.comcast.net/Content/HLS_HLSv3/Live/channel(b168a609-19c1-2203-ae1d-6b9726f05e67)/index.m3u8,网络源,https://i.imgur.com/Qq6heRq.png,1.814,未分组,h264,1280x720,29.97002997002997,有音频,0.625
Impossible Quiz Show (1080p),https://bbc-impossible-1-us.roku.wurl.tv/playlist.m3u8,网络源,https://i.imgur.com/9EWffqx.png,2.320,未分组,h264,1920x1080,29.97002997002997,有音频,0.3125
Garfield and Friends,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/60faf9ddfcc1f200070a5932/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c28f176-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=68c3c9ce-0e68-43fa-ade2-43491d9d88e2,网络源,https://i.imgur.com/evzfe9C.png,1.935,未分组,h264,426x240,30.0,有音频,0.5625
Gospel Movie TV (360p),https://stmv1.srvif.com/gospelf/gospelf/playlist.m3u8,网络源,https://i.imgur.com/cQN3nWt.png,1.002,未分组,h264,640x360,24.0,有音频,0.4375
HSE (1080p),https://hse24.akamaized.net/hls/live/2006663/hse24/playlist.m3u8,网络源,https://i.imgur.com/IecRNCk.png,7.816,未分组,h264,1024x576,25.0,有音频,0.4688
Filmgold,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6305ca798bd95300072d2f93/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc83f386-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=2c13829c-c398-43d8-a725-567a36c336be,网络源,,4.639,未分组,h264,426x240,30.0,有音频,0.3906
Gaki no Tsukai (English Subs) (720p),https://hamada.gaki-no-tsukai.stream/hls/test.m3u8,网络源,,2.596,未分组,h264,1280x720,30.0,有音频,0.4375
Finans Turk TV (720p),https://yayin30.haber100.com/live/finansturk/playlist.m3u8,网络源,https://i.ibb.co/wBwmB1T/iY0osc7.png,1.793,未分组,h264,1280x720,29.97002997002997,有音频,0.4844
Gilroy CMAP TV Channel 19 (720p),https://livestream.telvue.com/cmap4/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8,网络源,https://i.imgur.com/wlYUEYc.png,2.150,未分组,h264,1280x720,29.97002997002997,有音频,0.6406
Hala Ramallah (720p),https://halaramallahtv.com:2053/HRamallah-Tv/HalaRamallah/playlist.m3u8,网络源,https://i.ibb.co/swP1FDK/halaramallah-logo.png,5.302,未分组,h264,1280x720,30.0,有音频,0.7812
FNX,https://fnx.lls.pbs.org/index.m3u8,网络源,https://i.imgur.com/wcVntg7.png,1.786,未分组,h264,416x234,29.97002997002997,有音频,0.5625
IraneFarda TV (720p),https://hls.iranfarda.live/hls/stream.m3u8,网络源,https://i.imgur.com/ixgcgZY.png,2.597,未分组,h264,1280x720,25.0,有音频,0.6562
GAMTV.cr (720p),https://v2.azulstream.com:8081/gamtv/gamtv/index.m3u8,网络源,https://i.ibb.co/xFCS7wM/GAMTVCR.png,1.756,未分组,h264,1280x720,29.97002997002997,有音频,0.5625
ION TV East,https://fl1.moveonjoy.com/ION_TV/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Ion_logo.svg/512px-Ion_logo.svg.png,1.426,未分组,h264,1280x720,59.94005994005994,有音频,0.5625
Islam Channel (576p) [Not 24/7],https://live.islamchannel.tv/live11/islamtv_english/bitrate1.isml/live.m3u8,网络源,https://i.imgur.com/bJdFH7x.png,1.405,未分组,h264,1024x576,25.0,有音频,0.4688
Filmgold,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6305ca798bd95300072d2f93/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84ad40f8-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=266c2f61-4ff7-423e-9af5-2d4f8e57bd34,网络源,,3.968,未分组,h264,426x240,30.0,有音频,0.6094
Imás TV (1080p) [Not 24/7],https://secure3.todostreaming.es/live/imastv-livestream.m3u8,网络源,https://i.imgur.com/a9hgTmM.png,2.289,未分组,h264,1920x1080,25.0,有音频,0.5156
Home Plus,https://homeplushls.wns.live/hls/stream.m3u8,网络源,https://www.lyngsat.com/logo/tv/hh/homeplus.png,2.330,未分组,h264,1280x720,25.0,有音频,0.5156
Flicks of Fury,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/58e55b14ad8e9c364d55f717/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c28ca66-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=671a0e89-5b21-406b-95a9-b395c4ef4b07,网络源,https://i.imgur.com/rtL5L81.png,1.762,未分组,h264,426x240,30.0,有音频,0.2656
FilmRise Horror Canada (720p),https://livetv-fa.tubi.video/filmrise-horror-canada/index.m3u8,网络源,,1.835,未分组,h264,1280x720,29.97002997002997,有音频,0.5469
Holidayscapes (1080p),https://plextv.ott-channels.stingray.com/holidayscapes/master.m3u8,网络源,,1.785,未分组,h264,1920x1080,29.97002997002997,有音频,0.4375
GO-TV Canale 163 (720p),https://6zklxkbbdw9b-hls-live.mariatvcdn.it/msmotor/2f759512164fc6fe4acbed6a5648993a.sdp/playlist.m3u8,网络源,https://i.imgur.com/11V0QSp.png,1.976,未分组,h264,1920x1080,25.0,有音频,0.3125
Ficom Channel (720p),https://v3.siar.us/ficomchannel/live/playlist.m3u8,网络源,,3.632,未分组,h264,1280x720,23.976023976023978,有音频,0.6875
INews (720p),https://cdn-1.pishow.tv/live/411/master.m3u8,网络源,https://i.imgur.com/IV1O11i.png,11.577,未分组,h264,424x240,25.0,有音频,0.5
Hi Dost! (720p),https://cdn-1.pishow.tv/live/224/master.m3u8,网络源,https://i.imgur.com/bnST6y5.png,11.583,未分组,h264,424x240,25.0,有音频,0.6094
Hell's Kitchen Italy (1080p),https://amg00654-itv-amg00654c20-rakuten-it-3615.playouts.now.amagi.tv/playlist.m3u8,网络源,,4.661,未分组,h264,1920x1080,25.0,有音频,0.6719
Holvoet TV (Copiapó) (720p) [Not 24/7],https://unlimited1-us.dps.live/holvoettv/holvoettv.smil/playlist.m3u8,网络源,https://i.imgur.com/9JKRO3R.png,5.815,未分组,h264,426x240,29.97002997002997,有音频,0.4844
Hotel Inspector (1080p),https://amg00654-itv-amg00654c4-rakuten-uk-5263.playouts.now.amagi.tv/playlist.m3u8,网络源,,5.243,未分组,h264,1920x1080,25.0,有音频,0.4688
Islam Channel Urdu,https://live-islamtv-urdu.simplestreamcdn.com/live13/islamtv_urdu/bitrate1.isml/live.m3u8,网络源,https://i.imgur.com/j1ZBAgg.png,2.403,未分组,h264,1024x576,25.0,有音频,0.625
Impacto Televisión (360p) [Not 24/7],https://cloudvideo.servers10.com:8081/impactotv/index.m3u8,网络源,https://i.imgur.com/bkpCGP6.png,3.779,未分组,h264,854x480,23.976023976023978,有音频,0.5781
Harbin Comprehensive News Channel,https://stream.hrbtv.net/xwzh/playlist.m3u8?_upt=ef41dd531755913594,网络源,https://www.tvchinese.net/uploads/tv/haerbin.jpg,6.267,未分组,h264,640x480,25.0,有音频,0.4531
Hala TV (1080p) [Not 24/7],https://stream.panet.com/edge/halaTV/playlist.m3u8,网络源,https://i.imgur.com/028M4Ew.png,2.880,未分组,h264,1920x1080,30.0,有音频,0.7031
Ice Road Truckers (720p),https://6ffa57ba.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWdiX0ljZVJvYWRUcnVja2Vyc19ITFM/playlist.m3u8,网络源,,2.579,未分组,h264,1280x720,29.97002997002997,有音频,0.5312
First India News (360p) [Not 24/7],https://xlbor37ydvaj-hls-live.wmncdn.net/firstindianewstv1/live.stream/index.m3u8,网络源,https://i.imgur.com/MUTe7cu.png,9.118,未分组,h264,640x360,25.0,有音频,0.5625
Golf Channel,https://fl1.moveonjoy.com/GOLF/index.m3u8,网络源,https://i.imgur.com/Lgux6Ik.png,3.165,未分组,h264,1920x1080,29.97002997002997,有音频,0.5312
GEM Series Plus,https://still-mud-3642.nqanzvyuupxwcahtfq.workers.dev/?url=https://ca-rt.onetv.app/gemseriesplus/index-0.m3u8,网络源,https://gemgroup.tv/assets/images/channels/icon_33.png,0.942,未分组,h264,1280x720,25.0,有音频,0.4062
Goa365 (1080p),https://ktismaservers.in:3086/live/goa365live.m3u8,网络源,https://www.goa365.tv/images/GOA-365-Logo.jpg,2.493,未分组,h264,1920x1080,30.0,有音频,0.5625
FORT TV (480p),https://fort.co-works.org/memfs/87017643-274a-4bc0-a786-7767a0d159c2.m3u8,网络源,https://i.ibb.co/4KN5zW9/fort-tv-logo-GENE.png,1.049,未分组,h264,1280x720,29.97002997002997,有音频,0.4219
Haina Vision (720p),https://cdn.streamingcpanel.com:3447/live/hainavisionlive.m3u8,网络源,https://i.imgur.com/eoodUNJ.png,2.824,未分组,h264,1920x1080,29.97002997002997,有音频,0.3594
FXX East,https://fl1.moveonjoy.com/FXX/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/FXX_Logo.svg/512px-FXX_Logo.svg.png,2.929,未分组,h264,1280x720,59.94005994005994,有音频,0.6094
Hamoon,https://ncdn.telewebion.com/hamoon/live/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/fa/b/bc/Zahedan_Hamoon.png,8.546,未分组,h264,720x576,25.0,有音频,0.4219
Gemini TV (1080p),https://livestream10.sunnxt.com/DolbyVision/GeminiTV_HDR/GeminiTV_HDR_Endpoints/GeminiTV-HDR10-IN-index.m3u8,网络源,https://i.imgur.com/yWaacuI.png,5.030,未分组,hevc,1920x1080,25.0,有音频,0.3906
Hope Channel Bulgaria,https://hc1.hopetv.bg/live/hopetv_all.smil/playlist.m3u8,网络源,https://i.imgur.com/bxzeEML.png,11.167,未分组,h264,640x360,25.0,有音频,0.4375
Gyandarshan (720p),https://cdn-6.pishow.tv/live/14/master.m3u8,网络源,https://i.imgur.com/YJQhlpq.png,11.054,未分组,h264,424x240,25.0,有音频,0.5625
ISTV (720p) [Not 24/7],https://stmv1.srvstm.com/sistema7933/sistema7933/playlist.m3u8,网络源,https://i.imgur.com/RUKVrOH.png,1.071,未分组,h264,1920x1080,59.94005994005994,有音频,0.6094
Global News Lethbridge,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62cbf7439cb58900088dc77b/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7a7bb0-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=59059981-bf95-449f-80e8-69615ac86535,网络源,,4.221,未分组,h264,426x240,30.0,有音频,0.7031
Haiti News Channel,https://haititivi.com/website/haitinews/tracks-v1a1/mono.m3u8,网络源,https://m.media-amazon.com/images/I/51bJg+c7vRL.png,1.389,未分组,h264,1280x720,30.0,有音频,0.5781
Haiti News Channel (720p) [Not 24/7],https://haititivi.com/website/haitinews/index.m3u8,网络源,,2.651,未分组,h264,1280x720,30.0,有音频,0.4062
Hamedan,https://ncdn.telewebion.com/sina/live/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/IRIB_Hamadan_tv.svg/296px-IRIB_Hamadan_tv.svg.png,8.221,未分组,h264,720x576,25.0,有音频,0.5469
Insight TV (720p),https://insighttv-samsung-canada.amagi.tv/playlist.m3u8,网络源,https://i.imgur.com/7xmaoL0.png,5.885,未分组,h264,1920x1080,25.0,有音频,0.4844
FX TV 1,https://fxtvhls.wns.live/hls/stream.m3u8,网络源,https://www.lyngsat.com/logo/tv/ff/fx-1.png,2.319,未分组,h264,1280x720,25.0,有音频,0.5625
Investigation,https://amg00346-vizioono-investigation-xumo-us.amagi.tv/playlist.m3u8,网络源,,1.643,未分组,h264,1920x1080,29.97002997002997,有音频,0.5
GH Television (1080p),https://tv.ghtelevision.com:3018/live/ghtelevisionlive.m3u8,网络源,https://i.imgur.com/xhkiiO3.png,1.222,未分组,h264,1920x1080,29.97002997002997,有音频,0.5156
Gigant FM (720p),https://video.uitzending.tv:19360/gigantfm/gigantfm.m3u8,网络源,https://i.imgur.com/LwEHfjD.png,2.309,未分组,h264,1280x720,25.0,有音频,0.5
HGPTV (720p) [Not 24/7],https://cdn-us-east-prod-ingest-infra-dacast-com.akamaized.net/8424fb7f-99a9-87ae-3861-f0620849d11c/source/index.m3u8,网络源,https://i.imgur.com/0aIH6V5.png,1.247,未分组,h264,1280x720,29.97002997002997,有音频,0.6719
Hyder TV,https://cdn.live247stream.com/hyder/tv/playlist.m3u8,网络源,https://i.imgur.com/reHjjRZ.png,2.242,未分组,h264,854x480,29.97002997002997,有音频,0.5469
ICI RDI (720p),https://rcavlive.akamaized.net/hls/live/704025/xcanrdi/master.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/ICI_RDI_logo.svg/512px-ICI_RDI_logo.svg.png,2.584,未分组,h264,416x234,29.97002997002997,有音频,0.4688
HBTV (406p) [Not 24/7],http://hoabinhtvlive.746b3ddb.cdnviet.com/hoabinhtv/playlist.m3u8,网络源,https://i.imgur.com/nyfysP7.png,4.676,未分组,h264,720x406,25.0,有音频,0.625
Global TV (720p),https://stmv4.voxtvhd.com.br/globaltv/globaltv/playlist.m3u8,网络源,https://i.imgur.com/1rQaROm.png,1.858,未分组,h264,640x480,30.0,有音频,0.7031
Fox Weather (720p),https://247wlive.foxweather.com/stream/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Fox_Weather_logo.svg/512px-Fox_Weather_logo.svg.png,1.724,未分组,h264,1280x720,30.0,有音频,0.3281
