频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,是否假源,是否轮回,轮回相似度,轮回波动
[SD]smithsonian channel selects,https://stream1.freetv.fun/95919f01ae25d3db2df22d372e5a7f8fb3dd5c0a5e7c89126c3cc8ed847236f3.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/03/large/20230703010539122476_41.jpeg,3.045,未分组,h264,426x240,30.0,有音频,0.6042,False,False,0.4948,0.0156
[BD]tennis channel,https://t.freetv.fun/live/tennis-channel-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,5.763,未分组,h264,1920x1080,25.0,有音频,0.5208,False,False,0.487,0.0339
[HD]东森洋片,https://stream1.freetv.fun/3a70db5e300010238343b5c177f3de936f8e86a9907984f8874f1f508438d505.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722105927706804_92.png,6.012,未分组,h264,1280x720,30.0,有音频,0.5833,False,False,0.4818,0.0807
[SD]美亚电影,https://stream1.freetv.fun/5ba5784d5512b5c0eb223dc9718bc8523b5bcb18ea8dfb02eecfd70e4a089719.m3u8,网络源,https://epg.pw/media/images/channel/2024/01/14/large/20240114154701302621_82.png,0.600,未分组,hevc,1024x576,25.0,有音频,0.5417,False,False,0.5469,0.0052
[BD]采昌影劇,https://t.freetv.fun/live/cai-chang-ying-ju-11.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/03/large/20220803165226227722_22.jpg,5.768,未分组,h264,1920x1080,30.0,无音频,0.5208,False,False,0.4844,0.0
[HD]時尚運動x,https://stream1.freetv.fun/428a50792f79954857b7adb351a54245eb37a33319a46d71013830301a39c112.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222534937410_51.png,3.909,未分组,h264,1280x720,30.0,无音频,0.4948,False,False,0.4688,0.0312
CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8,网络源,,4.279,未分组,h264,720x576,25.0,有音频,0.5833,False,False,0.4688,0.0365
[BD]好消息2,https://t.freetv.fun/live/hao-xiao-xi-2-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/12/07/large/20231207034508944601_88.png,2.165,未分组,h264,1920x1080,30.0,有音频,0.5156,False,False,0.6068,0.013
[BD]豬哥亮歌廳秀,https://t.freetv.fun/live/zhu-ge-liang-ge-ting-xiu-11.m3u8,网络源,https://epg.pw/media/images/channel/2024/10/22/large/20241022022602435323_42.jpg,8.270,未分组,h264,1920x1080,30.0,无音频,0.4479,False,False,0.0,0.0
[BD]台視新聞,https://t.freetv.fun/live/tai-shi-xin-wen-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/11/22/20161122123940121042_91.png,0.236,未分组,h264,1920x1080,29.97002997002997,有音频,0.5208,False,False,0.474,0.0469
[HD]ivoire channel,https://t.freetv.fun/live/ivoire-channel-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,3.801,未分组,h264,720x576,50.0,有音频,1.0,False,False,0,0
ã€Œè™ç‰™ã€è‹±é›„è”ç›Ÿ ğŸ™,https://live.iill.top/huya/660000,网络源,https://epg-1.iill.top/logo/è™ç‰™.png,6.341,未分组,h264,1920x1080,59.0,有音频,0.4948,False,False,0.5938,0.0052
[BD]影迷數位電影,https://t.freetv.fun/live/ying-mi-shu-wei-dian-ying-11.m3u8,网络源,https://epg.pw/media/images/channel/2025/08/01/large/20250801024940463178_43.jpeg,9.754,未分组,h264,1920x1080,30.0,无音频,0.6146,False,False,0.5417,0.026
[BD]tudn,https://stream1.freetv.fun/227495ebae42f0b3ab4c6ea1262e59797ee56c72db17a12f6419afb5f8b20db3.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/14/large/20220514164856280242_81.png,1.763,未分组,h264,1920x1080,30.0,有音频,0.5312,False,False,0.4531,0.0885
[BD]東森新聞台,https://stream1.freetv.fun/343f58b82363da797640f508449f5ece8acb9f7352ce4c3d51f603610cf336b2.m3u8,网络源,https://epg.pw/media/,1.531,未分组,h264,1920x1080,30.0,无音频,0.5469,False,False,0.4922,0.0286
ã€Œæ–—é±¼ã€äº‘é¡¶ä¹‹å¼ˆ,https://live.iill.top/douyu/522423,网络源,https://epg-1.iill.top/logo/æ–—é±¼.png,7.326,未分组,h264,1920x1080,60.0,有音频,0.6198,False,False,0.612,0.0182
æ­¢æˆˆç”µå½±ã€Œè§£è¯´ã€,https://live.iill.top/huya/19863777,网络源,https://epg-1.iill.top/logo/è™ç‰™.png,1.933,未分组,,,,无音频,0.0,False,False,0.0,0.0
[BD]go-tv channel,https://t.freetv.fun/live/go-tv-channel.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,1.761,未分组,h264,1920x1080,25.0,有音频,0.5625,False,False,0.5026,0.0182
[HD]channel 11,https://stream1.freetv.fun/fca0bd28ae8000f3bef263858ee50350cdcee11c4819c3ced4e0b2869ec9c770.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,0.605,未分组,h264,1280x720,25.0,有音频,0.5521,False,False,0.4635,0.0781
[HD]food network *s[geo-blocked],https://stream1.freetv.fun/e6d5254a94cf50f0d9e71393a8caaa58724fbd4169185f8fd8ec43a5f681bb6d.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/27/large/20220827225917116348_71.png,2.132,未分组,h264,1920x1080,59.94005994005994,有音频,0.4896,False,False,0.4661,0.0286
[BD]tvbs新聞,https://t.freetv.fun/live/tvbsxin-wen-6.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128055934838968_50.png,10.359,未分组,h264,1920x1080,30.0,无音频,0.5052,False,False,0.6562,0.0
[BD]華視,https://t.freetv.fun/live/hua-shi-17.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164257585081_80.png,8.130,未分组,h264,1920x1080,30.0,有音频,0.5,False,False,0.0,0.0
[HD]asharq discovery,https://stream1.freetv.fun/ae1bcd61012a7cb1b781fb6af83dcacdc03f254790032b4374b976b61dd7ea4a.m3u8,网络源,https://epg.pw/media/images/channel/2023/08/05/large/20230805000246427864_44.png,11.211,未分组,h264,,,有音频,0.5365,False,False,0.513,0.0443
CCTV2,https://migu.188766.xyz/?migutoken=b72691164cc7676bc03717f637f8959a&id=CCTV2&type=yy,网络源,,0.809,未分组,h264,1920x1080,28.0,有音频,0.5,False,False,0.0,0.0
[HD]人间卫视,https://t.freetv.fun/live/ren-jian-wei-shi-1.m3u8,网络源,https://epg.pw/media/img/logo/1_164.jpg,3.612,未分组,h264,1280x720,29.97002997002997,有音频,0.5677,False,False,0.5521,0.0677
[BD]靖洋戲劇,https://stream1.freetv.fun/d8f3f9227495af85b5f1458215017152921500dcb5383e39984a07b75ce2e4cf.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711224936326578_83.jpg,11.185,未分组,h264,1920x1080,30.0,无音频,0.5573,False,False,0.4714,0.0859
ã€Œæ–—é±¼ã€è·‘è·‘å¡ä¸è½¦â€¢æ‰‹æ¸¸,https://live.iill.top/douyu/6672862,网络源,https://epg-1.iill.top/logo/æ–—é±¼.png,6.043,未分组,h264,1920x1080,60.0,有音频,0.599,False,False,0.599,0.1146
CCTV2,http://112.123.243.37:50085/tsfile/live/0002_1.m3u8,网络源,,2.129,未分组,h264,1920x1080,50.0,有音频,0.5521,False,False,0.0,0.0
[BD]东森美洲新闻台,https://stream1.freetv.fun/d08ea3c0e788d241119fdfe7dadd2d9505a329c9313957a73adcd13de810c593.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/08/large/20220308133519318409_56.jpg,1.389,未分组,h264,1920x1080,29.97002997002997,有音频,0.5469,False,False,0.5026,0.0026
[BD]龙华经典,https://t.freetv.fun/live/long-hua-jing-dian.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170642383978_17.png,6.030,未分组,h264,1920x1080,30.0,有音频,0.5573,False,False,0.5964,0.0911
[BD]roll,https://t.freetv.fun/live/roll.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/12/31/20171231124736667453_34.png,1.502,未分组,h264,1920x1080,25.0,有音频,0.4688,False,False,0.5964,0.0286
[BD]寰宇新聞,https://t.freetv.fun/live/huan-yu-xin-wen-21.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724134624405697_90.png,9.234,未分组,h264,1920x1080,30.0,有音频,0.4948,False,False,0.0,0.0
å¤©é¾™å…«éƒ¨,http://www.douzhicloud.site:35455/huya/20985816,网络源,å¤©é¾™å…«éƒ¨.png,1.525,未分组,h264,900x500,25.0,有音频,0.5417,False,False,0.5182,0.0234
ã€Œè™ç‰™ã€ç»åœ°æ±‚ç”Ÿ ğŸš,https://live.iill.top/huya/660005,网络源,https://epg-1.iill.top/logo/è™ç‰™.png,10.852,未分组,h264,1920x1080,59.94005994005994,有音频,0.5052,False,False,0.4141,0.0234
CCTV3,http://222.169.85.8:9901/tsfile/live/0003_1.m3u8,网络源,,5.279,未分组,h264,1920x1080,25.0,有音频,0.5521,False,False,0.625,0.0
CCTV1,http://111.221.137.234:44330/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0,网络源,,3.073,未分组,h264,1280x720,25.0,有音频,0.5365,False,False,0.5312,0.0
[HD]智林體育,https://stream1.freetv.fun/5ff7cefd1f5c28245b78ae088550e2e6a955b8b95ebaeec266db36b7a40075fd.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/10/large/20220510161417649264_37.jpg,4.863,未分组,h264,1280x720,30.0,无音频,0.5104,False,False,0.5182,0.0443
CCTV2,http://221.2.148.205:8154/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,6.562,未分组,h264,1920x1080,50.0,有音频,0.4896,False,False,0.0,0.0
[BD]unife tv,https://stream1.freetv.fun/b5145507cf4ca357be01b3196cb35f22b355225e901eed2b3a7483daefccb26d.m3u8,网络源,https://epg.pw/media/images/channel/2020/10/01/large/20201001123754394603_13.png,2.243,未分组,h264,1920x1080,30.0,有音频,0.5677,False,False,0.4896,0.0417
[BD]中天新聞,https://t.freetv.fun/live/zhong-tian-xin-wen-21.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/05/large/20220305151207450324_69.png,9.719,未分组,h264,1920x1080,30.0,无音频,0.4844,False,False,0.0,0.0
[HD]國會 2,https://t.freetv.fun/live/guo-hui-2-14.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/13/large/20220513171909653190_67.jpg,3.981,未分组,h264,1280x720,30.0,有音频,0.4948,False,False,0.5833,0.0052
[BD]寰宇新聞台灣,https://t.freetv.fun/live/huan-yu-xin-wen-tai-wan-16.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724134538350977_27.png,11.060,未分组,h264,1920x1080,30.0,有音频,0.5052,False,False,0.612,0.0026
[VGA]light channel,https://t.freetv.fun/live/light-channel.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,3.586,未分组,h264,852x480,25.0,有音频,0.5208,False,False,0.5208,0.0729
[BD]roll,https://stream1.freetv.fun/7800a2993b8300f0ec15bb3d01410220078c20af4158662907a7b6648bcb6ca2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/12/31/20171231124736667453_34.png,1.949,未分组,h264,1920x1080,25.0,有音频,0.5729,False,False,0.5391,0.0286
[BD]華視[geo-blocked],https://stream1.freetv.fun/60c715f5b961e2226107f69b2bab88a391c92f9f2444b64574cf6c450eb88b9e.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164257585081_80.png,12.697,未分组,h264,1920x1080,30.0,有音频,0.5,False,False,0.0,0.0
[HD]gold star,https://stream1.freetv.fun/63600a71ad76448e69fc83a8d3c9bf63fb3b43635ffdb15edd4f65b03cc02d29.m3u8,网络源,https://epg.pw/media/images/channel/2022/04/25/large/20220425163927207256_43.png,3.493,未分组,h264,1280x720,25.0,有音频,0.5104,False,False,0.5156,0.0365
[BD]寰宇新聞,https://stream1.freetv.fun/13300dfea952c75aa1e5224308a7721600e4dd582257c548582e82172e76c293.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724134624405697_90.png,1.655,未分组,h264,1920x1080,30.0,无音频,0.5625,False,False,0.5026,0.0286
[BD]unife tv,https://t.freetv.fun/live/unife-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2020/10/01/large/20201001123754394603_13.png,2.658,未分组,h264,1920x1080,30.0,有音频,0.5677,False,False,0.5964,0.0755
[BD]ช่อง bbc earth,https://t.freetv.fun/live/ch-ng-bbc-earth.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/17/large/20230717234812634336_85.jpg,7.096,未分组,h264,426x240,29.97002997002997,有音频,0.5833,False,False,0.5833,0.0104
[BD]台視新聞,https://t.freetv.fun/live/tai-shi-xin-wen-1-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/11/22/20161122123940121042_91.png,0.256,未分组,h264,1920x1080,29.97002997002997,有音频,0.5312,False,False,0.4818,0.0234
CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8,网络源,,2.022,未分组,h264,1920x1080,25.0,有音频,0.0,False,False,0.0,0.0
[HD]discovery *s[geo-blocked],https://stream1.freetv.fun/306db57cf3df3ae02f3a5049875e10dfb73b96bd4381d83b4f6e439bda203b96.m3u8,网络源,https://epg.pw/media/images/channel/2023/08/05/large/20230805000246427864_44.png,3.126,未分组,h264,1280x720,29.97002997002997,有音频,0.5052,False,False,0.5156,0.0104
èˆªæµ·ç‹ã€ŒåŠ¨æ¼«ã€,https://live.iill.top/huya/16913382,网络源,https://epg-1.iill.top/logo/è™ç‰™.png,8.929,未分组,h264,1920x1080,30.0,有音频,0.0,False,False,0.0,0.0
[BD]影迷數位紀實,https://t.freetv.fun/live/ying-mi-shu-wei-ji-shi-9.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222551388077_12.png,10.482,未分组,h264,1920x1080,30.0,有音频,0.5,False,False,0.0,0.0
[HD]人间卫视,https://t.freetv.fun/live/ren-jian-wei-shi-2.m3u8,网络源,https://epg.pw/media/img/logo/1_164.jpg,3.276,未分组,h264,1280x720,29.97002997002997,有音频,0.5417,False,False,0.5443,0.1068
[HD]寰宇新闻,https://t.freetv.fun/live/huan-yu-xin-wen-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724134652233694_13.png,0.648,未分组,h264,1280x720,30.0,有音频,0.4688,False,False,0.4948,0.0
ã€Œæ–—é±¼ã€ç»åœ°æ±‚ç”Ÿ,https://live.iill.top/douyu/100,网络源,https://epg-1.iill.top/logo/æ–—é±¼.png,5.075,未分组,h264,1920x1080,60.0,有音频,0.5677,False,False,0.5052,0.0208
[BD]東森財經新聞,https://stream1.freetv.fun/6990e276418afb31b0f8c3b48cb8b83c5227df21edb57ec46f21775cdfef9ef9.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126212851373992_22.jpg,11.301,未分组,h264,1920x1080,30.0,有音频,0.5365,False,False,0.4427,0.0
[VGA]cfm tv channel 98 (360p),https://stream1.freetv.fun/183ae690f700840b10150698fe392a22dd825db02a516d833a2dee978883bfbb.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,4.564,未分组,h264,480x360,25.0,有音频,0.5781,False,False,0.4922,0.013
[BD]寰宇新聞台灣[geo-blocked],https://stream1.freetv.fun/def5a6f37b1ac6bb85367130b5f3cf8e7cb0605a6af23489f6d60902f9e4f1d2.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724134538350977_27.png,11.624,未分组,h264,1920x1080,30.0,有音频,0.5417,False,False,0.5312,0.0417
ç¬‘å‚²æ±Ÿæ¹–,https://live.iill.top/huya/23865142,网络源,ç¬‘å‚²æ±Ÿæ¹–.png,6.401,未分组,h264,1920x1080,25.0,有音频,0.5469,False,False,0.526,0.0104
CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.719,未分组,h264,720x576,25.0,有音频,0.526,False,False,0.5651,0.013
[SD]channel s uk,https://t.freetv.fun/live/channel-s-uk.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,5.446,未分组,h264,1024x576,25.0,有音频,0.5104,False,False,0.4479,0.0052
[BD]八大綜藝,https://stream1.freetv.fun/1b8b8568d005a8ba872c28abb6888c8c158ecf2f23fa9124c08bb0004139e506.m3u8,网络源,https://epg.pw/media/images/channel/2023/12/07/large/20231207033636715896_75.png,2.223,未分组,h264,1920x1080,30.0,无音频,0.5,False,False,0.5417,0.0052
[BD]好消息2[geo-blocked],https://stream1.freetv.fun/d13c90f2ead30623f0bc7b17562018f57fc29c7e171a85c546e9ac0e6325cf1b.m3u8,网络源,https://epg.pw/media/images/channel/2023/12/07/large/20231207034508944601_88.png,1.796,未分组,h264,1920x1080,30.0,有音频,0.4948,False,False,0.5573,0.0052
[BD]纬来体育[geo-blocked],https://stream1.freetv.fun/cc1a505325338e518290f899fcdc2afecc6e3ab3eb08abf045ea89d3d96a0797.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722105618864183_26.png,0.910,未分组,h264,1920x1080,29.0,有音频,0.526,False,False,0.4635,0.0208
[VGA]Global Treckker *a,https://stream1.freetv.fun/ef45e65a8bd8791f6002b9a42b75e8ac6b14868236447dc82eb472baec4d103f.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/03/large/20230703010810817531_37.jpeg,4.896,未分组,h264,854x480,25.0,有音频,0.5469,False,False,0.4401,0.0495
ã€Œè™ç‰™ã€ç©¿è¶Šç«çº¿â€¢æ‰‹æ¸¸,https://live.iill.top/huya/660102,网络源,https://epg-1.iill.top/logo/è™ç‰™.png,15.353,未分组,h264,1920x1080,60.0,有音频,0.5469,False,False,0.5755,0.0755
[BD]非凡商業,https://t.freetv.fun/live/fei-fan-shang-ye-6.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/14/large/20220514163601233713_40.jpg,12.673,未分组,h264,1920x1080,30.0,无音频,0.4948,False,False,0.4375,0.0
[HD]智林體育,https://t.freetv.fun/live/zhi-lin-ti-yu-10.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/10/large/20220510161417649264_37.jpg,3.744,未分组,h264,1280x720,30.0,无音频,0.5156,False,False,0.4922,0.0547
[VGA]light channel,https://t.freetv.fun/live/light-channel-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,3.623,未分组,h264,852x480,25.0,有音频,0.5885,False,False,0.4844,0.0208
[BD]龙华电影,https://t.freetv.fun/live/long-hua-dian-ying.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170416278600_34.png,0.595,未分组,h264,1920x1080,30.0,有音频,0.4948,False,False,0.5755,0.0078
[BD]客家電視,https://stream1.freetv.fun/689277680b20d31d77b00a4501d3c7a06db1f828cb1ae8e0a739b19488a36b48.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/17/large/20230717235131193152_90.png,6.237,未分组,h264,1920x1080,30.0,有音频,0.5104,False,False,0.0,0.0
[BD]好消息2,https://t.freetv.fun/live/hao-xiao-xi-2-11.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126211024028574_31.jpg,13.375,未分组,h264,1920x1080,30.0,有音频,0.5417,False,False,0.5417,0.0781
CCTV3,http://61.156.228.12:8154/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,10.511,未分组,h264,1920x1080,25.0,有音频,0.5365,False,False,0.0,0.0
CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.004,未分组,h264,720x576,50.0,有音频,0.5365,False,False,0.5677,0.0
CCTV3,http://218.17.33.178:53290/tsfile/live/1003_1.m3u8?key=txiptv,网络源,,2.393,未分组,h264,720x576,50.0,有音频,0.5104,False,False,0.0,0.0
é¹¿é¼è®°,http://www.douzhicloud.site:35455/yy/28265277,网络源,é¹¿é¼è®°.png,2.186,未分组,h264,800x600,24.0,有音频,0.4844,False,False,0.5156,0.0
[BD]台视新闻,https://stream1.freetv.fun/41157664acf190bce85c72f310a742879b275e1912726bc43f323ff6ae321e09.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724094914581648_75.png,0.645,未分组,h264,1920x1080,29.97002997002997,有音频,0.5365,False,False,0.4531,0.0052
[BD]tvbs-asia,https://t.freetv.fun/live/tvbs-asia.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/02/large/20220302213708363097_69.jpg,1.573,未分组,h264,1920x1080,29.97002997002997,有音频,0.5469,False,False,0.6042,0.0833
[BD]影迷數位紀實,https://stream1.freetv.fun/2608189c04bb9b85e5240b45ef00afc0c080c604934d57cd9a13140a2381a0b7.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222551388077_12.png,8.285,未分组,h264,1920x1080,30.0,有音频,0.0,False,False,0.0,0.0
ã€Œè™ç‰™ã€æ— ç•å¥‘çº¦,https://live.iill.top/huya/660679,网络源,https://epg-1.iill.top/logo/è™ç‰™.png,11.214,未分组,h264,1920x1080,59.0,有音频,0.5104,False,False,0.5938,0.0156
[HD]desi channel,https://t.freetv.fun/live/desi-channel.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,3.574,未分组,h264,1280x720,29.97002997002997,有音频,0.5521,False,False,0.4036,0.0078
ã€Œæ–—é±¼ã€JJæ–—åœ°ä¸»,https://live.iill.top/douyu/488743,网络源,https://epg-1.iill.top/logo/æ–—é±¼.png,8.100,未分组,h264,1920x1080,51.0,有音频,0.5417,False,False,0.5208,0.0
[BD]非凡商業,https://stream1.freetv.fun/4df50dd0dec76f4efa141d65b1842154c079c41e50f5b11f3b01445944e6682c.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/14/large/20220514163601233713_40.jpg,13.389,未分组,h264,1920x1080,30.0,无音频,0.5833,False,False,0.4948,0.0052
[BD]中視新聞[geo-blocked],https://stream1.freetv.fun/9d5ffec09ed08670ea7b11a469c8af857b3d6c49e3a22a74b0ebcae1731a3e55.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164553238162_16.png,1.559,未分组,h264,1920x1080,30.0,有音频,0.5833,False,False,0.5078,0.0703
[HD]中天新闻,https://stream1.freetv.fun/d5a6ec037d2c4635d144520d0ddf989faeb6a5f8d5d85e3c5a5c07d2ca2d79b3.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/05/large/20220305151207450324_69.png,5.394,未分组,h264,1280x720,30.0,有音频,0.5,False,False,0.5391,0.0078
[SD]channel s uk,https://stream1.freetv.fun/2d176e794026bfa8f9dc106f0a665494da51bedff0c6f4504b6278453914d8a4.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,3.050,未分组,h264,1024x576,25.0,有音频,0.5052,False,False,0.4948,0.0
[HD]dazn ringside,https://t.freetv.fun/live/dazn-ringside-1.m3u8,网络源,https://epg.pw/media/images/channel/2024/04/24/large/20240424024936868909_61.png,3.462,未分组,h264,426x240,30.0,有音频,0.0,False,False,0.0,0.0
è¥¿æ¸¸è®°,https://live.iill.top/huya/26355861,网络源,è¥¿æ¸¸è®°.png,5.053,未分组,h264,576x432,25.0,有音频,0.5104,False,False,0.5443,0.0547
[HD]warner channel 2,https://stream1.freetv.fun/25205e42eb83192f1fbed2040a697fcc2608bf4d4901f34f801c389681e55d54.ctv,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,1.447,未分组,h264,1280x720,29.97002997002997,有音频,0.5729,False,False,0.5677,0.026
[HD]人间卫视,https://t.freetv.fun/live/ren-jian-wei-shi-4.m3u8,网络源,https://epg.pw/media/img/logo/1_164.jpg,3.106,未分组,h264,1280x720,29.97002997002997,有音频,0.5625,False,False,0.5234,0.0547
CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8,网络源,,2.475,未分组,mpeg2video,720x576,25.0,有音频,0.0,False,False,0.0,0.0
[BD]台視新聞,https://stream1.freetv.fun/d96ca80f2e6d7eb1a1737aaf17284caded271210e4432dfb4378a9ab6d8ef7b2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/11/22/20161122123940121042_91.png,0.225,未分组,h264,1920x1080,29.97002997002997,有音频,0.5365,False,False,0.5312,0.0365
[BD]love nature,https://stream1.freetv.fun/b0000c4eb57bda1a3b5648b80522cabcc1bb196fb9ad2f34bc1e58b1608855a1.m3u8,网络源,https://epg.pw/media/images/channel/2023/02/05/large/20230205151332194260_50.jpg,4.921,未分组,h264,1920x1080,29.97002997002997,有音频,0.4896,False,False,0.5651,0.0339
CCTV2,http://113.15.109.216:59901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,2.261,未分组,h264,1920x1080,50.0,有音频,0.4219,False,False,0.4479,0.0
[BD]寰宇新聞,https://t.freetv.fun/live/huan-yu-xin-wen-20.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724134624405697_90.png,7.618,未分组,h264,1920x1080,30.0,无音频,0.5469,False,False,0.5365,0.0
[HD]next tv,https://stream1.freetv.fun/33b859e5ca044cd967efefa24f1d293937e9bdd12eaab7e0ec156cafaf6ae7f0.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/05/13/20150513050646345107_52.png,1.754,未分组,h264,1280x720,25.0,有音频,0.6198,False,False,0.4661,0.0859
[HD]next tv,https://t.freetv.fun/live/next-tv.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/05/13/20150513050646345107_52.png,2.659,未分组,h264,1280x720,25.0,有音频,0.5573,False,False,0.5234,0.0547
[BD]台視新聞,https://stream1.freetv.fun/62baa54083438e0ff42bd762a75f962b815d012dc6d9b56df64929f5c12e2bdf.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/11/22/20161122123940121042_91.png,0.396,未分组,h264,1920x1080,29.97002997002997,有音频,0.5781,False,False,0.4531,0.0208
ã€Œè™ç‰™ã€ç‹è€…è£è€€ ğŸ™,https://live.iill.top/huya/660002,网络源,https://epg-1.iill.top/logo/è™ç‰™.png,7.205,未分组,h264,1920x1080,59.0,有音频,0.5052,False,False,0.4896,0.0156
[BD]东森幼幼,https://stream1.freetv.fun/a34998dad3417dd7e39b0cefc3a2f05272c3fc07da05ce22bc78b050534422f3.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/19/large/20230719100412963431_50.png,4.833,未分组,h264,1920x1080,29.97002997002997,有音频,0.526,False,False,0.526,0.0104
[BD]龙华电影,https://stream1.freetv.fun/f3e4792919e603bd0eb00254eb263931dbab92a22578853745d8dbe977714338.ctv,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170416278600_34.png,5.290,未分组,h264,1920x1080,30.0,有音频,0.526,False,False,0.5182,0.0495
[BD]華視,https://t.freetv.fun/live/hua-shi-20.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164257585081_80.png,4.056,未分组,h264,1920x1080,30.0,无音频,0.5104,False,False,0.0,0.0
[BD]东森超视 34.5,https://stream1.freetv.fun/e633e99f033cfd288478cf08e3082be17ec60cfdf59f0d7f8afe77b627a50d8c.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722105657399125_36.png,0.643,未分组,h264,1920x1080,29.97002997002997,有音频,0.5417,False,False,0.5078,0.0182
