频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,是否假源,是否轮回,轮回相似度,轮回波动
战争电影,http://www.douzhicloud.site:35455/huya/21059574,网络源,,1.008,未分组,h264,1280x720,30.0,有音频,0.5312,False,False,0.0,0.0
悬疑武侠电影九门,https://yylunbo.ottiptv.cc/yy/1382828768,网络源,,4.582,未分组,h264,1280x720,30.0,有音频,0.5833,False,False,0.5104,0.0
电影战争片,http://live.metshop.top/huya/21059574?cdn=alicdn,网络源,,0.853,未分组,h264,1280x720,30.0,有音频,0.0,False,False,0.0,0.0
谈判专家,http://www.douzhicloud.site:35455/yy/1382735560,网络源,,2.598,未分组,h264,1280x720,30.0,有音频,0.5885,False,False,0.5104,0.026
精灵宝可梦,http://www.douzhicloud.site:35455/huya/23749096,网络源,,1.211,未分组,h264,1280x720,30.0,有音频,0.5,False,False,0.0,0.0
来看修牛蹄,https://yylunbo.ottiptv.cc/yy/1382749887,网络源,,3.467,未分组,h264,1280x720,30.0,有音频,0.5104,False,False,0.0,0.0
梅艳芳主演喜剧电影,https://yylunbo.ottiptv.cc/yy/1382735627,网络源,,3.315,未分组,h264,1280x720,30.0,有音频,0.6198,False,False,0.5781,0.0
沈腾电影,http://www.douzhicloud.site:35455/huya/11601968,网络源,,1.020,未分组,h264,1920x1080,24.0,有音频,0.4531,False,False,0.0,0.0
欧美配音电影,https://yylunbo.ottiptv.cc/yy/1354693629,网络源,,1.894,未分组,h264,1280x720,23.976023976023978,有音频,0.5833,False,False,0.6458,0.0
电影丧尸片,http://live.metshop.top/huya/21059578?cdn=alicdn,网络源,,1.080,未分组,h264,640x400,25.0,有音频,0.4896,False,False,0.0,0.0
朵宝陪你看狄仁杰,https://yylunbo.ottiptv.cc/yy/1353753252,网络源,,1.925,未分组,h264,800x600,24.0,有音频,0.5729,False,False,0.651,0.0
远去的飞鹰影视剧,https://yylunbo.ottiptv.cc/yy/1354930912,网络源,,2.828,未分组,h264,1280x720,25.0,有音频,0.5365,False,False,0.4948,0.0
精彩动作电影,https://yylunbo.ottiptv.cc/yy/1382736823,网络源,,2.960,未分组,h264,1280x720,30.0,有音频,0.5573,False,False,0.4948,0.0
斗鱼港剧,http://www.douzhicloud.site:35455/douyu/5061550,网络源,,3.025,未分组,h264,1280x720,30.0,有音频,0.5104,False,False,0.6042,0.0729
黄渤电影,http://www.douzhicloud.site:35455/huya/11352876,网络源,,1.209,未分组,h264,1024x432,25.0,有音频,0.5417,False,False,0.4844,0.0
贺岁电影,http://www.douzhicloud.site:35455/huya/11601986,网络源,,2.089,未分组,h264,1280x720,23.0,有音频,0.5885,False,False,0.5365,0.0
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8,网络源,,4.512,未分组,h264,3840x2160,25.0,有音频,0.4948,False,False,0.5182,0.0443
野山鹰影视剧,https://yylunbo.ottiptv.cc/yy/1354932395,网络源,,2.099,未分组,h264,1280x720,25.0,有音频,0.5052,False,False,0.4375,0.0
老卓电影,https://yylunbo.ottiptv.cc/yy/1354770516,网络源,,2.635,未分组,h264,1280x720,,有音频,0.5417,False,False,0.5469,0.0
电影黑豹,https://yylunbo.ottiptv.cc/yy/1382736816,网络源,,2.790,未分组,h264,1280x720,30.0,有音频,0.5104,False,False,0.5729,0.0
电影梁家辉,http://live.metshop.top/huya/11342429?cdn=alicdn,网络源,,0.538,未分组,,,,无音频,0.599,False,False,0.4896,0.0
热血抗日电影,https://yylunbo.ottiptv.cc/yy/1382749907,网络源,,3.396,未分组,h264,1280x720,25.0,有音频,0.5729,False,False,0.5885,0.0
钟馗传说,https://yylunbo.ottiptv.cc/yy/1382736839,网络源,,2.470,未分组,h264,1920x1080,25.0,有音频,0.5573,False,False,0.5104,0.0
海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/playlist.m3u8,网络源,,2.202,未分组,h264,704x480,29.97002997002997,有音频,0.526,False,False,0.4922,0.0391
西安都市,http://112.46.105.20:8009/hls/29/index.m3u8,网络源,,2.054,未分组,h264,720x576,50.0,有音频,0.6094,False,False,0.5651,0.0755
爆笑电影王牌大贱谍23,https://yylunbo.ottiptv.cc/yy/1382735556,网络源,,3.742,未分组,h264,1280x720,30.0,有音频,0.625,False,False,0.4583,0.0
电影搞笑喜剧,http://live.metshop.top/huya/11342423?cdn=alicdn,网络源,,0.795,未分组,h264,1280x720,25.0,有音频,0.4323,False,False,0.0,0.0
成龙电影,http://www.douzhicloud.site:35455/huya/11342386,网络源,,1.292,未分组,h264,1280x720,24.0,有音频,0.651,False,False,0.6302,0.0
科幻片来看神奇的地球,https://yylunbo.ottiptv.cc/yy/1354930897,网络源,,2.099,未分组,h264,1280x720,30.0,有音频,0.5521,False,False,0.6458,0.0
韩国电影2,https://stream.ads.ottera.tv/playlist.m3u8?network_id=743,网络源,,4.332,未分组,h264,640x360,30.0,有音频,0.5729,False,False,0.5234,0.0078
野蛮亲家,http://www.douzhicloud.site:35455/huya/23863796,网络源,,1.304,未分组,h264,1280x720,30.0,有音频,0.0,False,False,0.0,0.0
扫黄先锋,http://www.douzhicloud.site:35455/huya/29465855,网络源,,1.154,未分组,h264,1280x720,25.0,有音频,0.0,False,False,0.0,0.0
白山公共,http://stream8.jlntv.cn/baishan2/playlist.m3u8?zjild,网络源,,3.401,未分组,h264,720x576,25.0,有音频,0.5417,False,False,0.6068,0.0651
清官难当看芝麻官如何破局,https://yylunbo.ottiptv.cc/yy/1382749909,网络源,,3.291,未分组,h264,1280x720,30.0,有音频,0.5625,False,False,0.5885,0.0
珍珠港电影,https://yylunbo.ottiptv.cc/yy/1354936234,网络源,,3.103,未分组,h264,1280x720,30.0,有音频,0.526,False,False,0.7188,0.0
金庸武侠,http://www.douzhicloud.site:35455/huya/11342435,网络源,,1.054,未分组,h264,1280x640,30.0,有音频,0.5677,False,False,0.5573,0.0
靓剑乐乐陪看,https://yylunbo.ottiptv.cc/yy/1352946111,网络源,,1.900,未分组,h264,800x600,24.0,有音频,0.5677,False,False,0.4688,0.0
陕西秦腔,http://112.46.105.20:8009/hls/22/index.m3u8,网络源,,1.840,未分组,h264,720x576,50.0,有音频,0.4896,False,False,0.5938,0.0052
鉴证实录,http://www.douzhicloud.site:35455/huya/23903183,网络源,,1.108,未分组,h264,1920x1038,25.0,有音频,1.0,False,False,0,0
新三国萌儿陪看,https://yylunbo.ottiptv.cc/yy/29216766,网络源,,1.883,未分组,h264,800x600,24.0,有音频,0.6458,False,False,0.4792,0.0
新视觉,http://120.76.248.139/live/bfgd/4200000249.m3u8,网络源,,2.445,未分组,h264,1920x1080,50.0,有音频,0.5833,False,False,0.0,0.0
陕西银龄,http://112.46.105.20:8009/hls/20/index.m3u8,网络源,,1.859,未分组,h264,720x576,50.0,有音频,0.5833,False,False,0.5365,0.026
海峡卫视,http://8.138.7.223/tv/hxws.m3u8,网络源,,3.432,未分组,h264,1920x1080,25.0,有音频,0.5365,False,False,0.5651,0.0182
经典电影港片枪战,https://yylunbo.ottiptv.cc/yy/1355076627,网络源,,2.183,未分组,h264,800x600,24.0,有音频,0.5469,False,False,0.5208,0.0
岳云鹏宋小宝也来演电影了,https://yylunbo.ottiptv.cc/yy/1354926612,网络源,,2.179,未分组,h264,1280x720,30.0,有音频,0.5469,False,False,0.5104,0.0
西安新闻,http://112.46.105.20:8009/hls/28/index.m3u8,网络源,,2.824,未分组,h264,720x576,25.0,有音频,0.5417,False,False,0.5365,0.0521
科幻电影,https://yylunbo.ottiptv.cc/yy/1354930209,网络源,,3.092,未分组,h264,1280x720,30.0,有音频,0.5885,False,False,0.5104,0.0
电影,https://yylunbo.ottiptv.cc/yy/37454459,网络源,,3.746,未分组,h264,1280x720,24.0,有音频,0.5521,False,False,0.474,0.0
精彩动作电影享不停,https://yylunbo.ottiptv.cc/yy/1382736809,网络源,,3.070,未分组,h264,1280x720,30.0,有音频,0.5573,False,False,0.4792,0.0
熊猫直播,https://gcwbndali.v.myalicdn.com/gcwbnd/ipanda1000_2/index.m3u8,网络源,,11.820,未分组,h264,1280x720,25.0,有音频,0.526,False,False,0.5026,0.0339
长影频道,http://tpc.x3322.net:9901/tsfile/live/1010_1.m3u8,网络源,,9.502,未分组,h264,1920x1080,25.0,有音频,0.0,False,False,0.0,0.0
粟裕大将影视,https://yylunbo.ottiptv.cc/yy/1354926542,网络源,,11.156,未分组,h264,720x576,25.0,有音频,0.651,False,False,0.625,0.0
青海卫视,http://120.238.94.10:9901/tsfile/live/1073_1.m3u8,网络源,,14.393,未分组,h264,720x576,25.0,有音频,0.5417,False,False,0.5469,0.0
