频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度
Москва 24,https://player.smotrim.ru/iframe/stream/live_id/efab3cbe-a29c-45f0-9596-5cb4f1ce7fbe,网络源,https://i.imgur.com/gXbUMVy.png,3.031,未分组,h264,1024x576,25.0,有音频,0.375
Сибирь 24 (Красноярск),https://vgtrkregion-reg.cdnvideo.ru/vgtrk/krasnoyarsk/sibir24-hd/index.m3u8,网络源,https://i.imgur.com/jgwQPl0.png,5.192,未分组,h264,,,有音频,0.8438
Солнце,http://tv.mediacdn.ru/live/solntse/playlist.m3u8,网络源,https://i.imgur.com/HCefxaK.png,4.969,未分组,h264,480x270,25.0,有音频,0.5469
前郭综合 [Geo-blocked],https://stream2.jlntv.cn/qg/sd/live.m3u8,网络源,,3.093,未分组,h264,720x576,25.0,有音频,0.375
Мир Белагорья (720p) [Geo-blocked],http://mirbelogorya.ru:8080/mirbelogorya/index.m3u8,网络源,https://mirbelogorya.ru/images/logo/Logo_Mir_Belogorya_purple_gradient.png,2.937,未分组,h264,1920x1080,25.0,有音频,0.6875
Уникум,http://31.148.48.15/Detskiy/index.m3u8,网络源,https://i.imgur.com/kSJZjDL.png,7.904,未分组,h264,720x576,50.0,有音频,0.3594
Беларусь 5 (1080p) [Not 24/7],https://ngtrk.dc.beltelecom.by/ngtrk/smil:belarus5.smil/playlist.m3u8,网络源,https://i.imgur.com/NJsRFud.png,10.526,未分组,h264,640x360,25.0,有音频,0.5
Прима (1080p),https://tele2dvrnat01-02.cdnvideo.ru/stream/NAT_Prima/hls/index.m3u8,网络源,https://i.imgur.com/33XGMch.png,9.465,未分组,h264,1920x1080,25.0,有音频,0.4219
Yu-Gi-Oh!,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/642d4493aa2d690008f0a03f/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b21d081-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=1ca5a27f-794c-41ee-b51a-6fbe1b093d0b,网络源,https://i.imgur.com/Tl6aW2u.png,4.288,未分组,h264,426x240,30.0,有音频,0.5312
Соён Гэгээрүүлэгч (720p),https://cdn4.skygo.mn/live/disk1/SoyonGegeeruulegch/HLSv3-FTA/SoyonGegeeruulegch.m3u8,网络源,https://i.imgur.com/iBZVvtW.png,6.087,未分组,h264,854x480,25.0,有音频,0.4531
Беларусь 24 (1080p),https://ngtrk.dc.beltelecom.by/ngtrk/smil:belarus24.smil/playlist.m3u8,网络源,https://i.imgur.com/BP7tY6F.png,11.723,未分组,h264,640x360,25.0,有音频,0.4375
ТВ Центр,https://tvc-hls.cdnvideo.ru/tvc-res/smil:vd9221.smil/playlist.m3u8,网络源,https://i.postimg.cc/KcgtT9C7/tvcentr.png,5.282,未分组,h264,640x360,25.0,有音频,0.4688
ТНТ International,https://cdn4.skygo.mn/live/disk1/THT/HLSv3-FTA/THT.m3u8,网络源,https://i.imgur.com/l0RGbRI.png,7.296,未分组,h264,850x480,25.0,有音频,0.3906
Zee Aflam (576p),http://213.57.91.138:8000/play/a05s,网络源,https://i.imgur.com/ZxknutA.png,5.964,未分组,mpeg2video,720x576,25.0,有音频,0.4062
Орбіта ТВ (360p) [Not 24/7],http://ftp.orbita.dn.ua/hls/orbita.m3u8,网络源,https://i.ibb.co/Bj4T9wB/logo-Orbita-fin14.png,2.439,未分组,h264,854x480,25.0,有音频,0.4375
红牛REDBULL TV (720p),https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_3360.m3u8,网络源,,1.337,未分组,h264,1280x720,30.0,有音频,0.4375
Дождь (1080p) [Geo-blocked],https://wl.tvrain.tv/transcode/ngrp:ses_all/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Tvrain.svg/512px-Tvrain.svg.png,4.528,未分组,h264,640x360,25.0,有音频,0.5312
CCTV-10,http://goo.bkpcp.top/mg/cctv10,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/CCTV10.png,2.073,未分组,h264,1920x1080,25.0,有音频,0.5469
Zee Madhya Pradesh Chhattisgarh (720p),https://vg-zeefta.akamaized.net/ptnr-yupptv/title-zeemadhyachhattisgarh/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/2ab17056-6187-4f0e-a34d-f436ac479d6c/main.m3u8,网络源,https://i.imgur.com/YccuVVI.png,12.235,未分组,h264,1280x720,25.0,有音频,0.5469
Детское кино International [Not 24/7],https://autopilot.catcast.tv/content/38720/index.m3u8,网络源,https://i.imgur.com/dJqFRhQ.png,3.931,未分组,h264,768x432,25.0,有音频,0.6875
Урал 24 (Челябинск),https://vgtrkregion-reg.cdnvideo.ru/vgtrk/chelyabinsk/ural24-hd/index.m3u8,网络源,https://i.imgur.com/eoI4KuB.png,5.557,未分组,h264,,,有音频,0.5625
Союз (576p),https://hls-tvsoyuz.cdnvideo.ru/tvsoyuz/soyuz/playlist.m3u8,网络源,https://i.imgur.com/w3OewHc.png,2.770,未分组,h264,1920x1080,25.0,有音频,0.6562
БелРос (576p),https://live2.mediacdn.ru/sr1/tro/playlist.m3u8,网络源,https://i.imgur.com/tUF33HD.png,7.463,未分组,h264,480x270,25.0,有音频,0.4219
Сочи 24 HD,http://serv30.vintera.tv:8081/sochi/sochi24_tv/playlist.m3u8,网络源,https://i.imgur.com/iwWxkl6.png,2.376,未分组,h264,1280x720,50.0,有音频,0.4688
Перец International,https://cdn4.skygo.mn/live/disk1/Che/HLSv3-FTA/Che.m3u8,网络源,https://i.imgur.com/On6ggLe.png,9.820,未分组,h264,640x480,25.0,有音频,0.625
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8,网络源,,3.188,未分组,h264,1920x1080,25.0,有音频,0.7031
ТВА (Чернiвцi) (576p),http://hls.cdn.ua/tva.ua_live/livestream/playlist.m3u8,网络源,https://i.imgur.com/PtTQ5lv.png,2.824,未分组,h264,1280x720,25.0,有音频,0.2812
ТНТ4 International,https://cdn4.skygo.mn/live/disk1/TNT4/HLSv3-FTA/TNT4.m3u8,网络源,https://i.imgur.com/SjdOaya.png,9.678,未分组,h264,720x576,25.0,有音频,0.5156
Надия/Новый канал (576p) [Not 24/7],http://nadiya.home-net.com.ua/mob/mystream.m3u8,网络源,https://i.imgur.com/mUx2P29.png,2.327,未分组,h264,720x576,,有音频,0.5625
Zee News Malayalam (720p),https://d1ty2af03alkwd.cloudfront.net/index_4.m3u8,网络源,https://i.imgur.com/MePj7ET.png,1.410,未分组,h264,1280x720,30.0,有音频,0.625
За!ТВ,https://streaming.televizor-24-tochka.ru/live/25.m3u8,网络源,https://i.imgur.com/pVPTl8J.png,9.994,未分组,h264,640x360,25.0,有音频,0.625
Сити Эдем КиноФантастика [Not 24/7],https://cityeden.catcast.tv/content/45268/index.m3u8,网络源,https://i.imgur.com/I64FeIO.png,3.832,未分组,h264,1280x536,23.976023976023978,有音频,0.7031
Твое TV HD,http://tvoetv.space:8080/tvoetv/index.m3u8,网络源,https://i.imgur.com/kKAM7dP.png,3.106,未分组,h264,1920x1080,25.0,有音频,0.5
Карусель International,https://cdn4.skygo.mn/live/disk1/Karusel/HLSv3-FTA/Karusel.m3u8,网络源,https://i.imgur.com/DnlngRZ.png,9.271,未分组,h264,1280x720,25.0,有音频,0.6094
Запад 24 (Калининград),https://vgtrkregion-reg.cdnvideo.ru/vgtrk/kaliningrad/zapad24-hd/index.m3u8,网络源,https://i.imgur.com/HerCP0u.png,6.104,未分组,h264,,,有音频,0.5312
Конный Мир,https://cdn-01.bonus-tv.ru/kmir/playlist.m3u8,网络源,https://i.imgur.com/X6otbK0.png,4.261,未分组,h264,1024x576,25.0,有音频,0.6719
Нано ТВ HD,http://s1.tv-nano.com/Nano_rec/index.m3u8,网络源,https://i.imgur.com/dYj3XDa.png,4.410,未分组,h264,576x576,25.0,有音频,0.4062
Просвещение (540p) [Geo-blocked],https://cdn-01.bonus-tv.ru/prosveschenie_edge/playlist.m3u8,网络源,https://i.imgur.com/uppFhhq.png,4.285,未分组,h264,720x576,25.0,有音频,0.5
兴隆综合,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8,网络源,,2.778,未分组,h264,1920x1080,30.0,有音频,0.6406
Аист ТВ,http://live2-aisttv.cdnvideo.ru/aisttv2/aisttv.sdp/playlist.m3u8,网络源,https://i.imgur.com/bcw0s4V.png,2.427,未分组,h264,1920x1080,25.0,有音频,0.4688
Yemen Shabab Channel (1080p),https://starmenajo.com/hls/yemenshabab/index.m3u8,网络源,https://i.imgur.com/H5Oi2NS.png,3.028,未分组,h264,1920x1080,25.0,有音频,0.5156
Zoomer TV (1080p),https://d3p8ecnk6t4t73.cloudfront.net/scheduler/scheduleMaster/316.m3u8,网络源,,1.330,未分组,h264,960x540,29.97002997002997,有音频,0.3906
Крым 24,https://streaming.televizor-24-tochka.ru/live/28.m3u8,网络源,https://i.imgur.com/k4C0uvp.png,10.076,未分组,h264,640x360,25.0,有音频,0.5156
Дом Кино Премиум HD,http://31.148.48.15/Dom_Kino_Premium_HD/index.m3u8,网络源,https://i.imgur.com/rJpQtvK.png,2.077,未分组,h264,1280x720,50.0,有音频,0.0
CCTV-6,http://111.221.137.155:44330/tsfile/live/0006_1.m3u8?key=txiptv,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/CCTV6.png,1.808,未分组,h264,1280x720,25.0,有音频,0.0
Zindagi TV (576p) [Not 24/7],https://5ad386ff92705.streamlock.net/live_transcoder/ngrp:zindagitv.stream_all/chunklist.m3u8,网络源,https://i.imgur.com/XBHvR5J.png,8.308,未分组,h264,192x144,50.0,有音频,0.5781
Север (Нарьян-Мар) (1080p),https://live2.mediacdn.ru/sr1/sever/playlist.m3u8,网络源,https://i.imgur.com/sTOQLYl.png,8.662,未分组,h264,640x360,25.0,有音频,0.75
Zee Alwan (576p),http://213.57.91.138:8000/play/a05t,网络源,https://i.imgur.com/OLuCox7.png,6.166,未分组,mpeg2video,720x576,25.0,有音频,0.4375
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8,网络源,,3.185,未分组,h264,1920x1080,25.0,有音频,0.4531
Xtreme Outdoor Presented by HISTORY,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6000a6f4c3f8550008fc9b91/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2d3736-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=d082e15e-9214-4119-8638-15c2c0edce25,网络源,,4.676,未分组,h264,426x240,30.0,有音频,0.4375
ZIZ TV (720p),https://media.slactech.com:1936/ZIZDirect/ZIZDirect/playlist.m3u8,网络源,https://i.imgur.com/fB09i6X.png,2.617,未分组,h264,1920x1080,29.97002997002997,有音频,0.4375
Белгород 24 (1080p),https://belnovosti.cdn.easyhoster.ru:8443/stream.m3u8,网络源,https://i.imgur.com/EEirvyx.png,4.063,未分组,h264,1280x720,100.0,有音频,0.5156
Сити Эдем КиноЭкшен [Not 24/7],https://cityeden.catcast.tv/content/41333/index.m3u8,网络源,https://i.imgur.com/uuzuvD0.png,3.923,未分组,h264,1152x720,30.0,有音频,0.0
Zee Bihar Jharkhand (720p),https://raw.githubusercontent.com/Alstruit/adaptive-streams/alstruit-4_24_in/streams/in/ZeeBiharJharkhand.m3u8,网络源,https://i.imgur.com/e26mQ7x.png,3.549,未分组,h264,426x240,30.0,有音频,0.5469
Пятница! International,https://cdn4.skygo.mn/live/disk1/Friday/HLSv3-FTA/Friday.m3u8,网络源,https://i.imgur.com/N2z3EZC.png,16.662,未分组,h264,720x576,25.0,有音频,0.5781
Твое ТВ Юмор,http://tvoetv.space:8080/tvoetv_humor/index.m3u8,网络源,https://smotret.tv/images/tvoe-tv-yumor.webp,3.202,未分组,h264,1920x1080,25.0,有音频,0.5156
Толк HD,http://live-tolknews.cdnvideo.ru/tolknews/stream/playlist.m3u8,网络源,https://i.imgur.com/l7JZ79P.png,1.799,未分组,h264,1280x720,50.0,有音频,0.2969
Большая Азия,http://live-bigasia.cdnvideo.ru/bigasia/bigasia.smil/playlist.m3u8,网络源,https://i.imgur.com/vruuPKF.png,8.430,未分组,h264,430x240,,有音频,0.3438
Астрахань 24 (720p),https://streaming.astrakhan.ru/astrakhan24/playlist.m3u8,网络源,https://i.imgur.com/9WcnjQN.png,10.194,未分组,h264,1280x720,25.0,有音频,0.6094
Сити Эдем Классическая Музыка [Not 24/7],https://cityeden.catcast.tv/content/47400/index.m3u8,网络源,https://i.imgur.com/l7BE8l6.png,4.494,未分组,h264,1280x720,29.97002997002997,有音频,0.0
Yemen Today TV (480p),https://video.yementdy.tv/hls/yementoday.m3u8,网络源,https://i.imgur.com/8TzcJu5.png,3.610,未分组,h264,256x144,25.0,有音频,0.5625
福州广播电视台新闻综合频道 (FZTV-1) (1080p),http://live.zohi.tv/video/s10001-fztv-1/index.m3u8,网络源,,2.502,未分组,h264,1920x1080,25.0,有音频,0.5
Zee One (1080p),https://amg17931-zee-amg17931c6-samsung-au-8872.playouts.now.amagi.tv/playlist/amg17931-asiatvusaltdfast-zeeworld-samsungau/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/2/24/Zee_One_Logo_2025.png,7.052,未分组,h264,1920x1080,29.97002997002997,有音频,0.3125
CCTV-13,http://j.x.bkpcp.top/jx/CCTV13HD,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/CCTV13.png,1.050,未分组,h264,1920x1080,25.0,有音频,0.9375
КИНОТВ,https://vod.tuva.ru/kinotv/index.m3u8,网络源,https://i.imgur.com/sMpamNO.png,7.295,未分组,mpeg2video,720x576,25.0,有音频,0.7031
Zjarr TV (360p),https://zjarr.future.al/hls/playlist.m3u8,网络源,https://i.imgur.com/hNuWZWe.png,2.348,未分组,h264,640x360,25.0,有音频,0.0
Yu-Gi-Oh! (1080p),https://amg01796-amg01796c19-rakuten-gb-7486.playouts.now.amagi.tv/playlist/amg01796-fastmediafast-yugioh2en-rakutengb/playlist.m3u8,网络源,,7.796,未分组,h264,1920x1080,25.0,有音频,0.4062
Пятница!,https://vod.tuva.ru/friday/index.m3u8,网络源,https://i.imgur.com/UfmlXxe.png,6.697,未分组,h264,720x576,50.0,有音频,0.6406
XITE Rock,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/623a1b5188ecdc0007c9ef5a/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2d3735-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=f428e683-63a3-4e04-a7ac-126caa2fda54,网络源,,6.542,未分组,h264,426x240,30.0,有音频,0.6406
Yas TV (1080p) [Geo-blocked],https://vo-live-media.cdb.cdn.orange.com/Content/Channel/YASSportsChannel/HLS/index.m3u8,网络源,https://i.imgur.com/CSHQhP4.png,14.276,未分组,h264,1920x1080,25.0,有音频,0.7656
Сити Эдем Meditation Music [Not 24/7],https://cityeden.catcast.tv/content/47410/index.m3u8,网络源,https://i.imgur.com/HPWevWb.png,4.523,未分组,h264,1280x720,29.97002997002997,有音频,0.0
Zee Alwan Egypt (576p),http://213.57.91.138:8000/play/a05u,网络源,https://i.imgur.com/OLuCox7.png,6.129,未分组,mpeg2video,720x576,25.0,有音频,0.4688
Сити Эдем Play Христианский Музыкальный [Not 24/7],https://cityeden.catcast.tv/content/34100/index.m3u8,网络源,https://i.imgur.com/ozEqob9.png,4.450,未分组,h264,1280x720,30.0,有音频,0.5312
МТВ (Волгоград) (720p) [Not 24/7],http://hls.volgograd1vtv.cdnvideo.ru/volgograd1vtv/volgograd1vtv.sdp/playlist.m3u8,网络源,https://i.imgur.com/pdCAUrP.png,2.320,未分组,h264,1280x720,25.0,有音频,0.625
罗山电视台 (1080p) [Not 24/7],http://live.dxhmt.cn:9081/tv/11521-1.m3u8,网络源,,3.950,未分组,h264,1920x1080,25.0,有音频,0.3906
КРИК-ТВ (Екатеринбург),http://cdn-01.bonus-tv.ru/kriktv_edge/playlist.m3u8,网络源,https://i.postimg.cc/qRy8Jsq8/kriktv.png,2.158,未分组,h264,1920x1080,50.0,有音频,0.3906
Индия,http://31.148.48.15/Zee_TV_Russia/index.m3u8,网络源,https://i.imgur.com/xDVcDOc.png,4.662,未分组,h264,720x576,25.0,有音频,0.0
萧山新闻综合 (720p) [Not 24/7],https://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8,网络源,,3.413,未分组,h264,1280x720,25.0,有音频,0.625
Три Ангела (720p),https://hls.tv.3angels.ru/stream.m3u8,网络源,https://i.imgur.com/4fhBbam.png,12.618,未分组,h264,1280x720,25.0,有音频,0.6562
Наука,https://vod.tuva.ru/nauka2/index.m3u8,网络源,https://i.imgur.com/ZZxzueO.png,6.337,未分组,mpeg2video,720x576,25.0,有音频,0.5625
Открытый мир. Здоровье,https://v4.proofix.ru/0mir/index.m3u8,网络源,https://i.imgur.com/7orZOJA.png,5.488,未分组,h264,1024x576,25.0,有音频,0.5938
Сити Эдем МедЗдрав [Not 24/7],https://cityeden.catcast.tv/content/47519/index.m3u8,网络源,https://i.imgur.com/BM4E0Kr.png,4.600,未分组,h264,1920x1080,25.0,有音频,0.5938
Астрахань.Ru Sport (720p),https://streaming.astrakhan.ru/astrakhanrusporthd/playlist.m3u8,网络源,https://i.imgur.com/BKaEtqL.png,16.431,未分组,h264,,,有音频,0.4375
Телекафе,http://31.148.48.15/Telekafe/index.m3u8,网络源,https://i.imgur.com/1H3h1HL.png,6.204,未分组,h264,720x576,50.0,有音频,0.3281
Вера 24,https://5f05e059699ae.streamlock.net/WEB_Vera24/ngrp:Vera24.stream-adaptive/playlist.m3u8,网络源,https://i.imgur.com/Qer5Lnh.png,6.407,未分组,h264,1280x720,25.0,有音频,0.3906
吉林市新闻综合 [Geo-blocked],https://stream2.jlntv.cn/jilin1/sd/live.m3u8,网络源,,3.167,未分组,h264,960x544,25.0,有音频,0.7188
Балта ТВ (768p),http://194.50.51.34/playlist.m3u8,网络源,https://cdn.teleon.tv/logo/balta-tv-ua.png,1.538,未分组,h264,1280x768,50.0,有音频,0.3125
Радио Говорит Москва (Веб-камера) (720p),https://video.govoritmoskva.ru/rufm/index.m3u8,网络源,https://i.imgur.com/z2mxf3E.png,4.581,未分组,h264,1280x720,30.0,有音频,0.7656
Yazd,https://lenz.splus.ir/PLTV/88888888/224/3221227023/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Yazd_taban.svg/382px-Yazd_taban.svg.png,14.291,未分组,h264,320x240,25.0,有音频,0.5625
Xtrem Sports,https://streams2.sofast.tv/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/e0b81a5c-6ab5-48cd-aaa9-f82de4ab5bf9/manifest.m3u8,网络源,,6.917,未分组,h264,1920x1080,25.0,有音频,0.3906
ZNS-TV,https://zns-edge1.streamcomedia.cloud/znstv13/zns1080p_stream/playlist.m3u8,网络源,https://i.imgur.com/h6nC8fe.png,2.190,未分组,h264,1920x1080,29.97002997002997,有音频,0.5156
Муз союз (576p),https://hls-tvsoyuz.cdnvideo.ru/tvsoyuz2/muzsoyuz.6fw0-58xp-acts-esy0/playlist.m3u8,网络源,https://i.postimg.cc/bwmX81cZ/muzsoyuz.png,2.321,未分组,h264,1920x1080,25.0,有音频,0.4688
Рыжий,http://31.148.48.15/Rizhiy/index.m3u8,网络源,https://i.imgur.com/acrU2IE.png,3.705,未分组,h264,720x576,25.0,有音频,0.3906
Телепутешествия,http://31.148.48.15/Teleputeshestviya/index.m3u8,网络源,https://i.imgur.com/eXJm1n3.png,8.210,未分组,h264,720x576,25.0,有音频,0.0
Первый городской (Одесса) (1080p) [Not 24/7],http://91.194.79.46:8081/stream1/channel1/playlist.m3u8,网络源,https://i.imgur.com/8qdc6aO.png,2.535,未分组,h264,1920x1080,25.0,有音频,0.4844
Домашний International,https://cdn4.skygo.mn/live/disk1/Domashni/HLSv3-FTA/Domashni.m3u8,网络源,https://i.imgur.com/nf7GRXb.png,5.696,未分组,h264,1280x720,25.0,有音频,0.4219
Zee Bollymovies (1080p),https://amg17931-zee-amg17931c8-samsung-au-8871.playouts.now.amagi.tv/playlist.m3u8,网络源,https://i.imgur.com/rbWA6ph.png,3.187,未分组,h264,1920x1080,25.0,有音频,0.6562
Астрахань.Ru TV (480p),https://streaming.astrakhan.ru/astrakhanrulivehd/playlist.m3u8,网络源,https://i.imgur.com/w4ys6zm.png,16.060,未分组,h264,1920x1080,25.0,有音频,0.4688
Архыз 24 (1080p),https://live.mediacdn.ru/sr1/arhis24/playlist.m3u8,网络源,https://i.imgur.com/blAtdkJ.png,9.885,未分组,h264,480x270,25.0,有音频,0.6875
