频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频
æ·±åœ³å«è§†,http://112.123.243.37:50085/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0,网络源,,2.554,未分组,h264,1920x1080,25.0,有音频
é–å¤©æˆå‰§,https://mao.ffmking888.dpdns.org/?id=6Z2W5aSp5oiy5YqH5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/é–å¤©æˆå‰§.png,1.062,未分组,,,,无音频
è¾½å®å«è§†,https://stream1.freetv.fun/liao-zhu-wei-shi-33.m3u8,网络源,,3.334,未分组,h264,720x576,25.0,有音频
PNC Drama (1080p),https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/pnc-drama/master.m3u8,网络源,https://i.postimg.cc/wBsfSbK2/pncdrama.png,2.123,未分组,h264,1920x1080,25.0,有音频
Gulli (720p),https://viamotionhsi.netplus.ch/live/eds/gulli/browser-HLS8/gulli.m3u8,网络源,https://i.imgur.com/kqYssbW.png,11.463,未分组,h264,1280x720,50.0,有音频
[SD]love boat,https://stream1.freetv.fun/love-boat-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/04/20/20150420071750455994_44.jpg,3.196,未分组,h264,426x240,30.0,有音频
[HD]wdr fernsehen düsseldorf,https://stream1.freetv.fun/wdr-fernsehen-dusseldorf-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613201750103685_33.png,11.381,未分组,h264,,,有音频
Moldova TV (576p) [Not 24/7],http://89.38.8.130:39435,网络源,https://i.imgur.com/gPMlDCP.png,5.339,未分组,mpeg2video,720x576,25.0,有音频
[SD]hsn2,https://stream1.freetv.fun/hsn2-2.m3u8,网络源,https://epg.pw/media/images/channel/2020/11/14/large/20201114212249621443_45.png,1.133,未分组,h264,640x360,30.0,有音频
ç”µå½±_æ€ªå…½,http://live.nctv.top/huya.php?id=21059577,网络源,,3.545,未分组,h264,1920x1080,60.0,有音频
[BD]RT Doc,https://stream1.freetv.fun/rt-doc-2.m3u8,网络源,https://epg.pw/media/images/channel/2021/06/24/large/20210624003447280269_10.png,10.122,未分组,h264,640x360,25.0,有音频
Azteca Honduras (720p),https://dvrfl03.bozztv.com/hondu-azteca/index.m3u8,网络源,https://i.imgur.com/sxFh1dw.png,0.777,未分组,h264,1280x720,30.0,有音频
TV Series 1 As Panteras (480p),https://stmv1.srvif.com/tvserie/tvserie/playlist.m3u8,网络源,https://i.imgur.com/Ff5mj0o.png,0.591,未分组,h264,480x360,29.97002997002997,有音频
æ·±åœ³å«è§†,https://www.yangshipin.cn/tv/home?pid=600002481,网络源,,1.090,未分组,,,,无音频
CCTV9,https://stream1.freetv.fun/42ec063601b24e5ddb24832e5f5d56c71ca4d52922d298be84bbc21aa7429280.m3u8,网络源,,1.675,未分组,h264,1280x720,25.0,有音频
TV Rivne 1 (720p),https://cdn1.live-tv.cloud/rivne1/rivne1-abr/playlist.m3u8,网络源,https://i.imgur.com/ytz7jYV.png,7.234,未分组,h264,432x224,25.0,有音频
[SD]hsn,https://stream1.freetv.fun/hsn-2.m3u8,网络源,https://epg.pw/media/images/channel/2020/11/14/large/20201114212249621443_45.png,1.098,未分组,h264,640x360,30.0,有音频
ç»å…¸ç”µå½±,https://cdn.iptv8k.top/dl/jrys.php?id=396&time=20240926215313&ip=111.229.253.40,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ç»å…¸ç”µå½±.png,0.566,未分组,h264,1920x1080,60.0,无音频
Chamuka TV,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2119694/chamukatv/playlist.m3u8,网络源,https://i.imgur.com/EfS81Kd.png,0.103,未分组,,,,无音频
GuyBai TV (1080p),https://livechannel.mdc.akamaized.net/stitch/livechannel/1342/master1400000.m3u8;session=live_stream_1342,网络源,https://i.imgur.com/LlASANE.png,0.598,未分组,h264,842x474,30.0,有音频
TV Safina (1080p),https://live.teleradiocom.tj/2/3m.m3u8,网络源,https://i.imgur.com/Ho2vKZJ.png,6.446,未分组,h264,1920x1080,25.0,有音频
æ·±åœ³å«è§†,http://113.26.202.52:1299/tsfile/live/0126_1.m3u8,网络源,,4.303,未分组,h264,1920x1080,50.0,有音频
Sana TV (576p) [Not 24/7],https://galaxyott.live/hls/sanatv.m3u8,网络源,https://i.imgur.com/CR7DGBv.png,7.198,未分组,h264,1920x1080,,有音频
é–å¤©æˆå‰§,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv058,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/é–å¤©æˆå‰§.png,6.261,未分组,,,,无音频
CCTV9,http://kkk.888.3116598.xyz/api.php?n=tttt&id=WVQx9q&tk=FgM0vQMejxvG,网络源,,0.268,未分组,,,,无音频
Sana Plus (1080p) [Not 24/7],https://galaxyott.live/hls/sanaplus.m3u8,网络源,https://i.imgur.com/N6tKUZv.png,6.708,未分组,h264,1920x1080,25.0,有音频
[BD]samuel goldwyn films,https://stream1.freetv.fun/samuel-goldwyn-films-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174725923216_74.png,1.739,未分组,h264,1920x1080,29.97002997002997,有音频
æ­¦æ±‰ä¸€å°æ–°é—»ç»¼åˆ,https://ls.qingting.fm/live/20198/64k.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/æ­¦æ±‰ä¸€å°æ–°é—»ç»¼åˆ.png,2.793,未分组,h264,,,有音频
ç”µå½±_æ¢å®¶è¾‰,http://live.nctv.top/huya.php?id=11342429,网络源,,7.873,未分组,h264,1920x1080,60.0,有音频
[BD]RT News,https://stream1.freetv.fun/rt-news-8.m3u8,网络源,https://epg.pw/media/images/channel/2021/06/24/large/20210624003447280269_10.png,10.814,未分组,h264,640x360,25.0,有音频
[BD]nbcu telemundo texas,https://stream1.freetv.fun/nbcu-telemundo-texas-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174246283512_52.png,2.651,未分组,h264,384x216,29.97002997002997,有音频
è†é—¨æ–°é—»ç»¼åˆ,https://stream1.freetv.fun/jing-men-xin-wen-zong-he-3.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/è†é—¨æ–°é—»ç»¼åˆ.png,3.195,未分组,h264,1920x1080,25.0,有音频
Sankhya TV (720p),https://5c59fd5680a05.streamlock.net/live/_definst_/ngrp:SANKHYATV.stream_all/playlist.m3u8,网络源,https://i.ibb.co/Dgv6PvM/STV-NEW-LOGO-WITH-WHITE-SHADOW.png,5.789,未分组,h264,426x240,29.97002997002997,有音频
ç»å…¸ç”µå½±,https://tv.iill.top/4gtv/201,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ç»å…¸ç”µå½±.png,0.662,未分组,h264,1920x1080,25.0,有音频
ç”µå½±_ç„å¹»,http://live.nctv.top/huya.php?id=11342414,网络源,,1.383,未分组,,,,无音频
è¾½å®å«è§†,https://stream1.freetv.fun/642285f82d3268d64d83fc3b81deb897a2b2547d4a7a5695fa54dfcbec21f86b.m3u8,网络源,,1.604,未分组,h264,1280x720,25.0,有音频
Monster Jam,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65bcc9c8d77d450008b34c6b/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7b17f4-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=4ef65ab7-424b-4423-93e5-e94da98d875f,网络源,https://images-1.rakuten.tv/storage/global-live-channel/translation/artwork/0734ee9d-7417-4f53-a092-e29d6e8146ee-width200-quality90.jpeg,2.112,未分组,h264,426x240,30.0,有音频
TV Ružinov (1080p) [Not 24/7],http://lb.streaming.sk/tvruzinov/stream/playlist.m3u8,网络源,https://i.imgur.com/bUGuntH.png,1.889,未分组,h264,1920x1080,25.0,有音频
ç”µå½±_æ•‘æ´,http://live.nctv.top/huya.php?id=21059594,网络源,,4.662,未分组,h264,1920x1080,60.0,有音频
[HD]telenorte,https://stream1.freetv.fun/telenorte-2.m3u8,网络源,https://epg.pw/media/images/channel/2021/11/13/large/20211113231317866233_71.png,1.603,未分组,h264,1280x720,50.0,有音频
é–å¤©æˆå‰§,http://serv00.bkpcp.top/litv3.php?id=4gtv-4gtv058,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/é–å¤©æˆå‰§.png,0.413,未分组,h264,1920x1080,25.0,有音频
粤语电影3,http://epg.112114.xyz/douyu/1226741,网络源,,4.597,未分组,h264,1280x720,30.0,有音频
CCTV9,http://kkk.888.3116598.xyz/api.php?n=tttt&id=JO2JF1&tk=FgM0vQMejxvG,网络源,,0.257,未分组,,,,无音频
Plzeň TV (1080p),https://vysilani.zaktv.cz/broadcast/hls/ptv/index.m3u8,网络源,https://i.imgur.com/TxLKSqL.png,2.746,未分组,h264,1920x1080,25.0,有音频
ç”µå½±_å–œä¹å½±é™¢,http://cfss.cc/cdn/hy/21059580.m3u8,网络源,,4.674,未分组,h264,1920x1080,25.0,有音频
TV Rheintal (720p),https://rtmp-vm.fidion.de/live/tvrt.m3u8,网络源,https://i.imgur.com/8PY1o81.jpg,6.966,未分组,h264,1280x720,25.0,有音频
è†é—¨æ–°é—»ç»¼åˆ,https://stream1.freetv.fun/jing-men-xin-wen-zong-he-2.m3u8,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/è†é—¨æ–°é—»ç»¼åˆ.png,2.840,未分组,h264,1920x1080,25.0,有音频
[VGA]telenorte,https://stream1.freetv.fun/telenorte-3.m3u8,网络源,https://epg.pw/media/images/channel/2021/11/13/large/20211113231317866233_71.png,0.919,未分组,h264,854x480,29.97002997002997,有音频
è¾½å®å«è§†,https://stream1.freetv.fun/4212139954bcbc1ff4c5d7956d783cc9e0fc89bb55c80ef41fc9448a538d1d6f.m3u8,网络源,,1.616,未分组,h264,1280x720,25.0,有音频
ç»å…¸ç”µå½±,https://stream1.freetv.fun/jing-dian-dian-ying-2.ctv,网络源,https://gh.catmak.name/https://raw.githubusercontent.com/fanmingming/live/main/tv/ç»å…¸ç”µå½±.png,1.237,未分组,h264,1280x720,25.0,有音频
GZT (1080p),https://mn-nl.mncdn.com/gzttv/gzttv/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/GZT_logo.svg/320px-GZT_logo.svg.png,1.272,未分组,h264,1920x1080,25.0,有音频
[HD]sr fernsehen,https://stream1.freetv.fun/sr-fernsehen-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613201750103685_33.png,12.356,未分组,h264,,,有音频
Monaco Info (1080p),https://webtv.monacoinfo.com/live/prod/index.m3u8,网络源,https://i.imgur.com/FPyPaL1.png,2.513,未分组,h264,1920x1080,30.0,有音频
MONO 29 (1080p),https://monomax-uiripn.cdn.byteark.com/plain/th/1080p/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/d/d5/Mono_29_Logo.png,1.003,未分组,h264,1920x1080,50.0,有音频
ç”µå½±_æè¿æ°,http://live.nctv.top/huya.php?id=11342390,网络源,,4.028,未分组,h264,1920x1080,60.0,有音频
æ·±åœ³å«è§†,http://yncbn.ks-cdn.gitv.tv/gitv_live/G_SHENZHEN-HQ/G_SHENZHEN-HQ.m3u8,网络源,,3.739,未分组,h264,1920x1080,25.0,有音频
Monster Jam,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65c69b683ba51e00084534a3/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c29dbd5-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=414e0846-04a7-4d68-9f4e-a8c0750c4959,网络源,https://images-1.rakuten.tv/storage/global-live-channel/translation/artwork/0734ee9d-7417-4f53-a092-e29d6e8146ee-width200-quality90.jpeg,2.127,未分组,h264,426x240,30.0,有音频
MON TV Bangla (720p),https://live-stream.utkalbongo.com/utkalbongo/stream7/hls/montvlivestream.m3u8,网络源,https://i.imgur.com/8eftKdr.jpeg,4.221,未分组,h264,1280x720,20.0,有音频
è¾½å®å«è§†,https://stream1.freetv.fun/16f715e9412ecb9b0f354637590dae793324cd7150698b7d9dcb83a2eb6edf81.m3u8,网络源,,1.780,未分组,h264,1280x720,25.0,有音频
ç”µå½±_å¤å¢“ç³»åˆ—,http://live.nctv.top/huya.php?id=11352913,网络源,,1.337,未分组,,,,无音频
